run,val_forward,best_val_forward,forward_rmse_norm_mean
grouped_support_expanded,1.4286398053169251,1.4286393945415814,0.9919190754493078
grouped_support_expanded_grace_weak,1.4286390022685131,1.4286390022685131,0.9919186780850092
