epoch,pilot_label,train_total,train_forward,train_spatial_s0,train_spatial_sg,train_temporal_s0,train_temporal_sg,train_grace,train_n_samples,val_total,val_forward,val_spatial_s0,val_spatial_sg,val_temporal_s0,val_temporal_sg,val_grace,val_n_samples
1,grouped_support_expanded_grace_stronger,0.5698883878920848,0.17000612046880026,0.011568023900811871,0.010407517536077649,0.0019147439845255577,0.0016918529113657617,1.9992924158771832,120,1.8450865948572754,1.428639158109824,0.01974978279322386,0.026434245550384126,0.0005099113269049364,0.0004921435339686771,2.0820037111639977,60
2,grouped_support_expanded_grace_stronger,0.4587453619732211,0.17000608209054918,0.012521894237337013,0.013000205081577102,0.0018505631776254935,0.0021966029482427983,1.4435586392879487,120,1.8503886306037505,1.428639075656732,0.019366636189321676,0.026734796694169442,0.00047780819877516476,0.0005728573972495118,2.108514646689097,60
3,grouped_support_expanded_grace_stronger,0.42072080896468833,0.17000610545898479,0.012392271007411183,0.012344060023315251,0.0018007111340314927,0.0020390517129271757,1.2534402135759593,120,1.8462994877249002,1.4286390963941813,0.019699216183895866,0.026672387961298227,0.0005054373774328269,0.0005570344937344392,2.088067336877187,60
4,grouped_support_expanded_grace_stronger,0.4093033287712994,0.17000608718565977,0.012743014267956217,0.012331053731031716,0.0019089210278859052,0.00205634220377154,1.1963509075343608,120,1.8016584848364194,1.4286389650156102,0.01868304720458885,0.02973043133194248,0.0005189196483115666,0.0005061297008069233,1.86485286206007,60
