run,val_forward,best_val_forward,forward_rmse_norm_mean
grouped_support_expanded,1.4286398053169251,1.4286393945415814,0.9919190754493078
grouped_support_expanded_w3ra_stronger,1.428639812891682,1.4286396839966378,0.9919190754493078
