epoch,pilot_label,train_total,train_forward,train_spatial_s0,train_spatial_sg,train_temporal_s0,train_temporal_sg,train_n_samples,val_total,val_forward,val_spatial_s0,val_spatial_sg,val_temporal_s0,val_temporal_sg,val_n_samples
1,phase1_fuller_finetune,0.2341675198452625,0.23415036228834651,0.00790590324686491,0.007309449609844402,0.002033153587187068,0.0018499464611826018,192,2.4986590115974345,2.4986163816259555,0.020462122479026828,0.021680594562591676,0.0004635503213042587,0.0004872401783965567,96
2,phase1_fuller_finetune,0.23416169656896577,0.23415039045357844,0.005157814315680298,0.004855887079732686,0.0013358772110526236,0.0012476064769847046,192,2.498651222946743,2.498616576039543,0.016648668989849586,0.01761257223794625,0.0003814309902736568,0.0004148981435416014,96
3,phase1_fuller_finetune,0.23415936146921013,0.2341503944408032,0.004099197893083328,0.0038369521395604047,0.0010506324420020974,0.001008789292275954,192,2.4986468482917794,2.4986166934637972,0.014599924046099963,0.015221338748233393,0.0003354807740834076,0.000367996610445213,96
4,phase1_fuller_finetune,0.23415780373519132,0.23415039404305085,0.0032713037235225784,0.0032682918608770706,0.0008668776802854458,0.000869987609803502,192,2.498643890256062,2.4986167915631086,0.013062783434482602,0.013717767207708675,0.00030554861420265905,0.00033506445834063925,96
5,phase1_fuller_finetune,0.23415685180953005,0.2341503943389398,0.0028205825158996354,0.0028723519001990403,0.0007611527717775365,0.0007680051767238183,192,2.4986415465051928,2.498616866612186,0.011940243714586055,0.01246904597549777,0.0002842776607394626,0.00030979624724144134,96
6,phase1_fuller_finetune,0.23415608749443587,0.2341503930899004,0.002486586321841363,0.002520708897160754,0.0006834758393476174,0.0006873299920092298,192,2.498639785218984,2.4986169438343495,0.011087206010415684,0.011462648789650606,0.00026787667547978344,0.00028963269755877263,96
