epoch,pilot_label,train_total,train_forward,train_spatial_s0,train_spatial_sg,train_temporal_s0,train_temporal_sg,train_hydrology,train_n_samples,val_total,val_forward,val_spatial_s0,val_spatial_sg,val_temporal_s0,val_temporal_sg,val_hydrology,val_n_samples
1,grouped_support_expanded_w3ra_stronger,0.1700502416701056,0.17000611507877086,0.008823023940203711,0.007980903210894515,0.0019735043330001644,0.00179490865994012,0.00012719181659880027,120,1.4287933961798747,1.4286396839966378,0.01598230816113452,0.015620404295623303,0.00041977346190833484,0.0004158240034788226,0.0006084377628819009,60
2,grouped_support_expanded_w3ra_stronger,0.17003298724691074,0.17000613787289087,0.006117669491019721,0.005477032216731459,0.0013690943761806315,0.0012146547708349923,6.980112201896797e-05,120,1.4287705281128487,1.4286397150407235,0.01402907792168359,0.013547240779735148,0.0003807870152134759,0.00038039261101706264,0.0005142832407121508,60
3,grouped_support_expanded_w3ra_stronger,0.1700284037933064,0.17000612701134135,0.0051661757209027805,0.004272025173607593,0.0012002422947261949,0.0010461756435688585,5.8600593107864066e-05,120,1.4287530404826005,1.4286397619793811,0.012816853658296167,0.011817609472200275,0.00035577618594591814,0.0003515903779771179,0.00044141246174452437,60
4,grouped_support_expanded_w3ra_stronger,0.17002627160788203,0.17000612906801205,0.004577323959286635,0.003739924597903155,0.0010874200702043406,0.0009270762156423491,5.410122083352083e-05,120,1.4287413187325,1.428639812891682,0.011827878506543736,0.010784373952386279,0.0003385961007249231,0.0003309131243440788,0.00039277685079165773,60
