support_variant,epoch,train_total,val_total,train_forward,val_forward,best_val_forward,forward_rmse_raw_mean,forward_rmse_norm_mean,forward_rmse_norm_std,delta_vs_sparse_val_forward,delta_vs_sparse_norm_rmse
sparse_support,4.0,0.10698029988998314,2.467240209225565,0.10697147400787799,2.4672086017671973,2.4672086010687053,22.05263328552246,1.5992741286754608,0.03604007606529646,0.0,0.0
revised_support,4.0,0.1536382477643201,3.6048101347405463,0.15362964557425585,3.6047796371858567,3.6047796371858567,25.036360025405884,1.6829239875078201,0.6515960457027753,1.1375710354186594,0.08364985883235931
