epoch,pilot_label,train_total,train_forward,train_spatial_s0,train_spatial_sg,train_temporal_s0,train_temporal_sg,train_n_samples,val_total,val_forward,val_spatial_s0,val_spatial_sg,val_temporal_s0,val_temporal_sg,val_n_samples
1,grouped_support_expanded,0.17007312400576968,0.17000592085920896,0.029540487033470224,0.034680254749643306,0.0031059073934253927,0.0028641922224778684,120,1.4286800570786,1.4286393945415814,0.01903875310284396,0.021105508630474407,0.0005145480359108963,0.00048781442989517625,60
2,grouped_support_expanded,0.17002316455667218,0.17000611000694335,0.007849517714930698,0.0074319264618679885,0.0018425105614975716,0.0017044852545950561,120,1.4286687859644494,1.4286396462470292,0.014417797482262055,0.014341399360758563,0.0003935569742073615,0.00039664886862738057,60
3,grouped_support_expanded,0.1700165557092987,0.17000612831131245,0.004606892368368184,0.004568713347543963,0.0012732364998858732,0.0012292185960783779,120,1.4286640313764414,1.4286397437254588,0.01198592910853525,0.011940845660865307,0.00033181834830126413,0.00034901672624982895,60
4,grouped_support_expanded,0.17001492696969459,0.17000612701910237,0.004023273213533685,0.003734327978842581,0.0010593992027376467,0.0010223058520447618,120,1.4286608452598253,1.4286398053169251,0.010532103207272788,0.010185113820868234,0.0003039741034929951,0.00031697979429736736,60
