n_times,date_start,date_end,source_month_start,source_month_end,variables,S0_mean,S0_std,S0_anom_mean,S0_anom_std,Sg_mean,Sg_std,Sg_anom_mean,Sg_anom_std
225,2016-01-06,2024-01-24,2016-01-01,2024-01-01,"['S0', 'Sg']",0.03918535400708974,0.019318900508751777,2.1604181271045414e-19,0.016686616751432463,0.012124672638160276,0.027348165744718225,-7.749325890701073e-19,0.02101280507048153
