master,slave,path,Bperp,delta_days
S1A_IW_SLC__1SDV_20231126T165817_20231126T165844_051391_06339A_580E,S1A_IW_SLC__1SDV_20231126T165907_20231126T165934_051391_06339A_C5E4,44,0,0
S1A_IW_SLC__1SDV_20231126T165817_20231126T165844_051391_06339A_580E,S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,44,175,11
S1A_IW_SLC__1SDV_20231126T165817_20231126T165844_051391_06339A_580E,S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,44,175,12
S1A_IW_SLC__1SDV_20231126T165817_20231126T165844_051391_06339A_580E,S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,44,175,12
S1A_IW_SLC__1SDV_20231126T165842_20231126T165909_051391_06339A_5960,S1A_IW_SLC__1SDV_20231126T165907_20231126T165934_051391_06339A_C5E4,44,0,0
S1A_IW_SLC__1SDV_20231126T165842_20231126T165909_051391_06339A_5960,S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,44,175,11
S1A_IW_SLC__1SDV_20231126T165842_20231126T165909_051391_06339A_5960,S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,44,175,11
S1A_IW_SLC__1SDV_20231126T165842_20231126T165909_051391_06339A_5960,S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,44,175,12
S1A_IW_SLC__1SDV_20231126T165907_20231126T165934_051391_06339A_C5E4,S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,44,175,11
S1A_IW_SLC__1SDV_20231126T165907_20231126T165934_051391_06339A_C5E4,S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,44,175,11
S1A_IW_SLC__1SDV_20231126T165907_20231126T165934_051391_06339A_C5E4,S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,44,175,11
S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,44,0,0
S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,44,0,0
S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,44,175,11
S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,44,175,12
S1A_IW_SLC__1SDV_20231208T165817_20231208T165844_051566_0639A7_0391,S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,44,175,12
S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,44,0,0
S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,44,175,11
S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,44,175,11
S1A_IW_SLC__1SDV_20231208T165842_20231208T165909_051566_0639A7_4987,S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,44,175,12
S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,44,175,11
S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,44,175,11
S1A_IW_SLC__1SDV_20231208T165906_20231208T165933_051566_0639A7_1BBA,S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,44,175,11
S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,44,0,0
S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,44,0,0
S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,44,175,11
S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,44,175,12
S1A_IW_SLC__1SDV_20231220T165816_20231220T165843_051741_063FC4_5C6D,S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,44,175,12
S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,44,0,0
S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,44,175,11
S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,44,175,11
S1A_IW_SLC__1SDV_20231220T165840_20231220T165907_051741_063FC4_3A2E,S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,44,175,12
S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,44,175,11
S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,44,175,11
S1A_IW_SLC__1SDV_20231220T165905_20231220T165932_051741_063FC4_4FB4,S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,44,175,11
S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,44,0,0
S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,44,0,0
S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,44,175,11
S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,44,175,12
S1A_IW_SLC__1SDV_20240101T165815_20240101T165842_051916_0645C0_E4D8,S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,44,175,12
S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,44,0,0
S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,44,175,11
S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,44,175,11
S1A_IW_SLC__1SDV_20240101T165840_20240101T165907_051916_0645C0_169E,S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,44,175,12
S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,44,175,11
S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,44,175,11
S1A_IW_SLC__1SDV_20240101T165905_20240101T165932_051916_0645C0_947F,S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,44,175,11
S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,44,0,0
S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,44,0,0
S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,44,175,11
S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,44,175,12
S1A_IW_SLC__1SDV_20240113T165815_20240113T165842_052091_064BBD_FCE7,S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,44,175,12
S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,44,0,0
S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,44,175,11
S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,44,175,11
S1A_IW_SLC__1SDV_20240113T165840_20240113T165907_052091_064BBD_E5C9,S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,44,175,12
S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,44,175,11
S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,44,175,11
S1A_IW_SLC__1SDV_20240113T165904_20240113T165931_052091_064BBD_AD85,S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,44,175,11
S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,44,0,0
S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,44,0,0
S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,44,175,11
S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,44,175,12
S1A_IW_SLC__1SDV_20240125T165814_20240125T165841_052266_06519A_F2E0,S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,44,175,12
S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,44,0,0
S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,44,175,11
S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,44,175,11
S1A_IW_SLC__1SDV_20240125T165839_20240125T165906_052266_06519A_3703,S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,44,175,12
S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,44,175,11
S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,44,175,11
S1A_IW_SLC__1SDV_20240125T165904_20240125T165931_052266_06519A_5E1E,S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,44,175,11
S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,44,0,0
S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,44,0,0
S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,44,175,11
S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,44,175,12
S1A_IW_SLC__1SDV_20240206T165814_20240206T165841_052441_06578A_4E17,S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,44,175,12
S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,44,0,0
S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,44,175,11
S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,44,175,11
S1A_IW_SLC__1SDV_20240206T165839_20240206T165906_052441_06578A_3FFE,S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,44,175,12
S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,44,175,11
S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,44,175,11
S1A_IW_SLC__1SDV_20240206T165904_20240206T165931_052441_06578A_6F06,S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,44,175,11
S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,44,0,0
S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,44,0,0
S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,44,175,12
S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,44,175,12
S1A_IW_SLC__1SDV_20240218T165814_20240218T165841_052616_065D72_2CD6,S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,44,175,12
S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,44,0,0
S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,44,175,11
S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,44,175,12
S1A_IW_SLC__1SDV_20240218T165839_20240218T165906_052616_065D72_B3A3,S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,44,175,12
S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,44,175,11
S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,44,175,11
S1A_IW_SLC__1SDV_20240218T165904_20240218T165931_052616_065D72_37D3,S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,44,175,12
S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,44,0,0
S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,44,0,0
S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,44,175,12
S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,44,175,12
S1A_IW_SLC__1SDV_20240301T165814_20240301T165841_052791_06636C_8DFC,S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,44,175,12
S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,44,0,0
S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,44,175,11
S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,44,175,12
S1A_IW_SLC__1SDV_20240301T165839_20240301T165906_052791_06636C_5EC2,S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,44,175,12
S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,44,175,11
S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,44,175,11
S1A_IW_SLC__1SDV_20240301T165904_20240301T165931_052791_06636C_3801,S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,44,175,12
S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,44,0,0
S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,44,0,0
S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,44,175,12
S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,44,175,12
S1A_IW_SLC__1SDV_20240313T165814_20240313T165841_052966_066960_7A97,S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,44,175,12
S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,44,0,0
S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,44,175,11
S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,44,175,12
S1A_IW_SLC__1SDV_20240313T165839_20240313T165906_052966_066960_D733,S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,44,175,12
S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,44,175,11
S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,44,175,11
S1A_IW_SLC__1SDV_20240313T165904_20240313T165931_052966_066960_F110,S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,44,175,12
S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,44,0,0
S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,44,0,0
S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,44,175,12
S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,44,175,12
S1A_IW_SLC__1SDV_20240325T165814_20240325T165841_053141_067007_70EA,S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,44,175,12
S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,44,0,0
S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,44,175,11
S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,44,175,12
S1A_IW_SLC__1SDV_20240325T165839_20240325T165906_053141_067007_8C05,S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,44,175,12
S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,44,175,11
S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,44,175,11
S1A_IW_SLC__1SDV_20240325T165904_20240325T165931_053141_067007_CEC8,S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,44,175,12
S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,44,0,0
S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,44,0,0
S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,44,175,12
S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,44,175,12
S1A_IW_SLC__1SDV_20240406T165815_20240406T165842_053316_0676B5_E0FF,S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,44,175,12
S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,44,0,0
S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,44,175,11
S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,44,175,12
S1A_IW_SLC__1SDV_20240406T165840_20240406T165907_053316_0676B5_94B5,S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,44,175,12
S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,44,175,11
S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,44,175,11
S1A_IW_SLC__1SDV_20240406T165904_20240406T165931_053316_0676B5_176E,S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,44,175,12
S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,44,0,0
S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,44,0,0
S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,S1A_IW_SLC__1SDV_20240430T165815_20240430T165842_053666_068483_8F28,44,175,12
S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,S1A_IW_SLC__1SDV_20240430T165840_20240430T165907_053666_068483_D728,44,175,12
S1A_IW_SLC__1SDV_20240418T165815_20240418T165842_053491_067DA9_8155,S1A_IW_SLC__1SDV_20240430T165905_20240430T165932_053666_068483_A6E8,44,175,12
S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,44,0,0
S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,S1A_IW_SLC__1SDV_20240430T165815_20240430T165842_053666_068483_8F28,44,175,11
S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,S1A_IW_SLC__1SDV_20240430T165840_20240430T165907_053666_068483_D728,44,175,12
S1A_IW_SLC__1SDV_20240418T165840_20240418T165907_053491_067DA9_0BB3,S1A_IW_SLC__1SDV_20240430T165905_20240430T165932_053666_068483_A6E8,44,175,12
S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,S1A_IW_SLC__1SDV_20240430T165815_20240430T165842_053666_068483_8F28,44,175,11
S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,S1A_IW_SLC__1SDV_20240430T165840_20240430T165907_053666_068483_D728,44,175,11
S1A_IW_SLC__1SDV_20240418T165905_20240418T165932_053491_067DA9_8C99,S1A_IW_SLC__1SDV_20240430T165905_20240430T165932_053666_068483_A6E8,44,175,12
S1A_IW_SLC__1SDV_20240430T165815_20240430T165842_053666_068483_8F28,S1A_IW_SLC__1SDV_20240430T165840_20240430T165907_053666_068483_D728,44,0,0
S1A_IW_SLC__1SDV_20240430T165815_20240430T165842_053666_068483_8F28,S1A_IW_SLC__1SDV_20240430T165905_20240430T165932_053666_068483_A6E8,44,0,0
