master,slave,path,Bperp,delta_days
S1B_IW_SLC__1SDV_20180528T053438_20180528T053505_011117_01462B_CAF0,S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,66,175,12
S1B_IW_SLC__1SDV_20180528T053438_20180528T053505_011117_01462B_CAF0,S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,66,175,12
S1B_IW_SLC__1SDV_20180528T053503_20180528T053530_011117_01462B_F1BB,S1B_IW_SLC__1SDV_20180609T053414_20180609T053441_011292_014BAF_967C,66,175,11
S1B_IW_SLC__1SDV_20180528T053503_20180528T053530_011117_01462B_F1BB,S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,66,175,11
S1B_IW_SLC__1SDV_20180528T053503_20180528T053530_011117_01462B_F1BB,S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,66,175,12
S1A_IW_SLC__1SDV_20180603T053512_20180603T053539_022188_026669_337D,S1A_IW_SLC__1SDV_20180603T053537_20180603T053604_022188_026669_82FE,66,0,0
S1A_IW_SLC__1SDV_20180603T053512_20180603T053539_022188_026669_337D,S1A_IW_SLC__1SDV_20180615T053513_20180615T053540_022363_026BD7_C432,66,175,12
S1A_IW_SLC__1SDV_20180603T053512_20180603T053539_022188_026669_337D,S1A_IW_SLC__1SDV_20180615T053538_20180615T053605_022363_026BD7_D094,66,175,12
S1A_IW_SLC__1SDV_20180603T053537_20180603T053604_022188_026669_82FE,S1A_IW_SLC__1SDV_20180615T053513_20180615T053540_022363_026BD7_C432,66,175,11
S1A_IW_SLC__1SDV_20180603T053537_20180603T053604_022188_026669_82FE,S1A_IW_SLC__1SDV_20180615T053538_20180615T053605_022363_026BD7_D094,66,175,12
S1B_IW_SLC__1SDV_20180609T053414_20180609T053441_011292_014BAF_967C,S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,66,0,0
S1B_IW_SLC__1SDV_20180609T053414_20180609T053441_011292_014BAF_967C,S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,66,0,0
S1B_IW_SLC__1SDV_20180609T053414_20180609T053441_011292_014BAF_967C,S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,66,175,12
S1B_IW_SLC__1SDV_20180609T053414_20180609T053441_011292_014BAF_967C,S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,66,175,12
S1B_IW_SLC__1SDV_20180609T053414_20180609T053441_011292_014BAF_967C,S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,66,175,12
S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,66,0,0
S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,66,175,11
S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,66,175,12
S1B_IW_SLC__1SDV_20180609T053439_20180609T053506_011292_014BAF_C752,S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,66,175,12
S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,66,175,11
S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,66,175,11
S1B_IW_SLC__1SDV_20180609T053504_20180609T053531_011292_014BAF_6029,S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,66,175,12
S1A_IW_SLC__1SDV_20180615T053513_20180615T053540_022363_026BD7_C432,S1A_IW_SLC__1SDV_20180615T053538_20180615T053605_022363_026BD7_D094,66,0,0
S1A_IW_SLC__1SDV_20180615T053513_20180615T053540_022363_026BD7_C432,S1A_IW_SLC__1SDV_20180627T053514_20180627T053541_022538_0270FA_523A,66,175,12
S1A_IW_SLC__1SDV_20180615T053513_20180615T053540_022363_026BD7_C432,S1A_IW_SLC__1SDV_20180627T053538_20180627T053605_022538_0270FA_32BD,66,175,12
S1A_IW_SLC__1SDV_20180615T053538_20180615T053605_022363_026BD7_D094,S1A_IW_SLC__1SDV_20180627T053514_20180627T053541_022538_0270FA_523A,66,175,11
S1A_IW_SLC__1SDV_20180615T053538_20180615T053605_022363_026BD7_D094,S1A_IW_SLC__1SDV_20180627T053538_20180627T053605_022538_0270FA_32BD,66,175,12
S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,66,0,0
S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,66,0,0
S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,66,175,12
S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,66,175,12
S1B_IW_SLC__1SDV_20180621T053415_20180621T053442_011467_015113_AD1B,S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,66,175,12
S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,66,0,0
S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,66,175,11
S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,66,175,12
S1B_IW_SLC__1SDV_20180621T053440_20180621T053507_011467_015113_6E8A,S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,66,175,12
S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,66,175,11
S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,66,175,11
S1B_IW_SLC__1SDV_20180621T053504_20180621T053531_011467_015113_55CF,S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,66,175,12
S1A_IW_SLC__1SDV_20180627T053514_20180627T053541_022538_0270FA_523A,S1A_IW_SLC__1SDV_20180627T053538_20180627T053605_022538_0270FA_32BD,66,0,0
S1A_IW_SLC__1SDV_20180627T053514_20180627T053541_022538_0270FA_523A,S1A_IW_SLC__1SDV_20180709T053514_20180709T053541_022713_027617_7AA3,66,175,12
S1A_IW_SLC__1SDV_20180627T053514_20180627T053541_022538_0270FA_523A,S1A_IW_SLC__1SDV_20180709T053539_20180709T053606_022713_027617_E11F,66,175,12
S1A_IW_SLC__1SDV_20180627T053538_20180627T053605_022538_0270FA_32BD,S1A_IW_SLC__1SDV_20180709T053514_20180709T053541_022713_027617_7AA3,66,175,11
S1A_IW_SLC__1SDV_20180627T053538_20180627T053605_022538_0270FA_32BD,S1A_IW_SLC__1SDV_20180709T053539_20180709T053606_022713_027617_E11F,66,175,12
S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,66,0,0
S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,66,0,0
S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,66,175,12
S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,66,175,12
S1B_IW_SLC__1SDV_20180703T053416_20180703T053443_011642_01568A_35FD,S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,66,175,12
S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,66,0,0
S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,66,175,11
S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,66,175,12
S1B_IW_SLC__1SDV_20180703T053441_20180703T053507_011642_01568A_FCFA,S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,66,175,12
S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,66,175,11
S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,66,175,11
S1B_IW_SLC__1SDV_20180703T053505_20180703T053532_011642_01568A_72D7,S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,66,175,12
S1A_IW_SLC__1SDV_20180709T053514_20180709T053541_022713_027617_7AA3,S1A_IW_SLC__1SDV_20180709T053539_20180709T053606_022713_027617_E11F,66,0,0
S1A_IW_SLC__1SDV_20180709T053514_20180709T053541_022713_027617_7AA3,S1A_IW_SLC__1SDV_20180721T053515_20180721T053542_022888_027B77_B17B,66,175,12
S1A_IW_SLC__1SDV_20180709T053514_20180709T053541_022713_027617_7AA3,S1A_IW_SLC__1SDV_20180721T053540_20180721T053607_022888_027B77_6A63,66,175,12
S1A_IW_SLC__1SDV_20180709T053539_20180709T053606_022713_027617_E11F,S1A_IW_SLC__1SDV_20180721T053515_20180721T053542_022888_027B77_B17B,66,175,11
S1A_IW_SLC__1SDV_20180709T053539_20180709T053606_022713_027617_E11F,S1A_IW_SLC__1SDV_20180721T053540_20180721T053607_022888_027B77_6A63,66,175,12
S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,66,0,0
S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,66,0,0
S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,66,175,12
S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,66,175,12
S1B_IW_SLC__1SDV_20180715T053416_20180715T053443_011817_015BEE_F713,S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,66,175,12
S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,66,0,0
S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,66,175,11
S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,66,175,12
S1B_IW_SLC__1SDV_20180715T053441_20180715T053508_011817_015BEE_29D2,S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,66,175,12
S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,66,175,11
S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,66,175,11
S1B_IW_SLC__1SDV_20180715T053506_20180715T053533_011817_015BEE_1F69,S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,66,175,12
S1A_IW_SLC__1SDV_20180721T053515_20180721T053542_022888_027B77_B17B,S1A_IW_SLC__1SDV_20180721T053540_20180721T053607_022888_027B77_6A63,66,0,0
S1A_IW_SLC__1SDV_20180721T053515_20180721T053542_022888_027B77_B17B,S1A_IW_SLC__1SDV_20180802T053516_20180802T053543_023063_0280FC_2332,66,175,12
S1A_IW_SLC__1SDV_20180721T053515_20180721T053542_022888_027B77_B17B,S1A_IW_SLC__1SDV_20180802T053540_20180802T053607_023063_0280FC_E737,66,175,12
S1A_IW_SLC__1SDV_20180721T053540_20180721T053607_022888_027B77_6A63,S1A_IW_SLC__1SDV_20180802T053516_20180802T053543_023063_0280FC_2332,66,175,11
S1A_IW_SLC__1SDV_20180721T053540_20180721T053607_022888_027B77_6A63,S1A_IW_SLC__1SDV_20180802T053540_20180802T053607_023063_0280FC_E737,66,175,12
S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,66,0,0
S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,66,0,0
S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,66,175,12
S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,66,175,12
S1B_IW_SLC__1SDV_20180727T053417_20180727T053444_011992_016138_F379,S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,66,175,12
S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,66,0,0
S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,66,175,11
S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,66,175,12
S1B_IW_SLC__1SDV_20180727T053442_20180727T053509_011992_016138_0D56,S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,66,175,12
S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,66,175,11
S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,66,175,11
S1B_IW_SLC__1SDV_20180727T053507_20180727T053534_011992_016138_9D50,S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,66,175,12
S1A_IW_SLC__1SDV_20180802T053516_20180802T053543_023063_0280FC_2332,S1A_IW_SLC__1SDV_20180802T053540_20180802T053607_023063_0280FC_E737,66,0,0
S1A_IW_SLC__1SDV_20180802T053516_20180802T053543_023063_0280FC_2332,S1A_IW_SLC__1SDV_20180814T053516_20180814T053543_023238_02869A_3837,66,175,12
S1A_IW_SLC__1SDV_20180802T053516_20180802T053543_023063_0280FC_2332,S1A_IW_SLC__1SDV_20180814T053541_20180814T053608_023238_02869A_5A5A,66,175,12
S1A_IW_SLC__1SDV_20180802T053540_20180802T053607_023063_0280FC_E737,S1A_IW_SLC__1SDV_20180814T053516_20180814T053543_023238_02869A_3837,66,175,11
S1A_IW_SLC__1SDV_20180802T053540_20180802T053607_023063_0280FC_E737,S1A_IW_SLC__1SDV_20180814T053541_20180814T053608_023238_02869A_5A5A,66,175,12
S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,66,0,0
S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,66,0,0
S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,66,175,12
S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,66,175,12
S1B_IW_SLC__1SDV_20180808T053417_20180808T053444_012167_01668A_FF95,S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,66,175,12
S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,66,0,0
S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,66,175,11
S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,66,175,12
S1B_IW_SLC__1SDV_20180808T053442_20180808T053509_012167_01668A_52ED,S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,66,175,12
S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,66,175,11
S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,66,175,11
S1B_IW_SLC__1SDV_20180808T053507_20180808T053534_012167_01668A_45D6,S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,66,175,12
S1A_IW_SLC__1SDV_20180814T053516_20180814T053543_023238_02869A_3837,S1A_IW_SLC__1SDV_20180814T053541_20180814T053608_023238_02869A_5A5A,66,0,0
S1A_IW_SLC__1SDV_20180814T053516_20180814T053543_023238_02869A_3837,S1A_IW_SLC__1SDV_20180826T053517_20180826T053544_023413_028C38_B515,66,175,12
S1A_IW_SLC__1SDV_20180814T053516_20180814T053543_023238_02869A_3837,S1A_IW_SLC__1SDV_20180826T053542_20180826T053609_023413_028C38_00CD,66,175,12
S1A_IW_SLC__1SDV_20180814T053541_20180814T053608_023238_02869A_5A5A,S1A_IW_SLC__1SDV_20180826T053517_20180826T053544_023413_028C38_B515,66,175,11
S1A_IW_SLC__1SDV_20180814T053541_20180814T053608_023238_02869A_5A5A,S1A_IW_SLC__1SDV_20180826T053542_20180826T053609_023413_028C38_00CD,66,175,12
S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,66,0,0
S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,66,0,0
S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,66,175,12
S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,66,175,12
S1B_IW_SLC__1SDV_20180820T053418_20180820T053445_012342_016C01_A561,S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,66,175,12
S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,66,0,0
S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,66,175,11
S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,66,175,12
S1B_IW_SLC__1SDV_20180820T053443_20180820T053510_012342_016C01_EFF8,S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,66,175,12
S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,66,175,11
S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,66,175,11
S1B_IW_SLC__1SDV_20180820T053508_20180820T053535_012342_016C01_2B25,S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,66,175,12
S1A_IW_SLC__1SDV_20180826T053517_20180826T053544_023413_028C38_B515,S1A_IW_SLC__1SDV_20180826T053542_20180826T053609_023413_028C38_00CD,66,0,0
S1A_IW_SLC__1SDV_20180826T053517_20180826T053544_023413_028C38_B515,S1A_IW_SLC__1SDV_20180907T053518_20180907T053545_023588_0291CF_164A,66,175,12
S1A_IW_SLC__1SDV_20180826T053517_20180826T053544_023413_028C38_B515,S1A_IW_SLC__1SDV_20180907T053543_20180907T053610_023588_0291CF_547D,66,175,12
S1A_IW_SLC__1SDV_20180826T053542_20180826T053609_023413_028C38_00CD,S1A_IW_SLC__1SDV_20180907T053518_20180907T053545_023588_0291CF_164A,66,175,11
S1A_IW_SLC__1SDV_20180826T053542_20180826T053609_023413_028C38_00CD,S1A_IW_SLC__1SDV_20180907T053543_20180907T053610_023588_0291CF_547D,66,175,12
S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,66,0,0
S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,66,0,0
S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,66,175,12
S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,66,175,12
S1B_IW_SLC__1SDV_20180901T053419_20180901T053446_012517_017168_4E1C,S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,66,175,12
S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,66,0,0
S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,66,175,11
S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,66,175,12
S1B_IW_SLC__1SDV_20180901T053444_20180901T053511_012517_017168_5D54,S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,66,175,12
S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,66,175,11
S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,66,175,11
S1B_IW_SLC__1SDV_20180901T053509_20180901T053536_012517_017168_D3B4,S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,66,175,12
S1A_IW_SLC__1SDV_20180907T053518_20180907T053545_023588_0291CF_164A,S1A_IW_SLC__1SDV_20180907T053543_20180907T053610_023588_0291CF_547D,66,0,0
S1A_IW_SLC__1SDV_20180907T053518_20180907T053545_023588_0291CF_164A,S1A_IW_SLC__1SDV_20180919T053518_20180919T053545_023763_029771_2C55,66,175,12
S1A_IW_SLC__1SDV_20180907T053518_20180907T053545_023588_0291CF_164A,S1A_IW_SLC__1SDV_20180919T053543_20180919T053610_023763_029771_9C2E,66,175,12
S1A_IW_SLC__1SDV_20180907T053543_20180907T053610_023588_0291CF_547D,S1A_IW_SLC__1SDV_20180919T053518_20180919T053545_023763_029771_2C55,66,175,11
S1A_IW_SLC__1SDV_20180907T053543_20180907T053610_023588_0291CF_547D,S1A_IW_SLC__1SDV_20180919T053543_20180919T053610_023763_029771_9C2E,66,175,12
S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,66,0,0
S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,66,0,0
S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,S1B_IW_SLC__1SDV_20180925T053420_20180925T053447_012867_017C25_E02D,66,175,12
S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,S1B_IW_SLC__1SDV_20180925T053444_20180925T053511_012867_017C25_EAD9,66,175,12
S1B_IW_SLC__1SDV_20180913T053419_20180913T053446_012692_0176C0_9D30,S1B_IW_SLC__1SDV_20180925T053509_20180925T053536_012867_017C25_33EA,66,175,12
S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,66,0,0
S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,S1B_IW_SLC__1SDV_20180925T053420_20180925T053447_012867_017C25_E02D,66,175,11
S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,S1B_IW_SLC__1SDV_20180925T053444_20180925T053511_012867_017C25_EAD9,66,175,12
S1B_IW_SLC__1SDV_20180913T053444_20180913T053511_012692_0176C0_BC57,S1B_IW_SLC__1SDV_20180925T053509_20180925T053536_012867_017C25_33EA,66,175,12
S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,S1B_IW_SLC__1SDV_20180925T053420_20180925T053447_012867_017C25_E02D,66,175,11
S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,S1B_IW_SLC__1SDV_20180925T053444_20180925T053511_012867_017C25_EAD9,66,175,11
S1B_IW_SLC__1SDV_20180913T053509_20180913T053536_012692_0176C0_24BE,S1B_IW_SLC__1SDV_20180925T053509_20180925T053536_012867_017C25_33EA,66,175,12
S1A_IW_SLC__1SDV_20180919T053518_20180919T053545_023763_029771_2C55,S1A_IW_SLC__1SDV_20180919T053543_20180919T053610_023763_029771_9C2E,66,0,0
