n_times,date_start,date_end,source_month_start,source_month_end,variable,lwe_thickness_mean,lwe_thickness_std,lwe_thickness_anom_mean,lwe_thickness_anom_std,config,bologna_bbox,insar_time_start,insar_time_end,insar_n_times,insar_shape
394,2017-01-04,2025-06-27,2017-01-01,2025-06-01,lwe_thickness,-6.734140096060435,8.94486631730044,-1.1413568592469065e-14,6.221588178261365,"{'insar_path': '/mnt/data/aoi_3_bologna/mintpy_filtered/timeseries_SET_ERA5_ramp_demErr.h5', 'grace_path': '/mnt/data/punjab_grace_mascon_l3/GRCTellus.JPL.200204_202512.GLO.RL06.3M.MSCNv04CRI.nc', 'grace_variable': 'lwe_thickness', 'grace_uncertainty_variable': 'uncertainty', 'output_dir': '/home/ubuntu/work/insar_mcmc/outputs_external_constraints', 'write_aligned_dataset': False}","{'lat_min': 42.734892806869155, 'lat_max': 46.28561089133436, 'lon_min': 8.072083499621938, 'lon_max': 12.207201222965367}",2017-01-04,2025-06-27,394,"{'height': 4881, 'width': 3985}"
