Data,BO28-00,BO55-01,BOF8-00,BOG0-00,FC06-02,FC14-02,FC16-01,FC20-00,FC83-01,FC90-00,FE80-00,FE81-00,MO08-00,MO43-01,MO64-00,MO72-01,MO80-00,MO81-00,PC27-02,PC56-03,PC96-00,PR23-02,PR32-00,PRB3-00,PRB4-00,RA34-02,RA58-00,RE15-00,RE25-00,RE55-00,RE79-01,RE84-00,RN03-00,RN04-00,RN05-00,RN06-00
2/5/2017,8.23,,39.32,8.51,,9.18,2.93,8.58,,10.1,2.94,2,,,22.02,21.79,,40.05,11.92,14.11,,3.07,14.44,19.31,15.93,,,1.67,30.19,6.22,19.83,8.3,16.29,1.43,12.76,1.84
3/5/2017,8.24,,39.12,8.51,,10.11,2.86,8.57,,10.47,2.91,1.97,,,22.96,21.8,,40.33,11.91,14.08,,3.11,14.48,19.31,16.04,,,1.67,30.14,6.23,19.84,8.3,16.31,1.42,12.8,1.8
4/5/2017,8.25,,38.91,8.48,,10.22,2.88,8.56,,10.59,2.89,1.93,,,23.05,21.79,,40.32,11.91,14.05,,3.12,14.37,19.28,16,,,1.67,30.14,6.21,19.85,8.3,16.32,1.46,12.83,2.06
5/5/2017,8.25,,38.98,8.44,,10.38,2.75,8.54,,10.66,2.88,1.93,,,23.1,21.78,,40.21,11.9,14.02,,3.12,14.33,19.29,16.04,,,1.67,30.14,6.22,19.85,8.31,16.33,1.46,12.85,2.58
6/5/2017,8.25,,39.13,8.4,,9.93,2.81,8.61,,10.64,2.79,1.85,,,22.41,21.76,,40.24,11.85,13.97,,3.17,14.26,19.3,16.06,,,1.66,30.09,6.11,19.86,8.31,16.33,1.45,12.75,2.59
7/5/2017,8.23,,39.06,8.36,,9.66,2.84,8.56,,10.63,2.73,1.69,,,22.14,21.77,,40.11,11.69,13.91,,3.14,14.17,19.3,16.01,,,1.63,30.07,5.97,19.86,8.28,16.33,1.43,12.71,2.68
8/5/2017,8.25,,38.93,8.34,,9.67,2.7,8.66,,10.61,2.72,1.68,,,22.07,21.78,,40.01,11.64,13.87,,3.13,14.11,19.31,16.05,,,1.61,30.08,6,19.87,8.22,16.35,1.4,12.67,3.02
9/5/2017,8.19,,38.94,8.31,,10.23,2.72,8.68,,10.67,2.68,1.67,,,22.78,21.77,,40.21,11.6,13.85,,3.17,14.02,19.31,16.06,,,1.66,30.04,6.05,19.87,8.13,16.34,1.39,12.61,2.93
10/5/2017,8.22,,38.87,8.28,,10.31,2.74,8.71,,10.49,2.68,1.67,,,22.87,21.77,,40.21,11.58,13.85,,3.16,13.97,19.29,16.01,,,1.67,30.08,6.07,19.89,8.04,16.33,1.36,12.59,2.84
11/5/2017,8.22,,38.82,8.24,,10.4,2.72,8.73,,10.45,2.69,1.67,,,22.91,21.76,,40.19,11.57,13.84,,3.13,13.87,19.28,16.03,,,1.67,30.05,6.06,19.89,7.94,16.31,1.35,12.55,2.84
12/5/2017,8.18,,38.99,8.23,,10.47,2.83,8.75,,10.47,2.7,1.67,,,22.9,21.76,,40.16,11.62,13.84,,3.13,13.8,19.27,16.01,,,1.67,29.97,6.09,19.89,7.87,16.31,1.38,12.54,2.87
13/5/2017,8.22,,38.87,8.23,,10.23,3,8.79,,10.51,2.72,1.71,,,22.28,21.79,,40.12,11.6,13.81,,3.15,13.79,19.27,16.11,,,1.67,29.99,6.09,19.91,7.82,16.32,1.37,12.55,2.92
14/5/2017,8.23,,38.77,8.25,,9.9,3.14,8.84,,10.51,2.75,1.73,,,22.1,21.82,,40.04,11.61,13.78,,3.17,13.74,19.25,16.06,,,1.67,30.02,6.01,19.94,7.8,16.33,1.45,12.55,2.97
15/5/2017,8.19,,38.72,8.29,,9.89,3.13,8.87,,10.5,2.75,1.71,,,22.03,21.83,,39.86,11.61,13.77,,3.17,13.72,19.16,16.06,,,1.67,30.02,6.04,19.95,7.8,16.34,1.44,12.55,3.02
16/5/2017,8.23,,38.76,8.32,,10.48,3.15,8.91,,10.53,2.76,1.73,,,22.78,21.83,,40.21,11.65,13.76,,3.18,13.72,19.09,16.07,,,1.67,30.35,6.13,19.96,7.81,16.34,1.4,12.53,3.19
17/5/2017,8.23,,38.68,8.38,,10.62,5.22,8.93,,10.6,2.76,1.75,,,22.87,21.82,,40.32,11.67,13.75,,3.18,13.67,19.04,16.06,,,1.67,30.01,6.23,19.96,7.83,16.33,1.44,12.52,3.14
18/5/2017,8.23,,38.62,8.44,,10.78,5.52,8.96,,10.64,2.78,1.75,,,23,21.82,,40.33,11.66,13.73,,3.17,13.65,19.02,16.08,,,1.67,30.31,6.3,19.97,7.84,16.32,1.49,12.51,3.12
19/5/2017,8.25,,38.59,8.51,,10.88,6.33,8.97,,10.66,2.78,1.76,,,22.98,21.82,,40.3,11.66,13.72,,3.17,13.6,19.04,16.08,,,1.67,30.22,6.32,19.97,7.86,16.31,1.41,12.51,3.12
20/5/2017,8.25,,38.51,8.59,,10.53,6.41,8.99,,10.67,2.79,1.78,,,22.52,21.83,,40.15,11.82,13.69,,3.17,13.59,19.09,16.1,,,1.67,30.02,6.25,19.99,7.89,16.33,1.49,12.53,3.13
21/5/2017,8.25,,38.5,8.61,,10.19,5.51,9.01,,10.59,2.79,1.8,,,22.35,21.85,,39.99,11.6,13.64,,3.18,13.56,19.07,16.11,,,1.67,30.07,6.14,19.99,7.92,16.33,1.41,12.54,3.14
22/5/2017,8.27,,38.69,8.58,,10.14,5.19,9.03,,10.57,2.78,1.81,,,22.21,21.85,,39.81,11.72,13.62,,3.17,13.55,18.98,16.11,,,1.67,30.03,6.2,20,7.95,16.32,1.45,12.54,3.15
23/5/2017,8.28,,38.9,8.61,,10.8,4.97,9.03,,10.57,2.78,1.81,,,23.12,21.86,,40.22,12.26,13.62,,3.18,13.58,18.96,16.14,,,1.67,30.11,6.33,20.04,7.99,16.32,1.5,12.54,3.14
24/5/2017,8.29,,38.63,8.7,,11.07,4.77,9.06,,10.57,2.79,1.83,,,23.38,21.86,,40.37,13.01,13.62,,3.18,13.56,18.95,16.22,,,1.67,30.15,6.45,20.05,8.02,16.33,1.63,12.56,3.14
25/5/2017,8.29,,38.62,8.78,,11.17,4.77,9.17,,10.56,2.79,1.84,,,23.44,21.95,,40.32,13.01,13.62,,3.19,13.58,18.96,16.21,,,1.67,30.45,6.5,20.08,8.05,16.35,1.58,12.57,3.18
26/5/2017,8.29,,38.6,8.86,,11.24,5.03,9.28,,10.56,2.8,1.86,,,23.45,21.96,,40.25,12.99,13.65,,3.19,13.59,18.98,16.19,,,1.67,30.47,6.56,20.14,8.09,16.35,1.5,12.58,3.21
27/5/2017,8.3,,38.61,8.92,,10.92,6.19,9.26,,10.56,2.79,1.88,,,23.04,22,,40.22,12.8,13.68,,3.21,13.65,18.94,16.23,,,1.67,30.74,6.63,20.14,8.12,16.37,1.56,12.61,3.24
28/5/2017,8.31,,38.4,8.95,,10.66,5.97,9.26,,10.51,2.79,1.88,,,22.8,22.01,,40.05,13.05,13.72,,3.22,13.65,18.92,16.26,,,1.68,30.76,6.54,20.17,8.14,16.39,1.53,12.64,3.25
29/5/2017,8.32,,38.7,8.95,,10.62,5.69,9.27,,10.48,2.79,1.89,,,22.62,22.01,,39.88,13.61,13.75,,3.21,13.71,18.91,16.31,,,1.68,30.88,6.62,20.18,8.16,16.41,1.76,12.62,3.25
30/5/2017,8.32,,38.73,8.97,,11.37,6.26,9.31,,10.52,2.79,1.9,,,23.5,22.03,,40.27,16.08,13.78,,3.22,13.74,18.9,16.33,,,1.68,30.94,6.83,20.21,8.19,16.42,1.84,12.65,3.27
31/5/2017,8.36,,38.58,9.05,,11.61,6.22,9.34,,10.68,2.74,1.92,,,23.62,22.11,,40.48,16.97,13.84,,3.25,13.85,18.92,16.35,,,1.68,31.47,6.98,20.29,8.2,16.45,1.81,12.68,3.32
1/6/2017,8.41,,38.46,9.12,,11.66,6.88,9.39,,10.71,2.77,1.92,,,23.99,22.11,,40.48,15.98,13.89,,3.26,13.92,18.96,16.47,,,1.68,31.6,7.11,20.43,8.22,16.49,2.42,12.69,3.36
2/6/2017,8.42,,38.57,9.13,,11.36,6.7,9.39,,10.75,2.76,1.93,,,23.38,22.15,,40.3,15.9,13.92,,3.25,14,18.99,16.51,,,1.68,32.11,7.25,20.48,8.24,16.52,2.46,12.71,3.34
3/6/2017,8.42,,38.54,9.15,,11.17,6.42,9.41,,10.72,2.71,1.94,,,23.11,22.18,,40.21,16.54,13.97,,3.27,14.06,18.99,16.53,,,1.68,32.36,7.32,20.51,8.29,16.54,2.72,12.73,3.36
4/6/2017,8.41,,38.49,9.19,,10.98,6.49,9.48,,10.65,2.78,1.95,,,23.09,22.17,,40.06,16.45,14.01,,3.27,14.13,19.08,16.61,,,1.68,31.86,7.51,20.49,8.3,16.58,2.72,12.75,3.41
5/6/2017,8.42,,38.71,9.25,,10.93,5.84,9.48,,10.62,2.8,1.96,,,23,22.15,,39.89,15.42,14.07,,3.28,14.24,19.15,16.55,,,1.68,31.48,7.59,20.46,8.31,16.62,2.48,12.77,3.46
6/6/2017,8.42,,39.16,9.24,,11.71,6.08,9.48,,10.69,2.79,1.96,,,23.89,22.18,,40.4,15.27,14.12,,3.28,14.28,19.23,16.52,,,1.68,31.65,7.68,20.48,8.3,16.64,2.25,12.78,3.5
7/6/2017,8.46,,38.9,9.24,,11.97,5.88,9.54,,10.75,2.74,1.98,,,23.96,22.21,,40.48,17.24,14.16,,3.29,14.38,19.27,16.54,,,1.68,31.93,7.8,20.5,8.3,16.67,2.48,12.81,3.58
8/6/2017,8.49,,38.7,9.32,,12.12,8.23,9.57,,11,2.78,2.02,,,24.14,22.27,,40.66,18.51,14.19,,3.34,14.49,19.36,16.64,,,1.68,32.13,7.95,20.56,8.32,16.74,2.46,12.87,3.66
9/6/2017,8.49,,38.64,9.39,,12.27,7.11,9.58,,11.04,2.79,2.01,,,24.04,22.26,,40.6,18.92,14.23,,3.35,14.56,19.36,16.63,,,1.68,32.33,7.97,20.63,8.34,16.79,2.16,12.88,3.68
10/6/2017,8.49,,38.81,9.51,,12.02,7.02,9.77,,11.14,2.79,2.01,,,23.67,22.33,,40.5,18.81,14.28,,3.35,14.66,19.34,16.71,,,1.68,32.64,7.9,20.66,8.35,16.81,2.67,12.9,3.72
11/6/2017,8.49,,38.63,9.58,,11.78,6.76,9.84,,11.07,2.79,2.02,,,23.45,22.36,,40.46,18.78,14.36,,3.38,14.75,19.36,16.78,,,1.68,32.38,7.68,20.75,8.38,16.87,2.83,12.94,3.78
12/6/2017,8.49,,38.69,9.61,,11.79,6.88,9.84,,11.04,2.81,2.02,,,23.43,22.35,,40.29,20.24,14.43,,3.4,14.85,19.4,16.84,,,1.68,32.67,7.8,20.77,8.39,16.92,2.84,12.96,3.79
13/6/2017,8.5,,38.71,9.63,,12.39,5.77,9.86,,11.12,2.83,2.03,,,24.46,22.39,,40.6,20.42,14.49,,3.41,14.94,19.4,16.91,,,1.68,32.9,8.16,20.76,8.41,16.97,3.03,12.98,3.83
14/6/2017,8.52,,38.7,9.72,,12.5,5.42,9.9,,11.22,2.84,2.03,,,24.3,22.41,,40.88,,14.55,,3.45,15.05,19.46,16.96,,,1.67,32.89,8.31,20.81,8.43,17.04,2.84,13,3.87
15/6/2017,8.54,,38.66,9.75,,12.55,5.11,9.91,,11.26,2.82,1.98,,,24.15,22.37,,40.61,16.44,14.61,,3.43,15.12,19.52,17,,,1.65,32.57,7.92,20.72,8.42,17.08,2.96,13.04,3.91
16/6/2017,8.53,,38.68,9.68,,12.45,5.04,9.99,,11.18,2.82,2.03,,,24.07,22.4,,40.51,15.3,14.61,,3.41,15.16,19.5,16.91,,,1.68,32.54,7.93,20.69,8.41,17.12,2.95,13.06,3.93
17/6/2017,8.54,,38.69,9.69,,11.81,5,10.05,,11.21,2.83,2.04,,,23.99,22.44,,40.43,14.71,14.65,,3.41,15.26,19.42,16.85,,,1.68,32.57,8.02,20.69,8.41,17.16,3.16,13.09,4.03
18/6/2017,8.55,,39.2,9.76,,11.57,4.91,10.12,,11.17,2.85,2.06,,,23.89,22.43,,40.2,14.34,14.72,,3.41,15.33,19.4,16.81,,,1.68,32.35,7.95,20.8,8.43,17.24,3.07,13.14,4.15
19/6/2017,8.56,,39.07,9.82,,11.56,4.79,10.2,,11.18,2.81,2.06,,,23.71,22.46,,40.05,14.13,14.77,,3.42,15.41,19.38,16.79,,,1.68,32.11,8.04,20.85,8.45,17.3,3.27,13.18,4.22
20/6/2017,8.57,,38.9,9.85,,12.29,4.84,10.27,,11.26,2.83,2.06,,,24.58,22.5,,40.44,14.06,14.85,,3.43,15.5,19.38,16.89,,,1.68,32.12,8.22,20.87,8.47,17.36,3.46,13.21,4.27
21/6/2017,8.57,,38.85,9.93,,12.78,4.78,10.33,,11.35,2.86,2.06,,,24.71,22.51,,40.69,14.03,14.93,,3.45,15.6,19.38,16.91,,,1.68,32.46,8.41,20.92,8.48,17.42,3.58,13.24,4.33
22/6/2017,8.59,,39,9.98,,13.03,4.7,10.41,,11.71,2.87,2.08,,,25.03,22.58,,40.92,15.7,15.01,,3.48,15.69,19.44,17,,,1.68,32.38,8.39,20.95,8.52,17.49,3.35,13.27,4.41
23/6/2017,8.62,,39.02,10.03,,13.38,4.86,10.65,,11.81,2.86,2.08,,,24.95,22.71,,40.95,17.82,15.09,,3.49,15.8,19.51,17,,,1.68,32.79,8.55,20.99,8.52,17.56,3.7,13.3,4.48
24/6/2017,8.65,,39.36,10.12,,13.37,4.77,10.66,,11.83,2.86,2.08,,,24.74,22.79,,40.79,19.17,15.16,,3.67,16.01,19.49,,,,1.68,32.97,8.55,21.05,8.53,17.64,3.89,13.33,4.54
25/6/2017,8.65,,39.6,10.2,,13.02,4.82,10.7,,11.72,2.87,2.08,,,24.4,22.76,,40.58,18.06,15.24,,3.67,16.09,19.53,,,,1.68,32.79,8.59,21.12,8.54,17.7,3.89,13.37,4.6
26/6/2017,8.65,,39.32,10.27,,12.97,4.84,10.82,,11.71,2.87,2.09,,,24.38,22.77,,40.48,17.59,15.31,,3.67,16.21,20.42,17.03,,,1.69,33.1,8.68,21.07,8.55,17.78,3.56,13.42,4.95
27/6/2017,8.66,,39.09,10.3,,13.58,4.84,10.89,,11.83,2.87,2.09,,,24.95,22.64,,40.62,18.09,15.36,,3.65,16.29,20.32,16.95,,,1.69,32.55,8.61,21,8.53,17.83,3.84,13.46,4.88
28/6/2017,8.65,,39.14,10.22,,13.51,4.59,10.9,,11.85,2.88,2.06,,,24.82,22.53,5.48,40.85,16.3,15.41,,3.62,16.36,20.3,16.96,,,1.66,32.63,8.43,20.94,8.52,17.89,3.73,13.53,4.88
29/6/2017,8.65,,39.16,10.11,,13.39,4.54,11.48,,11.85,2.88,2.07,,,,22.53,5.57,41.41,15.3,15.31,,3.62,16.41,,16.93,,,1.64,32.32,8.15,20.93,8.49,17.94,3.55,13.59,5.08
30/6/2017,8.68,,39.35,9.99,,13.24,4.45,11.87,,11.92,2.91,2.1,,,,22.57,5.58,41.27,14.95,15.24,,3.63,16.44,,16.96,,,1.69,32.38,8.16,20.94,8.49,18,3.69,13.7,5.29
1/7/2017,8.69,,39.32,9.94,,12.7,4.4,12.11,,11.97,2.94,2.11,,,,22.59,5.59,41.24,14.63,15.2,,3.63,16.5,,16.97,,,1.69,32.49,8.24,20.96,8.5,18.05,3.79,13.78,5.47
2/7/2017,8.69,,39.19,9.94,,12.39,4.45,12.28,,11.85,2.94,2.13,,,,22.6,5.61,41.08,14.44,15.17,,3.63,16.57,,16.97,,,1.69,32.61,8.11,21.06,8.52,18.1,3.99,13.8,5.61
3/7/2017,8.7,,39.38,9.94,,12.34,4.56,12.53,,11.92,2.97,2.15,,,,22.61,5.62,40.94,14.4,15.17,,3.63,16.64,,16.96,,,1.69,32.65,8.17,21.1,8.54,18.17,3.97,13.83,5.76
4/7/2017,8.72,,39.96,9.98,,13.15,4.52,12.65,,12.02,2.98,2.16,,,,22.69,5.63,41.4,14.63,15.19,,3.66,16.77,,17.03,,,1.69,32.77,8.4,21.27,8.56,18.26,4.14,13.85,5.86
5/7/2017,8.56,8.23,39.8,10.05,,13.59,4.56,13.01,,12.07,2.99,2.18,,,,22.75,5.64,41.67,15.23,15.21,,3.69,16.84,,17.08,,,1.69,33.36,8.45,21.22,8.57,18.36,4.11,13.86,5.95
6/7/2017,8.59,8.32,40,10.1,,14.14,4.69,13.1,,12.16,2.98,2.18,,,,22.82,5.65,41.75,17.28,15.27,,3.69,16.95,,17.17,,,1.69,33,8.56,21.28,8.58,18.44,4.14,13.9,6.04
7/7/2017,8.62,8.33,39.96,10.13,,14.21,4.54,13.14,,12.15,2.99,2.19,,,,22.88,5.66,41.67,17.19,15.34,,3.69,17.06,,17.32,,,1.69,33.21,8.7,21.36,8.59,18.53,4.18,13.96,6.11
8/7/2017,8.62,8.3,39.89,10.2,,14.15,4.6,13.39,,12.17,2.99,2.21,,,,22.92,5.66,41.63,19.15,15.41,,3.69,17.17,,17.31,,,1.69,33.73,8.83,21.39,8.6,18.67,4.29,14.01,6.19
9/7/2017,8.62,8.3,39.96,10.33,,13.84,4.64,13.44,,12.09,2.99,2.22,,,,22.96,5.67,41.25,20.5,15.48,,3.69,17.25,,17.29,,,1.69,33.7,8.88,21.46,8.61,18.79,4.17,14.08,6.24
10/7/2017,8.62,8.3,39.99,10.4,,13.73,4.61,13.52,,12.04,3,2.23,,,,22.99,5.68,41.09,20.84,15.52,,3.71,17.36,,17.25,,,1.69,33.79,8.99,21.61,8.63,18.86,4.31,14.13,6.34
11/7/2017,8.66,8.29,39.86,10.45,,14.35,4.6,13.52,,12.19,2.99,2.25,,,,23.17,5.68,41.63,20.33,15.56,,3.74,17.48,,17.33,,,1.69,33.63,9.06,21.66,8.62,18.91,4.44,14.2,6.44
12/7/2017,8.7,8.26,39.89,10.56,,14.47,4.64,13.65,,12.21,3,2.26,,,,23.1,5.7,41.81,19,15.55,,3.76,17.59,,17.39,,,1.69,33.59,9.05,21.68,8.61,18.99,4.45,14.26,6.54
13/7/2017,8.7,8.23,39.89,10.64,,14.82,4.61,13.65,,12.26,3.01,2.27,,,,23.09,5.7,41.9,18.45,15.55,,3.78,17.72,,17.43,,,1.69,33.76,9.04,21.68,8.63,19.03,4.52,14.31,6.63
14/7/2017,8.69,8.21,39.86,10.73,,14.7,5.04,13.73,,12.3,3.03,2.28,,,,23.08,5.71,41.84,17.61,15.56,,3.78,17.83,,17.41,,,1.69,33.53,8.96,21.68,8.65,19.11,4.54,14.36,6.71
15/7/2017,8.7,8.22,39.81,10.76,,13.96,4.87,13.79,,12.28,3.02,2.29,,,,23.05,5.72,41.78,16.45,15.55,,3.79,17.9,,17.38,,,1.69,33.56,8.96,21.7,8.65,19.2,4.44,14.42,6.8
16/7/2017,8.7,8.23,39.64,10.8,,13.53,4.85,13.81,,12.23,3.04,2.31,,,,23.07,5.74,41.44,15.9,15.55,,3.83,17.98,,17.43,,,1.69,33.51,9.05,21.73,8.65,19.28,4.76,14.49,6.92
17/7/2017,8.7,8.21,39.93,10.78,,13.43,5.04,14,,12.27,3.06,2.33,,,25.02,23.08,5.75,41.32,15.84,15.55,,3.84,18.06,,17.43,,,1.69,33.74,9.15,21.77,8.64,19.32,4.36,14.56,6.99
18/7/2017,8.72,8.26,40,10.78,,14.17,4.95,13.99,,12.37,3.07,2.33,,,25.92,23.14,5.76,41.84,16.59,15.59,,3.87,18.15,,17.43,,,1.69,33.81,9.23,21.77,8.68,19.37,4.69,14.61,7.06
19/7/2017,8.75,8.24,40.23,10.8,,14.6,4.84,14,,12.37,3.08,2.35,,,26.08,23.28,5.77,42.07,16.8,15.65,,3.89,18.25,,17.53,,,1.69,34.11,9.43,21.84,8.7,19.46,4.78,14.65,7.12
20/7/2017,8.76,8.29,40.43,10.79,,14.97,4.81,14.07,,12.47,3.09,2.36,,,26.38,23.27,5.77,42.24,17.88,15.68,,3.88,18.36,,17.55,,,1.72,34.19,9.45,21.88,8.73,19.55,4.82,14.69,7.2
21/7/2017,8.79,8.3,40.45,10.8,,15.31,4.7,14.11,,12.49,3.1,2.37,,,26.35,23.43,5.78,42.21,17.65,15.72,,3.88,18.44,,17.56,,,1.72,34.14,9.56,21.85,8.74,19.68,4.91,14.77,7.27
22/7/2017,8.84,8.3,40.79,10.82,,15.01,4.89,14.23,,12.49,3.11,2.38,,,26,23.5,5.78,42.16,16.62,15.76,,3.88,18.55,,17.55,,,1.72,34.04,9.53,21.87,8.76,19.8,4.92,14.81,7.34
23/7/2017,8.87,8.29,41,10.91,,14.76,4.94,14.3,,12.36,3.11,2.4,,,25.69,23.43,5.8,41.86,16.36,15.79,,3.88,18.61,,17.52,,,1.72,34.18,9.45,21.88,8.76,19.86,5.08,14.86,7.39
24/7/2017,8.85,8.3,40.77,10.96,,14.9,4.92,14.27,,12.35,3.11,2.39,,,25.55,23.41,5.79,41.74,16.1,15.74,,3.84,18.69,,17.57,,,1.72,33.84,9.43,21.86,8.78,19.92,4.92,14.9,7.41
25/7/2017,8.83,8.29,40.63,10.95,,15.14,4.89,14.29,,12.44,3.1,2.41,,,25.68,23.44,5.8,41.96,16.07,15.68,,3.84,18.79,,17.61,,,1.72,33.96,9.52,21.88,8.79,19.98,5,14.92,7.49
26/7/2017,8.84,8.28,40.29,10.93,,15.35,4.74,14.36,,12.54,3.12,2.42,,,25.7,23.49,5.8,42.44,16.26,15.65,,3.87,18.91,,17.63,,,1.72,34.23,9.51,21.86,8.79,20.02,4.9,14.96,7.58
27/7/2017,8.84,8.29,40.28,10.93,,15.66,4.8,14.42,,12.66,3.13,2.44,,,25.95,23.5,5.81,42.41,16.29,15.65,,3.88,18.98,,17.66,,,1.72,34.17,9.63,21.84,8.79,20.09,4.91,15.01,7.66
28/7/2017,8.85,8.3,40.36,10.93,,15.76,4.78,14.5,,12.69,3.14,2.45,,,26.32,23.58,,42.35,19.08,15.65,,3.89,19.07,20.86,17.65,,,1.72,34.38,9.62,21.91,8.79,20.16,5.11,15.04,7.76
29/7/2017,8.86,8.33,40.44,10.97,,15.52,4.95,14.52,,12.69,3.15,2.47,,,26.5,23.68,,42.16,19.18,15.69,,3.92,19.17,20.79,17.75,,,1.72,34.4,9.66,21.93,8.8,20.24,5.12,15.09,7.86
30/7/2017,8.9,8.33,40.47,11.02,,15.18,5.1,14.6,,12.55,3.16,2.48,,,26.17,23.56,,41.85,17.17,15.64,,3.92,19.24,20.83,17.83,,,1.72,34.35,9.63,21.9,8.81,20.33,5.26,15.13,7.91
31/7/2017,8.9,8.34,40.53,11.1,,15.33,5.01,14.73,,12.61,3.17,2.49,,,25.95,23.56,,41.72,16.63,15.62,,3.93,19.32,20.85,17.76,,,1.72,34.16,9.69,22.11,8.81,20.41,5.1,15.16,8.02
1/8/2017,8.92,8.35,40.64,11.15,,15.81,5.28,14.74,,12.73,3.18,2.51,,,26.72,23.71,,42.05,16.4,15.6,,3.95,19.43,20.88,17.86,,,1.72,34.47,9.69,22.22,8.81,20.49,5.29,15.2,8.11
2/8/2017,8.93,8.33,40.59,11.18,,16.08,5.32,14.83,,12.76,3.19,2.52,,,27.01,23.74,,42.44,16.29,15.58,,4.02,19.51,20.91,17.85,,,1.72,34.64,9.76,22.28,8.82,20.55,5.19,15.24,8.1
3/8/2017,8.94,8.35,40.58,11.29,,16.14,4.98,14.85,17.69,12.7,3.19,2.53,,,27.27,23.75,,42.6,16.2,15.58,,4.09,19.61,20.93,17.85,,,1.73,34.53,9.79,22.31,8.83,20.63,5.54,15.27,8.14
4/8/2017,8.94,8.38,40.47,,,16.38,4.96,14.97,17.75,12.65,3.19,2.54,,,27.03,23.8,,42.49,16.19,15.58,,4.06,19.68,20.94,17.88,,,1.73,34.6,9.92,22.35,8.82,20.67,5.34,15.3,8.25
5/8/2017,8.94,8.35,40.3,,,16.29,4.94,15.03,17.9,12.7,3.2,2.55,,,26.77,23.93,,42.35,16.31,15.61,,4.05,19.77,20.96,17.91,,,1.73,34.67,10.12,22.38,8.83,20.75,5.57,15.34,8.34
6/8/2017,8.85,8.35,40.53,,,15.76,4.93,15.09,17.92,12.62,3.2,2.56,,,26.28,23.84,,41.98,16.2,15.64,,4.05,19.83,20.91,17.92,,,1.73,34.45,10.23,22.35,8.84,20.81,5.47,15.38,8.43
7/8/2017,8.94,8.35,40.57,,,15.59,5.01,15.14,17.91,12.6,3.2,2.57,,,26.16,23.81,,41.91,16.17,15.65,,4.05,19.89,20.88,17.95,,,1.73,34.85,10.21,22.32,8.84,20.89,5.49,15.43,8.54
8/8/2017,8.94,8.33,40.71,,,15.51,4.89,15.19,17.97,12.65,3.21,2.57,,,26.29,23.86,,41.96,16.31,15.68,,4.06,19.96,20.96,17.97,,,1.73,34.89,10.15,22.3,8.84,20.97,5.56,15.46,8.6
9/8/2017,8.95,8.34,40.62,,,15.45,4.74,15.23,18.01,12.69,3.23,2.58,,,26.41,23.86,,42.16,16.93,15.72,,4.13,20.02,20.93,18,,,1.73,34.74,10.24,22.31,8.84,21.06,5.63,15.49,8.66
10/8/2017,8.96,8.34,40.57,,,15.2,4.77,15.29,17.94,12.68,3.25,2.59,,,26.51,24.08,,42.08,17.31,15.77,,4.16,20.09,20.9,18.01,,,1.73,34.72,10.09,22.28,8.85,21.16,5.69,15.54,8.72
11/8/2017,8.97,8.34,40.84,,,14.88,4.7,15.27,18.02,12.66,3.25,2.58,,,26.41,23.97,,41.87,16.67,15.78,,4.18,20.16,20.88,18.04,,,1.73,34.9,10.04,22.27,8.85,21.24,5.62,15.57,8.8
12/8/2017,8.97,8.34,41.38,,,14.83,4.72,15.27,18.01,12.72,3.26,2.6,,,26.31,23.97,,41.85,16.31,15.79,,4.2,20.2,20.86,17.98,,,1.73,34.8,9.94,22.25,8.84,21.3,5.6,15.61,8.89
13/8/2017,8.98,8.35,41.06,,,14.68,4.77,15.31,17.99,12.65,3.28,2.61,,,26.24,23.97,,41.71,16.19,15.8,,4.22,20.24,20.87,18.07,,,1.73,34.73,9.73,22.27,8.85,21.35,5.75,15.66,8.99
14/8/2017,8.99,8.37,41.04,,,14.75,4.9,15.34,18,12.65,3.29,2.62,,,26.3,23.99,,41.85,16.12,15.81,,4.23,20.32,20.88,18.11,,,1.73,34.62,9.7,22.28,8.86,21.41,6.04,15.71,9.1
15/8/2017,9,8.36,41.02,,,14.61,4.98,15.35,18.06,12.71,3.29,2.62,,,26.24,24.03,,41.81,16.04,15.83,,4.26,20.38,20.9,18.15,,,1.73,34.45,9.45,22.3,8.87,21.47,6.02,15.76,9.17
16/8/2017,9.01,8.35,40.95,,,14.68,5,15.38,18.08,12.72,3.3,2.63,,,26.21,24,,41.89,16.01,15.84,,4.26,20.42,20.9,18.15,,,1.73,34.41,9.47,22.29,8.87,21.53,6.28,15.8,9.25
17/8/2017,9.04,8.39,40.98,,,14.83,5.01,15.4,18.11,12.77,3.31,2.63,,,27.15,24.03,,41.94,15.99,15.88,,4.24,20.51,20.9,18.14,,,1.73,34.56,9.69,22.32,8.88,21.58,6.21,15.84,9.33
18/8/2017,9.07,8.4,41.09,,,14.92,4.88,15.48,18.13,12.78,3.33,2.64,,,27.43,24.07,,41.94,15.99,15.9,,4.21,20.58,20.9,18.14,,,1.73,34.58,9.72,22.41,8.89,21.64,6.46,15.89,9.4
19/8/2017,9.06,8.4,41.24,,,14.74,5.03,15.48,18.12,12.8,3.33,2.64,,,26.98,24.06,,41.83,16.98,15.93,,4.22,20.64,20.9,18.18,,,1.73,34.63,9.63,22.51,8.89,21.71,6.34,15.93,9.55
