Data,BO28-00,BO55-01,BOF8-00,BOG0-00,FC06-02,FC14-02,FC16-01,FC20-00,FC83-01,FC90-00,FE80-00,FE81-00,MO08-00,MO43-01,MO64-00,MO72-01,MO80-00,MO81-00,PC27-02,PC56-03,PC96-00,PR23-02,PR32-00,PRB3-00,PRB4-00,RA34-02,RA58-00,RE15-00,RE25-00,RE55-00,RE79-01,RE84-00,RN03-00,RN04-00,RN05-00,RN06-00
1/1/2009,,,45.24,9.26,,,5.34,15.81,,,,1.38,4.37,4.07,20.23,26.67,,,8.96,9.2,,,,18.09,19.67,,15.58,,23.19,,18.59,,,,19.87,
2/1/2009,,,45.15,9.25,,,5.34,15.78,,,,1.41,4.36,4.05,20.17,26.65,,,8.96,9.27,,,,18.05,19.64,,15.57,,23.14,,18.56,,,,19.8,
3/1/2009,,,45.1,9.24,,,5.34,15.71,,,,1.42,4.35,4.02,20.16,26.63,,,8.96,9.32,,,,18.04,19.57,,15.56,,23.15,,18.53,,,,19.74,
4/1/2009,,,45.05,9.23,,,5.34,15.68,,,,1.44,4.34,4,20.14,26.59,,,8.98,9.38,,,,18.01,19.59,,15.55,,23.13,,18.49,,,,19.67,
5/1/2009,,,44.82,9.21,,,5.34,15.66,,,,1.45,4.33,4.03,20.1,26.57,,,8.98,9.43,,,,17.98,19.54,,15.53,,23.09,,18.46,,,,19.61,
6/1/2009,,,44.64,9.2,,,5.34,,,,,1.47,4.32,4.04,20.08,26.56,,,9,9.49,,,,17.97,19.51,,15.53,,23.13,,18.46,,,,19.56,
7/1/2009,,,44.64,9.18,,,5.34,,,,,1.49,4.31,4.03,20.07,26.53,,,9.01,9.56,,,,17.97,19.52,,15.52,,23.12,,18.45,,,,19.5,
8/1/2009,,,44.63,9.18,,,5.34,,,,,1.31,4.31,4,20.21,26.53,,,9.02,9.61,,,,17.97,19.52,,15.52,,23.18,,18.45,,,,19.4,
9/1/2009,,,44.47,9.19,,,5.34,,,,,1.2,4.31,3.89,20.35,26.52,,,9.05,9.68,,,,18.02,19.41,,15.55,,23.2,,18.45,,,,19.33,
10/1/2009,,,44.53,9.18,,,5.34,,,,,1.19,4.31,3.83,20.23,26.48,,,9.04,9.72,,,,17.97,19.44,,15.55,,23.18,,18.44,,,,19.33,
11/1/2009,,,45.06,9.18,,,5.34,,,,,1.21,4.29,3.78,20.2,26.47,,,9.06,9.76,,,,17.98,19.49,,15.55,,23.23,,18.44,,,,19.28,
12/1/2009,,,45.52,9.16,,,5.34,,,,,1.23,4.29,3.75,20.18,26.43,,,9.07,9.81,,,,17.96,19.51,,15.53,,23.21,,18.39,,,,19.24,
13/1/2009,,,45.57,9.12,,,5.34,,,,,1.25,4.33,,20.31,26.37,,,9.07,9.85,,,,17.91,19.46,,15.5,,23.11,,18.31,,,,19.17,
14/1/2009,,,45.58,9.09,,,5.34,,,,,1.25,4.28,,20.27,26.34,,,9.06,9.87,,,,17.86,19.39,,15.48,,23.18,,18.29,,,,19.1,
15/1/2009,,,45.44,9.1,,,5.34,,,,,1.28,4.24,3.89,20.31,26.35,,,9.07,9.91,,,,17.88,19.43,,15.49,,23.21,,18.31,,,,19.01,
16/1/2009,,,45.34,9.11,,,5.34,,,,,1.29,4.23,3.8,20.4,26.36,,,9.1,9.97,,,,17.9,19.34,,15.51,,23.22,,18.35,,,,18.95,
17/1/2009,,,45.22,9.1,,,5.34,,,,,1.29,4.23,3.77,20.24,26.33,,,9.08,10.01,,,,17.89,19.31,,15.51,,23.21,,18.31,,,,18.92,
18/1/2009,,,45.17,9.07,,,5.34,,,,,1.27,4.2,3.85,20.12,26.26,,,9.04,10.02,,,,17.82,19.32,,15.47,,23.18,,18.23,,,,18.91,
19/1/2009,,,45,9.04,,,5.34,,,,,1.28,4.2,3.88,20.09,26.23,,,9.02,10.03,,,,17.78,19.38,,15.45,,23.09,,18.16,,,,18.84,
20/1/2009,,,45.12,8.99,,,5.34,,,,,1.28,4.21,3.87,20.18,26.18,,,8.91,9.82,,,,17.71,19.4,,15.42,,23.11,,18.13,,,,18.74,
21/1/2009,,,45.17,9,,,5.34,,,,,1.32,4.18,3.72,20.2,26.2,,,8.81,9.71,,,,17.68,19.13,,15.42,,23.03,,18.15,,,,18.64,
22/1/2009,,,44.9,9.01,,,5.34,,,,,1.34,4.17,3.71,20.24,26.18,,,8.71,9.59,,,,17.6,19.06,,15.43,,23,,18.11,,,,18.58,
23/1/2009,,,44.81,,,,5.34,,,,,1.29,4.11,3.78,20.17,26.09,,,8.6,9.45,,,,17.48,18.94,,15.38,,22.92,,18.01,,,,18.57,
24/1/2009,,,44.76,,,,5.34,,,,,1.3,4.11,3.86,19.94,26.08,,,8.54,9.37,,,,17.43,18.88,,15.36,,22.97,,18,,,,18.49,
25/1/2009,,,44.8,,,,5.34,,,,,1.11,4.09,3.78,19.87,26.09,,,8.51,9.34,,,,17.41,18.83,,15.37,,22.93,,18.02,,,,18.36,
26/1/2009,,,44.92,,,,5.34,,,,,1.08,4.1,3.73,19.96,26.08,,,8.46,9.32,,,,17.38,18.76,,15.36,,22.85,,18,,,,18.32,
27/1/2009,,,45.15,,,,5.34,,,,,1.08,4.09,3.72,20.09,26.06,,,8.38,9.31,,,,17.32,18.73,,15.36,,22.81,,17.97,,,,18.28,
28/1/2009,,,45.33,,,,5.34,,,,,1.08,4.11,3.64,20.13,26.05,,,8.32,9.3,,,,17.26,18.62,,15.37,,22.79,,17.93,,,,18.2,
29/1/2009,,,45.51,,,,5.34,,,,,1.08,4.09,3.58,20.11,26.03,,,8.25,9.3,,,,17.2,18.76,,15.38,,22.8,,17.89,,,,18.16,
30/1/2009,,,45.48,,,,5.34,,,,,1.1,4.08,3.52,20.11,26,,,8.2,9.31,,,,17.11,18.74,,15.39,,22.9,,17.81,,,,18.11,
31/1/2009,,,45.3,,,,5.34,,,,,1.12,4.11,3.53,19.86,25.95,,,8.16,9.3,,,,17,18.65,,15.37,,22.81,,17.69,,,,18.1,
1/2/2009,,,45.27,,,,5.34,,,,,1.14,4.07,3.62,19.76,25.92,,,8.12,9.28,,,,16.92,18.57,,15.35,,22.73,,17.62,,,,18.11,
2/2/2009,,,45.22,,,,5.34,,,,,1.1,4.05,3.57,19.72,25.86,,,8.08,9.29,,,,16.81,18.54,,15.31,,22.43,,17.5,,,,18.08,
3/2/2009,,,45.18,,,,5.34,,,,,0.84,4.01,3.51,19.72,25.84,,,8.01,9.27,,,,16.72,18.52,,15.29,,22.33,,17.41,,,,18.02,
4/2/2009,,,44.93,,,,5.34,,,,,0.86,4.03,3.52,19.69,25.81,,,7.92,9.23,,,,16.65,18.47,,15.28,,22.17,,17.37,,,,17.88,
5/2/2009,,,44.91,,,,5.34,,,,,0.77,4.06,3.5,19.65,25.8,,,7.86,9.15,,,,16.58,18.41,,15.3,,22.12,,17.26,,,,17.83,
6/2/2009,,,44.81,,,,5.34,,,,,0.79,4.03,3.55,19.5,25.74,,,7.65,8.89,,,,16.42,18.29,,15.27,,22.06,,17.13,,,,17.81,
7/2/2009,,,,,,,5.34,,,,,0.79,3.99,3.59,19.2,25.67,,,7.42,8.48,,,,16.2,18.15,,15.24,,21.91,,17.05,,,,17.72,
8/2/2009,,,,,,,5.34,,,,,0.82,3.99,3.65,19.13,25.67,,,7.35,8.16,,,,16.07,18.14,,15.23,,21.87,,17.03,,,,17.61,
9/2/2009,,,,,,,5.34,,,,,0.88,4.01,3.51,19.11,25.7,,,7.32,8.01,,,,15.95,18.17,,15.27,,21.76,,17.01,,,,17.5,
10/2/2009,,,,,,,5.34,,,,,0.89,4.01,3.5,19.19,25.64,,,7.26,7.89,,,,15.74,18.05,,15.25,,21.72,,16.86,,,,17.48,
11/2/2009,,,,,,,5.34,,,,,0.9,3.98,3.47,19.12,,,,7.24,7.86,,,,15.68,17.97,,15.25,,21.49,,16.83,,,,17.45,
12/2/2009,,,,,,,5.34,,,,,0.96,4.04,3.42,19.09,,,,7.25,7.85,,,,15.6,17.96,,15.26,,21.42,,16.77,,,,17.4,
13/2/2009,,,,,,,5.34,,,,,0.99,4.02,3.37,19.06,,,,7.27,7.87,,,,15.53,17.92,,15.26,,21.39,,16.7,,,,17.33,
14/2/2009,,,,,,,5.34,,,,,1.03,4,3.52,18.86,,,,7.29,7.9,,,,15.47,17.87,,15.26,,21.38,,16.66,,,,17.29,
15/2/2009,,,,,,,5.34,,,,,1.07,3.98,3.37,18.82,,,,7.32,7.96,,,,15.45,17.86,,15.27,,21.38,,16.61,,,,17.22,
16/2/2009,,,,,,,5.34,,,,,1.11,3.94,3.33,18.77,,,,7.35,8.03,,,,15.38,17.79,,15.26,,21.27,,16.51,,,,17.2,
17/2/2009,,,,,,,5.34,,,,,1.12,4,3.34,18.81,,,,7.36,8.1,,,,15.27,17.69,,15.22,,21.21,,16.39,,,,17.21,
18/2/2009,,,,,,,5.34,,,,,1.14,4,3.3,18.77,,,,7.36,8.14,,,,15.26,17.68,,15.22,,21.24,,16.41,,,,17.19,
19/2/2009,,,,,,,5.34,,,,,1.19,3.99,3.25,18.82,,,,7.43,8.24,,,,15.28,17.66,,15.24,,21.21,,16.39,,,,17.12,
20/2/2009,,,,,,,5.34,,,,,1.23,3.98,3.32,18.85,,,,7.47,8.32,,,,15.29,17.65,,15.24,,21.21,,16.35,,,,17.07,
21/2/2009,,,,,,,5.34,,,,,1.25,3.95,3.43,18.66,,,,7.49,8.4,,,,15.25,17.58,,15.24,,21.23,,16.3,,,,17.08,
22/2/2009,,,,,,,5.34,,,,,1.27,3.92,3.42,18.56,,,,7.51,8.47,,,,15.2,17.49,,15.21,,21.19,,16.22,,,,17.1,
23/2/2009,,,,,,,5.34,,,,,1.28,3.9,3.36,18.52,,,,7.53,8.53,,,,15.16,17.44,,15.19,,21.15,,16.18,,,,17.07,
24/2/2009,,,,,,,5.34,,,,,1.3,3.9,3.46,18.66,,,,7.55,8.6,,,,15.15,17.43,,15.19,,21.18,,16.17,,,,17.01,
25/2/2009,,,,,,,5.34,,,,,1.35,,,18.74,,,,7.62,8.7,,,,15.22,17.49,,,,21.23,,16.21,,,,16.93,
26/2/2009,,,,,,,5.34,,,,,1.34,,,18.72,,,,7.65,8.78,,,,15.17,17.38,,,,21.16,,16.1,,,,16.92,
27/2/2009,,,,,,,5.34,,,,,1.34,,,18.68,,,,7.66,8.83,,,,15.12,17.3,,,,21.18,,16.08,,,,16.91,
28/2/2009,,,,,,,5.34,,,,,1.36,,,18.56,,,,7.69,8.9,,,,15.14,17.3,,,,21.16,,16.08,,,,16.87,
1/3/2009,,,,,,,5.34,,,,,1.37,,,18.46,,,,7.72,8.97,,,,15.12,17.24,,,,21.14,,16.03,,,,16.87,
2/3/2009,,,,,,,5.34,,,,,1.37,,,18.45,,,,7.74,9.02,,,,15.11,17.18,,,,21.1,,16.02,,,,16.89,
3/3/2009,,,,,,,5.34,,,,,1.39,,,18.56,,,,7.78,9.08,,,,15.11,17.16,,,,21.14,,15.96,,,,16.87,
4/3/2009,,,,,,,5.34,,,,,1.32,,,18.49,,,,7.77,9.1,,,,15,17.08,,,,21.06,,15.79,,,,16.84,
5/3/2009,,,,,,,5.34,,,,,1.1,,,18.35,,,,7.7,9.07,,,,14.92,17.02,,,,21.03,,15.75,,,,16.67,
6/3/2009,,,,,,,5.34,,,,,0.84,,,18.42,,,,7.66,9.01,,,,14.96,16.99,,,,21.08,,15.85,,,,16.37,
7/3/2009,,,,,,,5.34,,,,,0.83,,,18.39,,,,7.65,8.96,,,,14.98,17.03,,,,21.11,,15.89,,,,16.37,
8/3/2009,,,,,,,5.34,,,,,0.97,,,18.37,,,,7.65,8.92,,,,15,17.01,,,,21.05,,15.88,,,,16.36,
9/3/2009,,,,,,,5.34,,,,,0.99,,,18.37,,,,7.64,8.89,,,,14.95,16.91,,,,21.03,,15.87,,,,16.33,
10/3/2009,,,,,,,5.34,,,,,1.05,,,18.55,,,,7.68,8.91,,,,15,16.93,,,,21.07,,15.87,,,,16.32,
11/3/2009,,,,,,,5.34,,,,,1.06,,,18.53,,,,7.69,8.89,,,,14.95,16.83,,,,21.03,,15.85,,,2.44,16.29,
12/3/2009,,,,,,,5.34,,,,,1.12,,,18.63,,,,7.74,8.94,,,,15,16.87,,,,21.11,,15.85,,,2.44,16.28,
13/3/2009,,,,,,,5.34,,,,,1.13,,,18.6,,,,7.74,8.96,,,,14.94,16.77,,,,21.06,,15.82,,,2.39,16.25,
14/3/2009,,,,,,,5.34,,,,,1.16,,,18.55,,,,7.76,9.01,,,,14.97,16.79,,,,21.1,,15.83,,,2.37,16.23,
15/3/2009,,,,,,,5.34,,,,,1.19,,,18.48,,,,7.79,9.05,,,,14.95,16.72,,,,21.09,,15.81,,,2.35,16.21,
16/3/2009,,,,,,,5.34,,,,,1.22,,,18.5,,,,7.82,9.1,,,,14.97,16.74,,,,21.07,,15.84,,,2.37,16.21,
17/3/2009,,,,,,,5.34,,,,,1.25,,,18.68,,,,7.85,9.14,,,,14.96,16.69,,,,21.04,,15.78,,,2.36,16.18,
18/3/2009,,,,,,,5.34,,,,,1.25,,,18.64,,,,7.87,9.18,,,,14.92,16.62,,,,21.07,,15.75,,,2.78,16.15,
19/3/2009,,,,,,,5.34,,,,,1.25,,,18.58,,,,7.9,9.2,,,,14.88,16.57,,,,21.06,,15.68,,,2.79,16.11,
20/3/2009,,,,,,,5.34,,,,,1.28,,,18.67,,,,7.92,9.24,,,,14.9,16.58,,,,21.09,,15.71,,,2.64,16.1,
21/3/2009,,,,,,,5.34,,,,,1.31,,,18.67,,,,7.95,9.28,,,,14.9,16.56,,,,21.18,,15.7,,,2.63,16.07,
22/3/2009,,,,,,,5.34,,,,,1.32,,,18.65,,,,7.97,9.31,,,,14.89,16.51,,,,21.04,,15.66,,,2.6,16.05,
23/3/2009,,,,,,,5.34,,,,,1.33,,,18.56,,,,7.98,9.34,,,,14.83,16.46,,,,20.98,,15.57,,,2.57,15.99,
24/3/2009,,,,,,,5.34,,,,,1.31,,,18.59,,,,7.98,9.34,,,,14.75,16.31,,,,20.96,,15.53,,,2.51,15.95,
25/3/2009,,,,,,,5.34,,,,,1.36,,,18.66,,,,8.04,9.4,,,,14.84,16.4,,,,20.95,,15.57,,,2.57,,
26/3/2009,,,,,,,,,,,,1.37,,,18.65,,,,8.08,9.44,,,,14.83,16.39,,,,20.95,,15.57,,,2.46,,
27/3/2009,,,,,,,,,,,,1.39,,,18.69,,,,8.11,9.49,,,,14.86,16.35,,,,20.95,,15.58,,,2.43,,
28/3/2009,,,,,,,,,,,,1.4,,,18.63,,,,8.13,9.53,,,,14.86,16.33,,,,20.96,,15.53,,,2.38,,
29/3/2009,,,,,,,,,,,,1.13,,,18.51,,,,8.07,9.55,,,,14.84,16.26,,,,20.93,,15.5,,,2.28,,
30/3/2009,,,,,,,,,,,,0.85,,,18.43,,,,8,9.46,,,,14.87,16.23,,,,20.95,,15.53,,,2.28,,
31/3/2009,,,,,,,,,,,,0.93,,,18.68,,,,7.94,9.39,,,,14.89,16.3,,,,21.03,,15.54,,,2.48,,
1/4/2009,,,,,,,,,,,,0.93,,,18.66,,,,7.89,9.34,,,,14.85,16.23,,,,20.99,,15.53,,,2.46,,
2/4/2009,,,,,,,,,,,,0.76,,,18.65,,,,7.86,9.23,,,,14.82,16.18,,,,20.92,,,,,2.37,,
3/4/2009,,,,,,,,,,,,0.7,,,18.67,,,,,9.05,,,,14.81,,,,,20.9,,,,,2.41,,
4/4/2009,,,,,,,,,,,,0.74,,,18.53,,,,,8.91,,,,14.76,,,,,20.9,,,,,2.44,,
5/4/2009,,,,,,,,,,,,0.76,,,18.46,,,,,8.85,,,,14.73,,,,,20.8,,,,,2.38,,
6/4/2009,,,,,,,,,,,,0.79,,,18.41,,,,,8.81,,,,14.68,,,,,20.75,,,,,2.38,,
7/4/2009,,,,,,,,,,,,0.83,,,18.51,,,,,8.78,,,,14.64,,,,,20.69,,,,,2.48,,
8/4/2009,,,,,,,,,,,,0.89,,,18.53,,,,,8.77,,,,14.64,,,,,20.68,,,,,2.4,,
9/4/2009,,,,,,,,,,,,0.95,,,18.53,,,,,,,,,14.63,,,,,20.61,,,,,2.51,,
10/4/2009,,,,,,,,,,,,0.98,,,18.5,,,,,,,,,14.59,,,,,20.59,,,,,2.49,,
11/4/2009,,,,,,,,,,,,1.01,,,18.34,,,,,,,,,14.55,,,,,20.55,,,,,2.44,,
12/4/2009,,,,,,,,,,,,1.04,,,18.27,,,,,,,,,14.53,,,,,20.5,,,,,2.46,,
13/4/2009,,,,,,,,,,,,1.07,,,18.18,,,,,,,,,14.49,,,,,20.46,,,,,2.44,,
14/4/2009,,,,,,,,,,,,1.11,,,18.17,,,,,,,,,14.49,,,,,20.43,,,,,2.43,,
15/4/2009,,,,,,,,,,,,1.14,,,18.3,,,,,,,,,14.5,,,,,20.58,,,,,2.51,,
16/4/2009,,,,,,,,,,,,1.18,,,,,,,,,,,,14.49,,,,,,,,,,2.52,,
17/4/2009,,,,,,,,,,,,1.18,,,,,,,,,,,,14.47,,,,,,,,,,2.51,,
18/4/2009,,,,,,,,,,,,1.21,,,,,,,,,,,,14.47,,,,,,,,,,2.5,,
19/4/2009,,,,,,,,,,,,1.2,,,,,,,,,,,,14.48,,,,,,,,,,2.36,,
20/4/2009,,,,,,,,,,,,0.89,,,,,,,,,,,,14.47,,,,,,,,,,2.36,,
21/4/2009,,,,,,,,,,,,0.87,,,,,,,,,,,,14.43,,,,,,,,,,2.35,,
22/4/2009,12.94,,,,,,,,,,,0.91,,,,,,,,,,,,14.4,,,,,,,,,,2.43,,
23/4/2009,12.93,,,,,,5.31,,,,,0.96,,,,,,,,,,,,14.37,,9.23,15.08,,,,,,12.7,2.34,15.47,
24/4/2009,12.92,,,,,12.79,5.24,,,,,1.03,,,,,,,,,,,,14.41,,9.21,15.09,,,,,,12.73,2.35,15.45,
25/4/2009,12.88,,,,,12.11,5.18,,,,,1.06,,,,,,,,,,,,14.41,,9.21,15.05,,,,,,12.76,2.32,15.42,
26/4/2009,12.83,,,,,11.78,5.14,,,,,1.09,,,,,,,,,,,,14.37,,9.19,15.01,,,,,,12.76,2.23,15.39,
27/4/2009,12.81,,,,,11.74,6.03,,,,,1.02,,,,,,,,,,,,14.31,,9.16,14.96,,,,,,12.73,2.21,15.33,
28/4/2009,12.83,,,,,12.17,6.1,,,,,0.95,,,,,,,,,,,,14.28,,9.15,14.96,,,,,,12.73,2.18,15.33,
29/4/2009,12.82,,,,,12.38,6.06,,,,,0.84,,,,,,,,,,,,14.26,,9.14,14.95,,,,,,12.79,2.27,15.32,
30/4/2009,12.82,,,,,12.5,5.91,,,,,0.7,,,,,,,,,,,,14.16,,9.14,14.96,,,,,,12.84,2.24,15.32,
1/5/2009,12.77,,,,,12.04,5.86,,,,,0.71,,,,,,,,,,,,14.09,,9.14,14.96,,,,,,12.88,2.27,15.31,
2/5/2009,12.74,,,,,11.84,5.87,,,,,0.78,,,,,,,,,,,,14.04,,9.15,14.96,,,,,,12.93,2.29,15.31,
3/5/2009,12.71,,,,,11.65,5.85,,,,,0.85,,,,,,,,,,,,13.97,,9.15,14.94,,,,,,13.01,2.31,15.3,
4/5/2009,12.7,,,,,11.63,5.95,,,,,0.87,,,,,,,,,,,,13.92,,9.15,14.92,,,,,,13.03,2.32,15.27,
5/5/2009,12.71,,,,,12.17,6.11,,,,,0.92,,,,,,,,,,,,13.89,,9.14,14.92,,,,,,13.07,2.34,15.28,
6/5/2009,12.7,,,,,12.35,6.18,,,,,0.96,,,,,,,,,,,,13.84,,9.14,14.91,,,,,,13.13,2.38,15.31,
7/5/2009,12.7,,,,,12.51,6.46,,,,,0.99,,,,,,,,,,,,13.82,,9.14,14.91,,,,,,13.19,2.41,15.31,
8/5/2009,12.72,,,,,12.56,6.6,,,,,1.03,,,,,,,,,,,,13.79,,9.14,14.88,,,,,,13.25,2.48,15.34,
9/5/2009,12.76,,,,,12.39,6.61,,,,,1.07,,,,,,,,,,,,13.77,,9.18,14.91,,,,,,13.29,2.55,15.43,
10/5/2009,12.78,,,,,12,6.36,,,,,1.1,,,,,,,,,,,,13.75,,9.18,14.9,,,,,,13.36,2.49,15.48,
11/5/2009,12.76,,,,,11.95,6.39,,,,,1.13,,,,,,,,,,,,13.73,,9.18,14.89,,,,,,13.4,2.45,15.53,
12/5/2009,12.75,,,,,12.57,6.42,,,,,1.14,,,,,,,,,,,,13.7,,9.18,14.89,,,,,,13.46,2.52,15.59,
13/5/2009,12.76,,,,,12.71,9.24,,,,,1.17,,,,,,,,,,,,13.68,,9.18,14.81,,,,,,13.5,2.53,15.63,
14/5/2009,12.81,,,,,12.83,10.06,,,,,1.17,,,,,,,,,,,,13.65,,9.18,14.87,,,,,,13.54,2.55,15.66,
15/5/2009,12.79,,,,,13.02,10.04,,,,,1.18,,,,,,,,,,,,13.63,,9.18,14.86,,,,,,13.57,2.58,15.69,
16/5/2009,12.77,,,,,12.45,9.47,,,,,1.21,,,,,,,,,,,,13.64,,9.19,14.89,,,,,,13.63,2.68,15.75,
17/5/2009,12.73,,,,,12.15,9.16,,,,,1.24,,,,,,,,,,,,13.66,,9.19,14.86,,,,,,13.72,2.57,15.8,
18/5/2009,12.72,,,,,12.12,9.23,,,,,1.25,,,,,,,,,,,,13.65,,9.2,14.85,,,,,,13.75,2.56,15.82,
19/5/2009,12.77,,,,,12.67,8.49,,,,,1.27,,,,,,,,,,,,13.69,,9.2,14.98,,,,,,13.81,2.79,15.86,
20/5/2009,12.81,,,,,13.16,8.62,,,,,1.29,,,,,,,,,,,,13.74,,9.22,14.89,,,,,,13.86,2.66,15.89,
21/5/2009,12.82,,,,,13.2,8.51,,,,,1.3,,,,,,,,,,,,13.77,,9.23,14.95,,,,,,13.92,2.95,15.92,
22/5/2009,12.84,,,,,13.34,8.26,,,,,1.3,,,,,,,,,,,,13.78,,9.24,14.98,,,,,,13.97,2.78,15.94,
23/5/2009,12.89,,,,,13.22,7.56,,,,,1.3,,,,,,,,,,,,13.8,,9.26,14.98,,,,,,14.05,3.32,15.99,
24/5/2009,12.88,,,,,12.94,7.34,,,,,1.3,,,,,,,,,,,,13.79,,9.29,15.03,,,,,,14.13,3.14,16.02,
25/5/2009,12.85,,,,,12.85,7.45,,,,,1.31,,,,,,,,,,,,13.77,,9.3,14.97,,,,,,14.19,3.4,16.05,
26/5/2009,12.85,,,,,13.22,7.59,,,,,1.32,3.89,4.14,18.07,23.67,,,,,,,,13.79,,9.32,15,,,,,,14.22,3.5,16.07,
27/5/2009,12.88,,,,,13.37,7.16,,,,,1.33,3.85,4.12,17.95,23,,,,,,,,13.8,,9.33,15.01,,25.43,6.88,14.15,,14.29,3.27,16.08,
28/5/2009,12.88,,,,,13.55,6.91,,,,,1.37,3.83,4.11,17.97,22.98,,,,,,,,13.81,,9.35,15,,25.18,6.7,13.98,,14.36,3.15,16.1,
29/5/2009,12.84,,,,,13.21,6.86,,,,,1.37,3.81,,17.94,22.9,,,,,,,,13.77,,9.36,14.96,,24.99,6.58,13.82,,14.39,3.12,16.14,
30/5/2009,12.86,,,,,12.79,6.72,,,,,1.38,3.79,4.35,17.94,22.86,,,,,,,,13.76,,9.36,14.95,,24.89,6.5,13.77,,14.41,3,16.15,
31/5/2009,12.81,,,,,12.54,6.63,,,,,1.39,3.77,4.25,17.84,22.8,,,,,,,,13.75,,9.37,14.95,,24.76,6.39,13.77,,14.42,3.15,16.17,
1/6/2009,12.76,,,,,12.32,6.41,,,,,1.39,3.8,,17.68,22.7,,,,,,,,13.69,,9.35,14.9,,24.68,6.28,13.65,,14.43,3.15,16.16,
2/6/2009,12.73,,,,,12.2,6.48,,,,,1.4,3.78,,17.6,22.69,,,,,,,,13.67,,9.35,14.83,,24.66,6.24,13.62,,14.43,3.1,16.17,
3/6/2009,12.73,,,,,12.22,6.38,,,,,1.41,3.76,,17.64,22.66,,,,,,,,13.64,,9.34,14.89,,24.69,6.27,13.6,,14.44,3.06,16.19,
4/6/2009,12.74,,,,,12.81,6.12,,,,,1.42,3.79,,17.95,22.69,,,,,,,,13.65,,9.34,14.87,,24.86,6.43,13.6,,14.45,3.19,16.18,
5/6/2009,12.75,,,,,13.06,6.16,,,,,1.44,3.8,,18.13,22.72,,,,,,,,13.63,,9.34,14.86,,24.95,6.51,13.62,,14.47,3.23,16.21,
6/6/2009,12.82,,,,,12.78,6.13,,,,,1.44,3.83,,17.92,22.71,,,,,,,,13.57,,9.34,14.83,,24.94,6.59,13.59,,14.48,3.26,16.22,
7/6/2009,12.78,,,,,12.44,6.06,,,,,1.45,3.81,,18.01,22.71,,,,,,,,13.56,,9.35,14.84,,25.22,6.87,13.6,,14.52,3.41,16.24,
8/6/2009,12.75,,,,,12.43,6.1,,,,,1.46,3.84,,18.12,22.66,,,,,,,,13.57,,9.36,14.89,,25.17,6.95,13.65,,14.56,3.41,16.27,
9/6/2009,12.77,,,,,13.17,6.16,,,,,1.46,3.83,,18.36,22.87,,,,,,,,13.59,,9.36,14.95,,25.44,7.33,13.65,,14.61,3.5,16.3,
10/6/2009,12.82,,,,,13.39,6.29,,,,,1.47,3.84,,18.48,22.8,,,,,,,,13.58,,9.37,15.08,,25.57,7.33,13.66,,14.65,3.43,16.33,
11/6/2009,12.83,,,,,13.57,6.24,,,,,,3.82,,18.47,22.71,,,,,,,,,,8.97,14.98,,25.58,7.43,13.67,,14.69,3.56,16.36,
12/6/2009,12.89,,,,,13.83,6.33,,,,,,3.85,,18.73,22.73,,,,,,,,,,8.97,14.97,,25.73,7.54,13.69,,14.73,3.48,16.37,
13/6/2009,12.89,,,,,13.59,6.47,,,,,,3.84,,18.81,22.73,,,,,,,,,,9.3,14.97,,25.65,7.49,13.73,,14.77,3.56,16.41,
14/6/2009,12.85,,,,,13.3,6.58,,,,,,3.83,,18.82,22.73,,,,,,,,,,8.48,14.97,,25.51,7.54,13.82,,14.86,3.56,16.44,
15/6/2009,12.87,,,,,13.29,6.56,,,,,,3.93,,18.75,22.81,,,,,,,,,,9.49,14.93,,25.48,7.64,13.83,,14.9,3.65,16.47,
16/6/2009,12.93,,,,,13.81,6.95,,,,,,3.91,,19.13,22.81,,,,,,,,,,9.49,14.97,,25.47,7.76,13.8,,14.94,3.8,16.5,
17/6/2009,13.01,,,,,14.36,7.37,,,,,,3.91,,19.16,22.8,,,,,,,,,,9.52,15.04,,25.41,7.73,13.86,,14.99,3.75,16.54,
18/6/2009,13.08,,,,,14.11,7.37,,,,,,3.91,,19.04,22.75,,,,,24.04,,,,12.4,9.54,15.08,0.91,25.48,7.54,13.82,,15.04,3.96,16.59,
19/6/2009,13.09,,,,,14.02,7.47,,,,,,3.9,,18.95,22.8,,,14.76,12.21,23.65,,,,12.39,9.54,15.02,0.91,25.33,7.49,13.73,,15.07,4.04,16.61,
20/6/2009,13.01,,,,,13.7,6.89,,,,,,3.92,,18.62,22.63,,,11.25,12.21,22.51,,,,12.36,9.54,15.03,0.92,25.06,7.33,13.72,,15.09,4.46,16.63,
21/6/2009,12.94,,,,,13.44,6.78,,,,,,3.87,,18.53,22.53,,,10.41,12.21,22,,,,12.27,9.56,15,0.93,25.02,7.1,13.71,,15.11,4.05,16.66,
22/6/2009,12.88,,,,,13.45,6.88,,,,,,3.91,,18.46,22.5,,,10.18,12.19,21.87,,,,12.24,9.55,15,0.94,24.97,7.12,13.7,,15.13,3.89,16.69,
23/6/2009,12.84,,,,,13.98,6.56,,,,,,3.91,,18.58,22.42,,,10.06,12.19,21.92,,,,12.22,9.55,14.99,0.95,24.88,7.18,13.69,,15.16,3.96,16.72,
