Codice,Data,Piezometria (m),Soggiacenza (m)
FC79-01,31/8/2016,11.45,15.55
FC79-01,26/6/2017,11.70,15.30
FC79-01,30/8/2017,10.75,16.25
FC79-01,27/6/2018,11.90,15.10
FC79-01,27/9/2018,10.74,16.26
FC79-01,4/4/2019,11.20,15.80
FC79-01,2/10/2019,10.30,16.70
FC79-01,8/10/2020,9.50,17.50
FC79-01,11/5/2021,10.55,16.45
FC79-01,28/10/2021,9.10,17.90
FC79-01,27/4/2022,9.95,17.05
FC79-01,20/10/2022,8.20,18.80
FC79-01,13/4/2023,8.68,18.32
FC79-01,13/11/2023,8.40,18.60
FC79-01,2/4/2024,9.70,17.30
FC79-01,21/10/2024,8.96,18.04
FC80-02,18/5/2016,13.55,15.45
FC80-02,13/10/2016,12.22,16.78
FC80-02,10/4/2017,13.10,15.90
FC80-02,23/10/2017,10.65,18.35
FC80-02,26/3/2018,12.95,16.05
FC80-02,24/9/2018,11.60,17.40
FC80-02,25/3/2019,10.00,19.00
FC80-02,7/10/2019,10.13,18.87
FC80-02,21/10/2020,8.45,20.55
FC80-02,26/4/2021,11.45,17.55
FC80-02,7/10/2021,7.60,21.40
FC80-03,8/6/2022,5.80,22.20
FC80-03,11/10/2022,3.50,24.50
FC80-03,26/4/2023,5.70,22.30
FC80-03,28/9/2023,5.00,23.00
FC80-03,5/6/2024,6.60,21.40
FC80-03,30/10/2024,6.80,21.20
FC81-03,26/10/2009,-13.20,13.70
FC81-03,12/4/2016,-4.10,4.60
FC81-03,13/10/2016,-6.68,7.18
FC81-03,12/4/2017,-4.35,4.85
FC81-03,12/10/2017,-7.30,7.80
FC81-04,17/4/2019,-2.34,4.84
FC81-04,21/10/2019,-2.59,5.09
FC81-04,14/10/2020,-4.58,7.08
FC81-04,28/4/2021,-2.84,5.34
FC81-04,25/10/2021,-4.84,7.34
FC81-04,21/3/2022,-2.89,5.39
FC81-04,27/9/2022,-5.64,8.14
FC81-04,11/4/2023,-3.94,6.44
FC81-04,19/10/2023,-5.59,8.09
FC81-04,2/5/2024,-3.19,5.69
FC81-04,2/10/2024,-5.04,7.54
FC83-00,21/4/2009,11.25,16.75
FC83-00,20/10/2009,1.35,26.65
FC83-00,21/4/2010,9.93,18.07
FC83-00,27/10/2010,11.55,16.45
FC83-00,13/4/2011,18.85,9.15
FC83-00,11/10/2011,6.45,21.55
FC83-00,19/4/2012,4.35,23.65
FC83-00,23/10/2012,8.10,19.90
FC83-01,21/4/2015,20.90,7.00
FC83-01,12/10/2015,12.40,15.50
FC83-01,3/12/2015,12.50,15.40
FC83-01,19/4/2016,20.80,7.10
FC83-01,6/10/2016,14.00,13.90
FC83-01,6/4/2017,18.96,8.94
FC83-01,3/8/2017,10.05,17.85
FC83-01,5/10/2017,9.75,18.15
FC83-01,5/4/2018,17.07,10.83
FC83-01,1/8/2018,11.02,16.88
FC83-01,11/10/2018,12.12,15.78
FC83-01,2/4/2019,9.07,18.83
FC83-01,21/6/2019,17.07,10.83
FC83-01,15/10/2019,12.27,15.63
FC83-01,17/9/2020,12.12,15.78
FC83-01,7/3/2021,17.72,10.18
FC83-01,28/7/2021,10.02,17.88
FC83-01,22/9/2021,9.17,18.73
FC83-01,30/3/2022,15.17,12.73
FC83-01,12/10/2022,12.07,15.83
FC83-01,30/3/2023,14.02,13.88
FC83-01,29/6/2023,14.57,13.33
FC83-01,5/10/2023,13.77,14.13
FC83-01,31/1/2024,15.79,12.11
FC83-01,16/4/2024,14.77,13.13
FC83-01,9/10/2024,11.72,16.18
FC85-00,20/3/2009,19.48,3.52
FC85-00,25/6/2009,19.38,3.62
FC85-00,29/9/2009,18.78,4.22
FC85-00,13/5/2010,20.48,2.52
FC85-00,27/10/2010,19.93,3.07
FC85-00,13/4/2011,21.17,1.83
FC85-00,20/10/2011,19.78,3.22
FC85-00,3/4/2012,19.98,3.02
FC85-00,2/10/2012,19.28,3.72
FC85-00,17/4/2013,21.03,1.97
FC85-00,3/10/2013,19.68,3.32
FC85-00,4/4/2014,21.17,1.83
FC85-00,6/10/2014,20.38,2.62
FC85-00,23/7/2015,21.08,1.92
FC85-00,30/9/2015,20.58,2.42
FC85-00,8/4/2016,21.13,1.87
FC85-00,11/10/2016,20.23,2.77
FC85-00,30/3/2017,20.49,2.51
FC85-00,29/9/2017,19.64,3.36
FC85-00,6/4/2018,21.09,1.91
FC85-00,28/9/2018,19.97,3.03
FC85-00,30/4/2019,20.04,2.96
FC85-00,16/10/2019,19.94,3.06
FC85-00,25/9/2020,19.84,3.16
FC85-00,2/4/2021,20.04,2.96
FC85-00,17/9/2021,19.34,3.66
FC85-00,24/3/2022,19.89,3.11
FC85-00,30/9/2022,19.44,3.56
FC85-00,21/4/2023,19.99,3.01
FC85-00,23/10/2023,19.94,3.06
FC85-00,8/5/2024,20.24,2.76
FC85-00,23/10/2024,19.94,3.06
FC86-00,25/6/2009,12.31,13.69
FC86-00,20/10/2009,8.71,17.29
FC86-00,13/5/2010,13.01,12.99
FC86-00,11/11/2010,12.61,13.39
FC86-00,13/7/2011,13.33,12.67
FC86-00,4/11/2011,10.66,15.34
FC86-00,17/5/2012,15.26,10.74
FC86-00,13/11/2012,14.56,11.44
FC86-00,15/5/2013,15.96,10.04
FC86-00,14/11/2013,13.96,12.04
FC86-00,3/4/2014,15.66,10.34
FC86-00,6/10/2014,15.71,10.29
FC86-00,1/4/2015,17.91,8.09
FC86-00,28/9/2015,18.21,7.79
FC86-00,16/5/2016,20.91,5.09
FC86-00,17/10/2016,17.96,8.04
FC86-00,13/4/2017,20.05,5.95
FC86-00,11/10/2017,16.05,9.95
FC86-00,17/4/2018,20.05,5.95
FC86-00,16/10/2018,19.95,6.05
FC86-00,12/4/2019,21.30,4.70
FC86-00,10/10/2019,19.45,6.55
FC86-00,29/9/2020,19.17,6.83
FC86-00,7/3/2021,21.25,4.75
FC86-00,14/10/2021,18.95,7.05
FC86-00,27/4/2022,20.90,5.10
FC86-00,20/10/2022,18.19,7.81
FC86-00,3/4/2023,20.00,6.00
FC86-00,14/12/2023,20.65,5.35
FC86-00,30/5/2024,21.00,5.00
FC86-00,26/9/2024,19.15,6.85
FC89-00,30/3/2009,38.70,8.30
FC89-00,25/6/2009,38.78,8.22
FC89-00,29/9/2009,38.42,8.58
FC89-00,30/3/2010,40.12,6.88
FC89-00,25/10/2010,38.90,8.10
FC89-00,21/4/2011,40.30,6.70
FC89-00,20/10/2011,38.60,8.40
FC89-00,11/4/2012,38.65,8.35
FC89-00,8/10/2012,38.48,8.52
FC89-00,4/4/2013,39.58,7.42
FC89-00,3/10/2013,38.75,8.25
FC89-00,3/4/2014,39.70,7.30
FC89-00,27/8/2014,38.95,8.05
FC89-00,6/10/2014,38.75,8.25
FC89-00,1/4/2015,40.60,6.40
FC89-00,30/9/2015,38.95,8.05
FC89-00,4/4/2016,39.10,7.90
FC89-00,5/10/2016,38.60,8.40
FC89-00,28/3/2017,38.50,8.50
FC89-00,28/9/2017,38.50,8.50
FC89-00,3/4/2018,39.70,7.30
FC89-00,1/10/2018,38.75,8.25
FC89-00,1/4/2019,38.65,8.35
FC89-00,24/9/2019,38.72,8.28
FC89-00,29/9/2020,38.40,8.60
FC89-00,29/3/2021,38.50,8.50
FC89-00,18/10/2021,38.40,8.60
FC89-00,23/3/2022,38.75,8.25
FC89-00,28/9/2022,38.50,8.50
FC89-00,21/4/2023,39.25,7.75
FC89-00,14/11/2023,38.85,8.15
FC89-00,30/5/2024,38.43,8.57
FC90-00,26/4/2010,5.22,21.28
FC90-00,25/10/2010,5.60,20.90
FC90-00,19/4/2011,8.55,17.95
FC90-00,19/10/2011,4.80,21.70
FC90-00,30/5/2012,5.00,21.50
FC90-00,10/10/2012,1.89,24.61
FC90-00,31/10/2012,1.73,24.77
FC90-00,10/4/2013,6.25,20.25
FC90-00,22/10/2013,3.85,22.65
FC90-00,19/12/2013,5.62,20.88
FC90-00,15/4/2014,8.72,17.78
FC90-00,16/10/2014,7.65,18.85
FC90-00,16/4/2015,13.50,13.00
FC90-00,19/10/2015,13.95,12.55
FC90-00,3/12/2015,14.80,11.70
FC90-00,5/4/2016,15.80,10.70
FC90-00,4/10/2016,14.65,11.85
FC90-00,4/4/2017,16.05,10.45
FC90-00,3/8/2017,13.27,13.23
FC90-00,3/10/2017,12.75,13.75
FC90-00,10/4/2018,13.19,11.81
FC90-00,1/8/2018,12.14,12.86
FC90-00,9/10/2018,12.21,12.79
FC90-00,10/4/2019,20.84,4.16
FC90-00,27/6/2019,10.84,14.16
FC90-00,8/10/2019,10.69,14.31
FC90-00,4/6/2020,12.09,12.91
FC90-00,6/10/2020,9.65,15.35
FC90-00,14/4/2021,11.29,13.71
FC90-00,28/7/2021,9.29,15.71
FC90-00,28/9/2021,8.84,16.16
FC90-00,5/4/2022,9.47,15.53
FC90-00,19/10/2022,6.49,18.51
FC90-00,28/3/2023,7.79,17.21
FC90-00,29/6/2023,8.89,16.11
FC90-00,3/10/2023,8.24,16.76
FC90-00,8/4/2024,10.69,14.31
FC90-00,9/10/2024,9.24,15.76
FC93-00,15/12/2010,6.12,15.88
FC93-00,13/4/2011,11.80,10.20
FC93-00,11/10/2011,-1.40,23.40
FC93-00,19/4/2012,-6.00,28.00
FC93-00,23/10/2012,-3.99,25.99
FC93-00,9/4/2013,10.20,11.80
FC93-00,15/10/2013,-3.40,25.40
FC93-00,9/4/2014,10.50,11.50
FC93-00,14/10/2014,-2.00,24.00
FC93-00,21/4/2015,12.20,9.80
FC93-00,12/10/2015,-0.20,22.20
FC93-00,19/4/2016,12.90,9.10
FC93-00,6/10/2016,8.40,13.60
FC93-00,6/4/2017,12.80,9.20
FC93-00,5/10/2017,-3.00,25.00
FC93-00,5/4/2018,11.75,10.25
FC93-00,11/10/2018,6.27,15.73
FC93-00,2/4/2019,-2.30,24.30
FC93-00,15/10/2019,4.80,17.20
FC93-00,17/9/2020,5.90,16.10
FC93-00,8/4/2021,13.85,8.15
FC93-00,22/9/2021,3.05,18.95
FC93-00,30/3/2022,6.60,15.40
FC93-00,12/10/2022,-1.65,23.65
FC93-00,30/3/2023,7.37,14.63
FC93-00,5/10/2023,2.10,19.90
FC93-00,16/4/2024,12.20,9.80
FC93-00,9/10/2024,2.00,20.00
FC94-00,25/5/2017,49.25,5.75
FC94-00,18/10/2017,51.05,3.95
FC94-00,3/4/2018,51.90,3.10
FC94-00,1/10/2018,51.35,3.65
FC94-00,1/4/2019,51.48,3.52
FC94-00,16/9/2019,45.66,9.34
FC94-00,13/10/2020,51.06,3.94
FC94-00,15/12/2021,51.10,3.90
FC94-00,20/4/2022,51.05,3.95
FC94-00,26/10/2022,51.38,3.62
FC94-00,11/4/2023,51.55,3.45
FC94-00,14/11/2023,51.44,3.56
FC94-00,27/3/2024,51.30,3.70
FC94-00,24/10/2024,52.10,2.90
FC95-00,25/5/2017,78.30,2.70
FC95-00,18/10/2017,77.75,3.25
FC95-00,3/4/2018,78.47,2.53
FC95-00,1/10/2018,78.15,2.85
FC95-00,1/4/2019,78.15,2.85
FC95-00,16/9/2019,76.65,4.35
FC95-00,13/10/2020,77.84,3.16
FC95-00,28/4/2021,78.10,2.90
FC95-00,17/11/2021,77.75,3.25
FC95-00,20/4/2022,78.20,2.80
FC95-00,26/10/2022,77.90,3.10
FC95-00,12/4/2023,78.30,2.70
FC95-00,25/10/2023,78.40,2.60
FC95-00,27/3/2024,78.00,3.00
FC95-00,24/10/2024,78.50,2.50
FC96-00,25/5/2017,70.01,2.99
FC96-00,25/10/2017,69.71,3.29
FC96-00,18/4/2018,70.11,2.89
FC96-00,27/9/2018,69.88,3.12
FC96-00,18/4/2019,70.01,2.99
FC96-00,9/10/2019,69.93,3.07
FC96-00,8/10/2020,69.81,3.19
FC96-00,11/5/2021,70.01,2.99
FC96-00,28/10/2021,70.01,2.99
FC96-00,19/4/2022,70.03,2.97
FC96-00,21/9/2022,69.91,3.09
FC96-00,13/4/2023,70.03,2.97
FC96-00,13/11/2023,69.81,3.19
FC96-00,7/5/2024,70.06,2.94
FC96-00,21/10/2024,70.31,2.69
FC97-00,12/7/2017,28.90,18.20
FC97-00,18/10/2017,28.07,19.03
FC97-00,3/4/2018,28.52,18.58
FC97-00,1/10/2018,28.50,18.60
FC97-00,1/4/2019,28.82,18.28
FC97-00,2/10/2019,28.62,18.48
FC97-00,14/10/2020,28.42,18.68
FC97-00,20/4/2021,28.57,18.53
FC97-00,27/10/2021,27.27,19.83
FC97-00,20/4/2022,27.47,19.63
FC97-00,26/10/2022,27.07,20.03
FC97-00,12/4/2023,26.77,20.33
FC97-00,25/10/2023,27.92,19.18
FC97-00,14/5/2024,28.02,19.08
FC97-00,24/10/2024,27.57,19.53
FC98-00,17/4/2018,47.70,5.30
FC98-00,2/10/2018,47.40,5.60
FC98-00,28/3/2019,47.50,5.50
FC98-00,24/9/2019,47.60,5.40
FC98-00,13/10/2020,47.48,5.52
FC98-00,20/4/2021,47.60,5.40
FC98-00,27/10/2021,47.60,5.40
FC98-00,20/4/2022,47.70,5.30
FC98-00,26/10/2022,47.80,5.20
FC98-00,12/4/2023,47.70,5.30
FC98-00,25/10/2023,47.37,5.63
FC98-00,8/5/2024,47.50,5.50
FC98-00,24/10/2024,47.80,5.20
FC99-00,26/6/2017,11.50,10.90
FC99-00,5/10/2017,9.40,13.00
FC99-00,5/4/2018,14.35,8.05
FC99-00,11/10/2018,11.90,10.50
FC99-00,2/4/2019,10.60,11.80
FC99-00,21/10/2019,11.80,10.60
FC99-00,17/9/2020,10.89,11.51
FC99-00,8/4/2021,12.15,10.25
FC99-00,22/9/2021,10.15,12.25
FC99-00,30/3/2022,12.90,9.50
FC99-00,12/10/2022,10.20,12.20
FC99-00,30/3/2023,12.00,10.40
FC99-00,5/10/2023,11.83,10.57
FC99-00,16/4/2024,13.50,8.90
FC99-00,9/10/2024,11.50,10.90
FCA0-00,17/11/2018,11.97,23.03
FCA0-00,10/4/2019,11.34,23.66
FCA0-00,8/10/2019,11.14,23.86
FCA0-00,6/10/2020,10.19,24.81
FCA0-00,14/4/2021,12.09,22.91
FCA0-00,28/9/2021,9.39,25.61
FCA0-00,5/4/2022,10.03,24.97
FCA0-00,19/10/2022,6.94,28.06
FCA0-00,28/3/2023,8.64,26.36
FCA0-00,3/10/2023,8.79,26.21
FCA0-00,8/4/2024,11.44,23.56
FCA0-00,9/10/2024,16.50,18.50
FE-F01-00,15/3/2010,6.64,1.66
FE-F01-00,24/5/2010,5.99,2.31
FE-F01-00,26/7/2010,5.59,2.71
FE-F01-00,28/10/2010,5.39,2.91
FE-F01-00,7/4/2011,5.45,2.85
FE-F01-00,6/10/2011,4.96,3.34
FE-F01-00,12/4/2012,5.03,3.27
FE-F01-00,1/10/2012,4.81,3.49
FE-F01-00,16/4/2013,6.01,2.29
FE-F01-00,1/10/2013,5.31,2.99
FE-F01-00,10/4/2014,5.81,2.49
FE-F01-00,8/10/2014,5.41,2.89
FE-F01-00,20/4/2015,5.61,2.69
FE-F01-00,15/10/2015,5.31,2.99
FE-F01-00,19/4/2016,5.81,2.49
FE-F01-00,13/10/2016,5.51,2.79
FE-F01-00,13/4/2017,5.71,2.59
FE-F01-00,11/10/2017,5.01,3.29
FE-F01-01,13/6/2018,6.69,2.11
FE-F01-01,19/9/2018,6.45,2.35
FE-F01-01,16/4/2019,6.55,2.25
FE-F01-01,23/9/2019,6.70,2.10
FE-F01-01,11/6/2020,6.60,2.20
FE-F01-01,22/9/2020,6.25,2.55
FE-F01-01,20/4/2021,6.60,2.20
FE-F01-01,12/10/2021,6.35,2.45
FE-F01-01,29/3/2022,6.00,2.80
FE-F01-01,20/7/2022,5.00,3.80
FE-F01-01,11/10/2022,6.20,2.60
FE-F01-01,1/2/2023,8.01,0.79
FE-F01-01,28/3/2023,6.65,2.15
FE-F01-01,13/7/2023,5.85,2.95
FE-F01-01,26/9/2023,6.35,2.45
FE-F01-01,30/1/2024,6.50,2.30
FE-F01-01,9/4/2024,6.55,2.25
FE-F01-01,3/7/2024,6.65,2.15
FE-F01-01,8/10/2024,6.65,2.15
FE-F03-00,15/3/2010,4.48,1.82
FE-F03-00,24/5/2010,5.08,1.22
FE-F03-00,26/7/2010,4.06,2.24
FE-F03-00,28/10/2010,3.90,2.40
FE-F03-00,7/4/2011,5.20,1.10
FE-F03-00,28/4/2011,4.71,1.59
FE-F03-00,6/10/2011,2.52,3.78
FE-F03-00,12/4/2012,3.40,2.90
FE-F03-00,1/10/2012,2.69,3.61
FE-F04-00,15/3/2010,12.22,0.98
FE-F04-00,24/5/2010,11.79,1.41
FE-F04-00,26/7/2010,11.56,1.64
FE-F04-00,28/10/2010,11.51,1.69
FE-F04-00,7/4/2011,11.54,1.66
FE-F04-00,6/10/2011,11.33,1.87
FE-F04-00,12/4/2012,11.52,1.68
FE-F04-00,1/10/2012,11.32,1.88
FE-F04-01,10/4/2014,12.70,1.30
FE-F04-01,6/10/2014,12.20,1.80
FE-F04-01,15/4/2015,12.50,1.50
FE-F04-01,15/10/2015,12.30,1.70
FE-F04-01,27/4/2016,12.50,1.50
FE-F04-01,24/10/2016,12.60,1.40
FE-F04-01,13/4/2017,12.20,1.80
FE-F04-01,11/10/2017,10.70,3.30
FE-F04-01,26/4/2018,12.10,1.90
FE-F04-01,11/10/2018,9.40,4.60
FE-F04-01,1/4/2019,12.25,1.75
FE-F04-01,23/9/2019,8.60,5.40
FE-F04-01,11/6/2020,9.00,5.00
FE-F04-01,24/9/2020,11.90,2.10
FE-F04-01,4/5/2021,12.40,1.60
FE-F04-01,6/10/2021,10.70,3.30
FE-F04-01,6/4/2022,12.00,2.00
FE-F04-01,20/7/2022,7.95,6.05
FE-F04-01,26/10/2022,10.90,3.10
FE-F04-01,1/2/2023,10.87,3.13
FE-F04-01,5/4/2023,12.20,1.80
FE-F04-01,13/7/2023,12.00,2.00
FE-F04-01,5/10/2023,8.25,5.75
FE-F04-01,30/1/2024,12.30,1.70
FE-F04-01,11/4/2024,12.50,1.50
FE-F04-01,3/7/2024,11.10,2.90
FE-F04-01,9/10/2024,12.50,1.50
FE-F09-00,9/3/2010,3.03,0.87
FE-F09-00,25/5/2010,2.61,1.29
FE-F09-00,27/7/2010,1.76,2.14
FE-F09-00,27/10/2010,2.23,1.67
FE-F09-00,6/4/2011,2.71,1.19
FE-F09-00,12/10/2011,1.96,1.94
FE-F09-00,5/4/2012,1.71,2.19
FE-F09-00,10/10/2012,1.75,2.15
FE-F09-00,18/4/2013,2.61,1.29
FE-F09-00,9/10/2013,2.21,1.69
FE-F09-00,15/4/2014,2.61,1.29
FE-F09-00,9/10/2014,2.31,1.59
FE-F09-00,16/4/2015,2.61,1.29
FE-F09-00,8/10/2015,2.31,1.59
FE-F09-00,20/4/2016,2.61,1.29
FE-F09-00,27/10/2016,2.21,1.69
FE-F09-00,27/4/2017,2.31,1.59
FE-F09-00,9/10/2017,2.41,1.49
FE-F09-00,11/4/2018,2.61,1.29
FE-F09-00,10/10/2018,2.06,1.84
FE-F09-00,9/4/2019,2.31,1.59
FE-F09-00,25/9/2019,2.21,1.69
FE-F09-00,10/6/2020,2.31,1.59
FE-F09-00,23/9/2020,2.06,1.84
FE-F09-00,28/4/2021,2.26,1.64
FE-F09-00,19/10/2021,1.96,1.94
FE-F09-00,13/4/2022,2.01,1.89
FE-F09-00,27/7/2022,1.91,1.99
FE-F09-00,5/10/2022,1.91,1.99
FE-F09-00,31/1/2023,2.51,1.39
FE-F09-00,6/4/2023,2.41,1.49
FE-F09-00,12/7/2023,2.33,1.57
FE-F09-00,18/10/2023,2.06,1.84
FE-F09-00,31/1/2024,2.14,1.76
FE-F09-00,4/4/2024,2.41,1.49
FE-F09-00,4/7/2024,2.21,1.69
FE-F09-00,10/10/2024,2.01,1.89
FE-F13-00,8/3/2010,0.33,1.17
FE-F13-00,18/5/2010,0.15,1.35
FE-F13-00,21/7/2010,-0.27,1.77
FE-F13-00,21/10/2010,-0.57,2.07
FE-F13-00,4/4/2011,-0.09,1.59
FE-F13-00,3/10/2011,-1.67,3.17
FE-F13-00,3/4/2012,-1.15,2.65
FE-F13-00,8/10/2012,-1.37,2.87
FE-F13-00,22/4/2013,0.13,1.37
FE-F13-00,2/10/2013,-1.17,2.67
FE-F13-00,17/4/2014,-0.17,1.67
FE-F13-00,2/10/2014,-0.57,2.07
FE-F13-00,14/4/2015,-0.27,1.77
FE-F13-00,5/10/2015,-0.97,2.47
FE-F13-00,18/4/2016,-0.27,1.77
FE-F13-00,19/10/2016,-0.57,2.07
FE-F13-00,12/4/2017,-0.37,1.87
FE-F13-00,2/10/2017,-0.97,2.47
FE-F13-00,19/4/2018,-0.17,1.67
FE-F13-00,2/10/2018,-1.17,2.67
FE-F13-00,2/4/2019,-0.51,2.01
FE-F13-00,26/9/2019,-1.07,2.57
FE-F13-00,11/6/2020,-0.47,1.97
FE-F13-00,22/9/2020,-1.12,2.62
FE-F13-00,21/4/2021,-0.37,1.87
FE-F13-00,7/10/2021,-1.57,3.07
FE-F13-00,11/4/2022,-1.32,2.82
FE-F13-00,14/7/2022,-1.47,2.97
FE-F13-00,12/10/2022,-1.82,3.32
FE-F13-00,31/1/2023,-0.70,2.20
FE-F13-00,6/4/2023,-0.82,2.32
FE-F13-00,12/7/2023,-0.57,2.07
FE-F13-00,18/10/2023,-1.37,2.87
FE-F13-00,31/1/2024,-0.67,2.17
FE-F13-00,4/4/2024,-0.02,1.52
FE-F13-00,4/7/2024,-0.52,2.02
FE-F13-00,10/10/2024,-0.47,1.97
FE-F15-00,19/5/2014,3.15,1.25
FE-F15-00,7/10/2014,3.15,1.25
FE-F15-00,22/4/2015,2.95,1.45
FE-F15-00,5/10/2015,2.55,1.85
FE-F15-00,21/4/2016,3.05,1.35
FE-F15-00,19/10/2016,2.85,1.55
FE-F15-00,12/4/2017,2.65,1.75
FE-F15-00,2/10/2017,2.05,2.35
FE-F15-00,19/4/2018,3.05,1.35
FE-F15-00,2/10/2018,1.95,2.45
FE-F15-00,2/4/2019,2.31,2.09
FE-F15-00,2/10/2019,2.05,2.35
FE-F15-00,11/6/2020,2.42,1.98
FE-F15-00,22/9/2020,2.07,2.33
FE-F15-00,21/4/2021,2.35,2.05
FE-F15-00,7/10/2021,1.80,2.60
FE-F15-00,11/4/2022,1.85,2.55
FE-F15-00,14/7/2022,1.75,2.65
FE-F15-00,12/10/2022,1.50,2.90
FE-F15-00,31/1/2023,2.12,2.28
FE-F15-00,6/4/2023,2.25,2.15
FE-F15-00,12/7/2023,2.57,1.83
FE-F15-00,18/10/2023,1.90,2.50
FE-F15-00,31/1/2024,2.35,2.05
FE-F15-00,4/4/2024,2.80,1.60
FE-F15-00,4/7/2024,2.75,1.65
FE-F15-00,10/10/2024,2.45,1.95
FE-F21-00,9/3/2010,0.69,0.46
FE-F21-00,25/5/2010,0.09,1.06
FE-F21-00,28/7/2010,-0.23,1.38
FE-F21-00,27/10/2010,0.17,0.98
FE-F21-00,6/4/2011,-0.01,1.16
FE-F21-00,12/10/2011,-0.73,1.88
FE-F21-00,5/4/2012,-0.80,1.95
FE-F21-00,11/10/2012,-0.73,1.88
FE-F21-00,24/4/2013,-0.03,1.18
FE-F21-00,4/10/2013,-0.73,1.88
FE-F21-00,16/4/2014,-0.13,1.28
FE-F21-00,9/10/2014,-0.23,1.38
FE-F21-00,16/4/2015,0.07,1.08
FE-F21-00,8/10/2015,-0.43,1.58
FE-F21-00,20/4/2016,-0.23,1.38
FE-F21-00,18/10/2016,-0.33,1.48
FE-F21-00,27/4/2017,-0.13,1.28
FE-F21-00,5/10/2017,-0.33,1.48
FE-F21-00,11/4/2018,0.07,1.08
FE-F21-00,8/10/2018,-0.33,1.48
FE-F21-00,3/4/2019,-0.30,1.45
FE-F21-00,25/9/2019,-0.43,1.58
FE-F21-00,10/6/2020,-0.73,1.88
FE-F21-00,23/9/2020,-0.53,1.68
FE-F21-00,5/5/2021,-0.15,1.30
FE-F21-00,21/10/2021,-0.58,1.73
FE-F21-00,27/4/2022,-0.33,1.48
FE-F21-00,7/7/2022,-0.53,1.68
FE-F21-00,19/10/2022,-0.53,1.68
FE-F21-00,25/1/2023,0.02,1.13
FE-F21-00,6/7/2023,-0.13,1.28
FE-F21-00,11/10/2023,-0.53,1.68
FE-F21-00,21/2/2024,-0.13,1.28
FE-F21-00,16/4/2024,0.02,1.13
FE-F21-00,15/10/2024,-0.03,1.18
FE-F22-00,9/3/2010,-3.68,3.18
FE-F22-00,25/5/2010,-3.80,3.30
FE-F22-00,28/7/2010,-3.42,2.92
FE-F22-00,27/10/2010,-3.88,3.38
FE-F22-00,6/4/2011,-3.85,3.35
FE-F22-00,12/10/2011,-3.97,3.47
FE-F22-00,4/4/2012,-4.15,3.65
FE-F22-00,10/10/2012,-4.30,3.80
FE-F22-00,24/4/2013,-4.50,4.00
FE-F22-00,4/10/2013,-4.30,3.80
FE-F22-00,16/4/2014,-4.70,4.20
FE-F22-00,9/10/2014,-3.20,2.70
FE-F22-00,16/4/2015,-3.60,3.10
FE-F22-00,8/10/2015,-3.70,3.20
FE-F22-00,20/4/2016,-3.80,3.30
FE-F22-00,18/10/2016,-3.60,3.10
FE-F22-00,27/4/2017,-3.90,3.40
FE-F22-00,5/10/2017,-3.70,3.20
FE-F22-00,11/4/2018,-3.80,3.30
FE-F22-00,10/10/2018,-3.90,3.40
FE-F22-00,9/4/2019,-3.80,3.30
FE-F22-00,25/9/2019,-3.60,3.10
FE-F22-00,10/6/2020,-3.30,2.80
FE-F22-00,23/9/2020,-3.65,3.15
FE-F22-00,28/4/2021,-4.10,3.60
FE-F22-00,19/10/2021,-3.80,3.30
FE-F22-00,13/4/2022,-3.95,3.45
FE-F22-00,7/7/2022,-4.10,3.60
FE-F22-00,20/10/2022,-3.90,3.40
FE-F22-00,27/4/2023,-4.00,3.50
FE-F22-00,6/7/2023,-3.15,2.65
FE-F22-00,17/10/2023,-3.80,3.30
FE-F22-00,16/4/2024,-3.90,3.40
FE-F22-00,24/7/2024,-3.05,2.55
FE-F22-00,29/10/2024,-3.55,3.05
FE-F24-00,8/3/2010,-1.00,0.90
FE-F24-00,18/5/2010,-1.18,1.08
FE-F24-00,21/7/2010,-1.78,1.68
FE-F24-00,21/10/2010,-1.53,1.43
FE-F24-00,4/4/2011,-1.30,1.20
FE-F24-00,3/10/2011,-2.16,2.06
FE-F24-00,3/4/2012,-1.83,1.73
FE-F24-00,8/10/2012,-2.00,1.90
FE-F24-00,22/5/2013,-1.18,1.08
FE-F24-00,14/10/2013,-1.88,1.78
FE-F24-00,17/4/2014,-1.28,1.18
FE-F24-00,1/10/2014,-2.08,1.98
FE-F24-00,14/4/2015,-1.18,1.08
FE-F24-00,12/10/2015,-1.78,1.68
FE-F24-00,18/4/2016,-1.48,1.38
FE-F24-00,17/10/2016,-1.78,1.68
FE-F24-00,2/5/2017,-1.58,1.48
FE-F24-00,4/10/2017,-1.68,1.58
FE-F24-00,12/4/2018,-1.18,1.08
FE-F24-00,23/10/2018,-1.78,1.68
FE-F24-00,26/2/2019,-1.41,1.31
FE-F24-00,8/4/2019,-1.33,1.23
FE-F24-00,26/9/2019,-1.73,1.63
FE-F24-00,16/6/2020,-1.83,1.73
FE-F24-00,30/9/2020,-1.83,1.73
FE-F24-00,18/5/2021,-1.53,1.43
FE-F24-00,26/10/2021,-1.88,1.78
FE-F24-00,21/4/2022,-1.68,1.58
FE-F24-00,18/10/2022,-1.78,1.68
FE-F24-00,19/4/2023,-1.48,1.38
FE-F26-00,9/3/2010,0.54,0.46
FE-F26-00,25/5/2010,0.52,0.48
FE-F26-00,27/7/2010,0.44,0.56
FE-F26-00,27/10/2010,0.38,0.62
FE-F26-00,6/4/2011,0.35,0.65
