tile_row,tile_col,lat,lon,insar_obs_mean,insar_post_mean,insar_obs_trend,insar_post_trend,ShallowLoad_mean,ShallowLoad_trend,ShallowLoad_theta_mean,DeepLoad_mean,DeepLoad_trend,DeepLoad_theta_mean,Groundwater_mean,Groundwater_trend,Groundwater_theta_mean
4,3,44.449851989746094,11.476423263549805,-6.00853256038647e-11,-0.002380227902904153,,-0.0004540493379430758,0.10618650913238525,-0.24302312838446527,0.2753019630908966,2.035895586013794,-0.7553047420865393,1.5187193155288696,-3.922720193862915,-0.7618452899038473,0.20271921157836914
4,4,44.452301025390625,11.55671215057373,0.0,-0.0023891383316367865,,-0.0005216166108752039,0.0010849634418264031,-0.2489578855674674,0.2645883560180664,2.1950438022613525,-0.632363537057517,1.378692865371704,-3.7903425693511963,-0.8423416670611038,0.39450588822364807
4,5,44.4547004699707,11.637011528015137,-3.605119536231882e-10,-0.0024221371859312057,,-0.0005258019173392225,-0.07482875138521194,-0.2562492290837161,0.2602086067199707,2.209894895553589,-0.5629630299773127,1.3416811227798462,-3.593153238296509,-0.8054805945226534,0.4368053674697876
4,6,44.455875396728516,11.677165031433105,0.0,-0.002207024022936821,,-0.0005380393253251185,-0.2301361858844757,-0.2656919307518691,0.25199028849601746,2.0327229499816895,-0.5590387170008797,1.3767316341400146,-3.096604585647583,-0.7925959536457126,0.4309299886226654
5,0,44.384666442871094,11.239310264587402,6.00853256038647e-11,-0.0018645281670615077,,-0.0007622980810166072,0.34613582491874695,-0.1731087351666096,0.3595120310783386,2.1851344108581543,-0.43950300878860094,0.783315122127533,-3.4087486267089844,-1.5271628690076704,0.8532341718673706
5,1,44.38727569580078,11.319489479064941,1.201706512077294e-10,-0.0018189542461186647,,-0.0007097097590167566,0.2859134078025818,-0.19554484217243398,0.33453255891799927,2.114421844482422,-0.5779326559308379,1.0098156929016113,-3.2021892070770264,-1.3837184390840045,0.652012288570404
5,2,44.38983917236328,11.399679183959961,-6.00853256038647e-11,-0.0021764019038528204,,-0.00029337183636707196,0.2502114772796631,-0.2368712799155457,0.2845339775085449,1.762481927871704,-0.8891664393604758,1.5469367504119873,-3.7065470218658447,-0.5777089703071085,0.14914070069789886
5,3,44.39234161376953,11.479879379272461,9.012798840579705e-11,-0.0024378523230552673,,0.00012483219558529973,0.1650022566318512,-0.28118935334595807,0.2032867670059204,1.5475984811782837,-1.0291936056499176,1.7566657066345215,-4.128992080688477,0.21433015021602597,-0.023001478984951973
5,4,44.39479064941406,11.560091018676758,0.0,-0.0020306690130382776,,-0.0006029557666539296,0.0695667564868927,-0.21159212654058068,0.23557119071483612,2.028050184249878,-0.6701296917137934,1.2590306997299194,-3.35493540763855,-1.0731313958923447,0.4996642470359802
5,5,44.397178649902344,11.640312194824219,-1.201706512077294e-10,-0.0022469365503638983,,-0.0005818480985027007,-0.05975821614265442,-0.23245220898057928,0.2367255985736847,2.113039970397949,-0.6164514704172893,1.2387144565582275,-3.5084214210510254,-0.9762501705018928,0.5462619662284851
5,6,44.398353576660156,11.680425643920898,-6.00853256038647e-11,-0.0017474377527832985,,-0.0003412601808448279,-0.3501366972923279,-0.29075873420040876,0.2508305311203003,1.7893873453140259,-0.687015738547406,1.395554780960083,-2.6037795543670654,-0.5551112592519126,0.31250715255737305
6,0,44.327171325683594,11.242990493774414,0.0,-0.0016687706811353564,,-0.0007605628984614386,0.40065792202949524,-0.18815075737588546,0.5760713815689087,1.7613050937652588,-0.3513981609699879,0.5021770596504211,-3.1920416355133057,-1.6354590021870672,0.9047200679779053
6,1,44.32978057861328,11.323091506958008,1.201706512077294e-10,-0.00147758680395782,,-0.0006337326565621368,0.2500891387462616,-0.23955159646304533,0.5635103583335876,1.5817561149597168,-0.485914685887927,0.7811006307601929,-2.834204912185669,-1.3620497559640496,0.6645450592041016
6,2,44.33233642578125,11.403203964233398,-3.004266280193235e-11,-0.0015463574090972543,,-0.0002083711609942994,0.13400954008102417,-0.27239285188323675,0.4044346213340759,1.2140798568725586,-0.7608030000153709,1.2437045574188232,-2.5918262004852295,-0.47377210905287354,0.2947937548160553
