centerLat,centerLon,stopTime,fileID,flightDirection,pathNumber,processingLevel,url,startTime,sceneName,browse,platform,bytes,md5sum,frameNumber,granuleType,orbit,polarization,processingDate,sensor,groupID,pgeVersion,fileName,beamModeType,s3Urls,temporalBaseline,perpendicularBaseline,geometry
44.4472,10.077,2018-10-08T05:27:58Z,S1A_IW_SLC__1SDV_20181008T052731_20181008T052758_024040_02A081_9F83-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181008T052731_20181008T052758_024040_02A081_9F83.zip,2018-10-08 05:27:31+00:00,S1A_IW_SLC__1SDV_20181008T052731_20181008T052758_024040_02A081_9F83,,Sentinel-1A,4583179691,f822408b98cdbc6156174de0ade14375,444,SENTINEL_1A_FRAME,24040,VV+VH,2018-10-08T05:27:31Z,C-SAR,S1A_IWDV_0443_0450_024040_168,002.91,S1A_IW_SLC__1SDV_20181008T052731_20181008T052758_024040_02A081_9F83.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181008T052731_20181008T052758_024040_02A081_9F83.zip'],642,13.0,"{'coordinates': [[[11.453083, 43.42725], [11.897316, 45.045029], [8.645994, 45.444489], [8.293184, 43.826611], [11.453083, 43.42725]]], 'type': 'Polygon'}"
44.4485,10.0695,2018-10-14T05:27:16Z,S1B_IW_SLC__1SDV_20181014T052649_20181014T052716_013144_018497_7619-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181014T052649_20181014T052716_013144_018497_7619.zip,2018-10-14 05:26:49+00:00,S1B_IW_SLC__1SDV_20181014T052649_20181014T052716_013144_018497_7619,,Sentinel-1B,4533971993,b7b04b729ea26e1116632e49dd094eb8,444,SENTINEL_1B_FRAME,13144,VV+VH,2018-10-14T05:26:49Z,C-SAR,S1B_IWDV_0443_0450_013144_168,002.91,S1B_IW_SLC__1SDV_20181014T052649_20181014T052716_013144_018497_7619.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181014T052649_20181014T052716_013144_018497_7619.zip'],648,26.0,"{'coordinates': [[[11.434774, 43.430504], [11.878367, 45.047676], [8.649823, 45.444176], [8.296975, 43.826912], [11.434774, 43.430504]]], 'type': 'Polygon'}"
44.4474,10.0775,2018-10-20T05:27:58Z,S1A_IW_SLC__1SDV_20181020T052731_20181020T052758_024215_02A631_80DE-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181020T052731_20181020T052758_024215_02A631_80DE.zip,2018-10-20 05:27:31+00:00,S1A_IW_SLC__1SDV_20181020T052731_20181020T052758_024215_02A631_80DE,,Sentinel-1A,4562501829,89309863c9e4798af11ada8284409810,444,SENTINEL_1A_FRAME,24215,VV+VH,2018-10-20T05:27:31Z,C-SAR,S1A_IWDV_0444_0449_024215_168,002.91,S1A_IW_SLC__1SDV_20181020T052731_20181020T052758_024215_02A631_80DE.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181020T052731_20181020T052758_024215_02A631_80DE.zip'],654,-1.0,"{'coordinates': [[[11.453551, 43.427444], [11.897814, 45.04509], [8.646421, 45.444614], [8.293579, 43.826866], [11.453551, 43.427444]]], 'type': 'Polygon'}"
44.4487,10.0689,2018-10-26T05:27:16Z,S1B_IW_SLC__1SDV_20181026T052649_20181026T052716_013319_018A02_6B1E-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181026T052649_20181026T052716_013319_018A02_6B1E.zip,2018-10-26 05:26:49+00:00,S1B_IW_SLC__1SDV_20181026T052649_20181026T052716_013319_018A02_6B1E,,Sentinel-1B,4519164692,3e5d7f6c1274ada10fbf13e57f3e42b4,444,SENTINEL_1B_FRAME,13319,VV+VH,2018-10-26T05:26:49Z,C-SAR,S1B_IWDV_0443_0450_013319_168,002.91,S1B_IW_SLC__1SDV_20181026T052649_20181026T052716_013319_018A02_6B1E.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181026T052649_20181026T052716_013319_018A02_6B1E.zip'],660,94.0,"{'coordinates': [[[11.434168, 43.430531], [11.877819, 45.048073], [8.64915, 45.444527], [8.296272, 43.826893], [11.434168, 43.430531]]], 'type': 'Polygon'}"
44.4474,10.0778,2018-11-01T05:27:58Z,S1A_IW_SLC__1SDV_20181101T052731_20181101T052758_024390_02ABE4_FB5E-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181101T052731_20181101T052758_024390_02ABE4_FB5E.zip,2018-11-01 05:27:31+00:00,S1A_IW_SLC__1SDV_20181101T052731_20181101T052758_024390_02ABE4_FB5E,,Sentinel-1A,4768135483,142b9d21be886c5e742ce9cae250356f,444,SENTINEL_1A_FRAME,24390,VV+VH,2018-11-01T05:27:31Z,C-SAR,S1A_IWDV_0443_0450_024390_168,002.91,S1A_IW_SLC__1SDV_20181101T052731_20181101T052758_024390_02ABE4_FB5E.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181101T052731_20181101T052758_024390_02ABE4_FB5E.zip'],666,-11.0,"{'coordinates': [[[11.453952, 43.427479], [11.898252, 45.045116], [8.646786, 45.444679], [8.293912, 43.826939], [11.453952, 43.427479]]], 'type': 'Polygon'}"
44.2839,10.0253,2018-11-07T05:27:18Z,S1B_IW_SLC__1SDV_20181107T052651_20181107T052718_013494_018F83_3656-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181107T052651_20181107T052718_013494_018F83_3656.zip,2018-11-07 05:26:51+00:00,S1B_IW_SLC__1SDV_20181107T052651_20181107T052718_013494_018F83_3656,,Sentinel-1B,4565381193,6e117d58c7e54e2f5ff4a61d4100cf42,445,SENTINEL_1B_FRAME,13494,VV+VH,2018-11-07T05:26:51Z,C-SAR,S1B_IWDV_0444_0450_013494_168,002.91,S1B_IW_SLC__1SDV_20181107T052651_20181107T052718_013494_018F83_3656.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181107T052651_20181107T052718_013494_018F83_3656.zip'],672,44.0,"{'coordinates': [[[11.387562, 43.265705], [11.829646, 44.883373], [8.609087, 45.279854], [8.257062, 43.662148], [11.387562, 43.265705]]], 'type': 'Polygon'}"
44.4478,10.0773,2018-11-13T05:27:57Z,S1A_IW_SLC__1SDV_20181113T052730_20181113T052757_024565_02B24A_6AD5-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181113T052730_20181113T052757_024565_02B24A_6AD5.zip,2018-11-13 05:27:30+00:00,S1A_IW_SLC__1SDV_20181113T052730_20181113T052757_024565_02B24A_6AD5,,Sentinel-1A,4685025483,319b868d4ae9311e277bd40561fedef2,444,SENTINEL_1A_FRAME,24565,VV+VH,2018-11-13T05:27:30Z,C-SAR,S1A_IWDV_0443_0450_024565_168,002.91,S1A_IW_SLC__1SDV_20181113T052730_20181113T052757_024565_02B24A_6AD5.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181113T052730_20181113T052757_024565_02B24A_6AD5.zip'],678,44.0,"{'coordinates': [[[11.453453, 43.427895], [11.897695, 45.04541], [8.646161, 45.444942], [8.293344, 43.827324], [11.453453, 43.427895]]], 'type': 'Polygon'}"
44.2842,10.0257,2018-11-19T05:27:18Z,S1B_IW_SLC__1SDV_20181119T052651_20181119T052718_013669_019505_C2E0-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181119T052651_20181119T052718_013669_019505_C2E0.zip,2018-11-19 05:26:51+00:00,S1B_IW_SLC__1SDV_20181119T052651_20181119T052718_013669_019505_C2E0,,Sentinel-1B,4473181132,68ce0dde407618f6054de6e329c925b1,445,SENTINEL_1B_FRAME,13669,VV+VH,2018-11-19T05:26:51Z,C-SAR,S1B_IWDV_0444_0450_013669_168,002.91,S1B_IW_SLC__1SDV_20181119T052651_20181119T052718_013669_019505_C2E0.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181119T052651_20181119T052718_013669_019505_C2E0.zip'],684,23.0,"{'coordinates': [[[11.38797, 43.266064], [11.830055, 44.883476], [8.609447, 45.280029], [8.257409, 43.662579], [11.38797, 43.266064]]], 'type': 'Polygon'}"
44.4477,10.0772,2018-11-25T05:27:57Z,S1A_IW_SLC__1SDV_20181125T052730_20181125T052757_024740_02B8BA_8B12-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181125T052730_20181125T052757_024740_02B8BA_8B12.zip,2018-11-25 05:27:30+00:00,S1A_IW_SLC__1SDV_20181125T052730_20181125T052757_024740_02B8BA_8B12,,Sentinel-1A,4714055685,b333750f9459d164530ed881a4f23291,444,SENTINEL_1A_FRAME,24740,VV+VH,2018-11-25T05:27:30Z,C-SAR,S1A_IWDV_0444_0449_024740_168,002.91,S1A_IW_SLC__1SDV_20181125T052730_20181125T052757_024740_02B8BA_8B12.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181125T052730_20181125T052757_024740_02B8BA_8B12.zip'],690,51.0,"{'coordinates': [[[11.45338, 43.427921], [11.89755, 45.045319], [8.646012, 45.444809], [8.293262, 43.827312], [11.45338, 43.427921]]], 'type': 'Polygon'}"
45.2433,10.2949,2018-12-01T05:27:02Z,S1B_IW_SLC__1SDV_20181201T052634_20181201T052702_013844_019AA0_551A-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181201T052634_20181201T052702_013844_019AA0_551A.zip,2018-12-01 05:26:34+00:00,S1B_IW_SLC__1SDV_20181201T052634_20181201T052702_013844_019AA0_551A,,Sentinel-1B,4910981037,2b14a92188f476bf709efe0fcbcc893c,441,SENTINEL_1B_FRAME,13844,VV+VH,2018-12-01T05:26:34Z,C-SAR,S1B_IWDV_0441_0447_013844_168,002.91,S1B_IW_SLC__1SDV_20181201T052634_20181201T052702_013844_019AA0_551A.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181201T052634_20181201T052702_013844_019AA0_551A.zip'],696,-8.0,"{'coordinates': [[[11.660583, 44.197361], [12.128165, 45.871544], [8.87176, 46.266491], [8.501443, 44.59193], [11.660583, 44.197361]]], 'type': 'Polygon'}"
44.4479,10.0768,2018-12-07T05:27:57Z,S1A_IW_SLC__1SDV_20181207T052730_20181207T052757_024915_02BE95_51EE-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181207T052730_20181207T052757_024915_02BE95_51EE.zip,2018-12-07 05:27:30+00:00,S1A_IW_SLC__1SDV_20181207T052730_20181207T052757_024915_02BE95_51EE,,Sentinel-1A,4618947136,ec58349b18154551f37e873742e25783,444,SENTINEL_1A_FRAME,24915,VV+VH,2018-12-07T05:27:30Z,C-SAR,S1A_IWDV_0443_0450_024915_168,002.91,S1A_IW_SLC__1SDV_20181207T052730_20181207T052757_024915_02BE95_51EE.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181207T052730_20181207T052757_024915_02BE95_51EE.zip'],702,91.0,"{'coordinates': [[[11.453009, 43.428097], [11.897217, 45.045612], [8.645622, 45.445114], [8.292842, 43.827496], [11.453009, 43.428097]]], 'type': 'Polygon'}"
45.2432,10.2954,2018-12-13T05:27:02Z,S1B_IW_SLC__1SDV_20181213T052634_20181213T052702_014019_01A04C_25C2-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181213T052634_20181213T052702_014019_01A04C_25C2.zip,2018-12-13 05:26:34+00:00,S1B_IW_SLC__1SDV_20181213T052634_20181213T052702_014019_01A04C_25C2,,Sentinel-1B,4834090757,2d7f28fe290ff905e7259ab28408b304,441,SENTINEL_1B_FRAME,14019,VV+VH,2018-12-13T05:26:34Z,C-SAR,S1B_IWDV_0441_0447_014019_168,002.91,S1B_IW_SLC__1SDV_20181213T052634_20181213T052702_014019_01A04C_25C2.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181213T052634_20181213T052702_014019_01A04C_25C2.zip'],708,-38.0,"{'coordinates': [[[11.661155, 44.197372], [12.128707, 45.871426], [8.87231, 46.266384], [8.502014, 44.591949], [11.661155, 44.197372]]], 'type': 'Polygon'}"
44.4482,10.0787,2018-12-19T05:27:56Z,S1A_IW_SLC__1SDV_20181219T052729_20181219T052756_025090_02C4ED_AE9B-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181219T052729_20181219T052756_025090_02C4ED_AE9B.zip,2018-12-19 05:27:29+00:00,S1A_IW_SLC__1SDV_20181219T052729_20181219T052756_025090_02C4ED_AE9B,,Sentinel-1A,4624404607,6b4e181dfec23309c4e572457f858746,444,SENTINEL_1A_FRAME,25090,VV+VH,2018-12-19T05:27:29Z,C-SAR,S1A_IWDV_0444_0450_025090_168,002.91,S1A_IW_SLC__1SDV_20181219T052729_20181219T052756_025090_02C4ED_AE9B.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181219T052729_20181219T052756_025090_02C4ED_AE9B.zip'],714,-29.0,"{'coordinates': [[[11.454897, 43.428291], [11.899151, 45.045799], [8.647498, 45.445343], [8.294678, 43.827732], [11.454897, 43.428291]]], 'type': 'Polygon'}"
45.2435,10.2934,2018-12-25T05:27:01Z,S1B_IW_SLC__1SDV_20181225T052634_20181225T052701_014194_01A61A_23EE-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181225T052634_20181225T052701_014194_01A61A_23EE.zip,2018-12-25 05:26:34+00:00,S1B_IW_SLC__1SDV_20181225T052634_20181225T052701_014194_01A61A_23EE,,Sentinel-1B,4914274814,f6bc510d15dd3fb61e14552eb6964b71,441,SENTINEL_1B_FRAME,14194,VV+VH,2018-12-25T05:26:34Z,C-SAR,S1B_IWDV_0441_0447_014194_168,002.91,S1B_IW_SLC__1SDV_20181225T052634_20181225T052701_014194_01A61A_23EE.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20181225T052634_20181225T052701_014194_01A61A_23EE.zip'],720,106.0,"{'coordinates': [[[11.659202, 44.197723], [12.126672, 45.871662], [8.870218, 46.266567], [8.500002, 44.592255], [11.659202, 44.197723]]], 'type': 'Polygon'}"
44.4475,10.0781,2018-12-31T05:27:56Z,S1A_IW_SLC__1SDV_20181231T052729_20181231T052756_025265_02CB42_9A6C-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181231T052729_20181231T052756_025265_02CB42_9A6C.zip,2018-12-31 05:27:29+00:00,S1A_IW_SLC__1SDV_20181231T052729_20181231T052756_025265_02CB42_9A6C,,Sentinel-1A,4548051601,d96d5b160edca5504081268f76bb5737,444,SENTINEL_1A_FRAME,25265,VV+VH,2018-12-31T05:27:29Z,C-SAR,S1A_IWDV_0444_0450_025265_168,002.91,S1A_IW_SLC__1SDV_20181231T052729_20181231T052756_025265_02CB42_9A6C.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20181231T052729_20181231T052756_025265_02CB42_9A6C.zip'],726,-10.0,"{'coordinates': [[[11.454268, 43.427628], [11.898543, 45.045132], [8.646985, 45.444702], [8.294138, 43.827087], [11.454268, 43.427628]]], 'type': 'Polygon'}"
45.2434,10.2935,2019-01-06T05:27:01Z,S1B_IW_SLC__1SDV_20190106T052633_20190106T052701_014369_01ABD6_5EEF-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190106T052633_20190106T052701_014369_01ABD6_5EEF.zip,2019-01-06 05:26:33+00:00,S1B_IW_SLC__1SDV_20190106T052633_20190106T052701_014369_01ABD6_5EEF,,Sentinel-1B,4767461282,e8d42aa8e5227893d9f1d1fc9ca463dc,441,SENTINEL_1B_FRAME,14369,VV+VH,2019-01-06T05:26:33Z,C-SAR,S1B_IWDV_0441_0447_014369_168,002.91,S1B_IW_SLC__1SDV_20190106T052633_20190106T052701_014369_01ABD6_5EEF.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20190106T052633_20190106T052701_014369_01ABD6_5EEF.zip'],732,95.0,"{'coordinates': [[[11.659342, 44.197643], [12.12682, 45.871704], [8.870358, 46.266586], [8.50014, 44.592148], [11.659342, 44.197643]]], 'type': 'Polygon'}"
44.4476,10.0782,2019-01-12T05:27:55Z,S1A_IW_SLC__1SDV_20190112T052728_20190112T052755_025440_02D18B_2790-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190112T052728_20190112T052755_025440_02D18B_2790.zip,2019-01-12 05:27:28+00:00,S1A_IW_SLC__1SDV_20190112T052728_20190112T052755_025440_02D18B_2790,,Sentinel-1A,4442631780,06a641ba6c2a0604a7809f100852ccbb,444,SENTINEL_1A_FRAME,25440,VV+VH,2019-01-12T05:27:28Z,C-SAR,S1A_IWDV_0443_0450_025440_168,002.91,S1A_IW_SLC__1SDV_20190112T052728_20190112T052755_025440_02D18B_2790.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20190112T052728_20190112T052755_025440_02D18B_2790.zip'],738,-22.0,"{'coordinates': [[[11.45435, 43.427608], [11.898656, 45.045242], [8.64712, 45.444809], [8.294245, 43.827072], [11.45435, 43.427608]]], 'type': 'Polygon'}"
45.2436,10.2947,2019-01-18T05:27:01Z,S1B_IW_SLC__1SDV_20190118T052633_20190118T052701_014544_01B17A_6797-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190118T052633_20190118T052701_014544_01B17A_6797.zip,2019-01-18 05:26:33+00:00,S1B_IW_SLC__1SDV_20190118T052633_20190118T052701_014544_01B17A_6797,,Sentinel-1B,4915145226,80c7becbec96e87435157c3b92692678,441,SENTINEL_1B_FRAME,14544,VV+VH,2019-01-18T05:26:33Z,C-SAR,S1B_IWDV_0441_0447_014544_168,002.91,S1B_IW_SLC__1SDV_20190118T052633_20190118T052701_014544_01B17A_6797.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20190118T052633_20190118T052701_014544_01B17A_6797.zip'],744,4.0,"{'coordinates': [[[11.660471, 44.197746], [12.127989, 45.871807], [8.871576, 46.266724], [8.501318, 44.592281], [11.660471, 44.197746]]], 'type': 'Polygon'}"
44.4477,10.0766,2019-01-24T05:27:55Z,S1A_IW_SLC__1SDV_20190124T052728_20190124T052755_025615_02D7ED_F0A7-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190124T052728_20190124T052755_025615_02D7ED_F0A7.zip,2019-01-24 05:27:28+00:00,S1A_IW_SLC__1SDV_20190124T052728_20190124T052755_025615_02D7ED_F0A7,,Sentinel-1A,4626532478,821ace6d9d280d0b0670bb2b25c2f1b7,444,SENTINEL_1A_FRAME,25615,VV+VH,2019-01-24T05:27:28Z,C-SAR,S1A_IWDV_0444_0449_025615_168,002.91,S1A_IW_SLC__1SDV_20190124T052728_20190124T052755_025615_02D7ED_F0A7.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20190124T052728_20190124T052755_025615_02D7ED_F0A7.zip'],750,95.0,"{'coordinates': [[[11.452788, 43.427818], [11.897036, 45.045456], [8.645474, 45.444962], [8.292662, 43.827217], [11.452788, 43.427818]]], 'type': 'Polygon'}"
45.2437,10.2942,2019-01-30T05:27:00Z,S1B_IW_SLC__1SDV_20190130T052632_20190130T052700_014719_01B71A_E4CB-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190130T052632_20190130T052700_014719_01B71A_E4CB.zip,2019-01-30 05:26:32+00:00,S1B_IW_SLC__1SDV_20190130T052632_20190130T052700_014719_01B71A_E4CB,,Sentinel-1B,4779275840,6e3a023514ab0e4e93fb3f3d14408901,441,SENTINEL_1B_FRAME,14719,VV+VH,2019-01-30T05:26:32Z,C-SAR,S1B_IWDV_0441_0447_014719_168,002.91,S1B_IW_SLC__1SDV_20190130T052632_20190130T052700_014719_01B71A_E4CB.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20190130T052632_20190130T052700_014719_01B71A_E4CB.zip'],756,32.0,"{'coordinates': [[[11.659894, 44.197777], [12.127476, 45.872089], [8.871105, 46.266998], [8.500793, 44.592308], [11.659894, 44.197777]]], 'type': 'Polygon'}"
44.4477,10.0774,2019-02-05T05:27:54Z,S1A_IW_SLC__1SDV_20190205T052727_20190205T052754_025790_02DE47_911F-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190205T052727_20190205T052754_025790_02DE47_911F.zip,2019-02-05 05:27:27+00:00,S1A_IW_SLC__1SDV_20190205T052727_20190205T052754_025790_02DE47_911F,,Sentinel-1A,4568359232,7cd6b4aae7e972778be73ab78405188b,444,SENTINEL_1A_FRAME,25790,VV+VH,2019-02-05T05:27:27Z,C-SAR,S1A_IWDV_0443_0450_025790_168,002.91,S1A_IW_SLC__1SDV_20190205T052727_20190205T052754_025790_02DE47_911F.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20190205T052727_20190205T052754_025790_02DE47_911F.zip'],762,36.0,"{'coordinates': [[[11.453634, 43.42786], [11.897821, 45.04538], [8.646264, 45.444859], [8.293503, 43.827236], [11.453634, 43.42786]]], 'type': 'Polygon'}"
45.2434,10.2947,2019-02-11T05:27:00Z,S1B_IW_SLC__1SDV_20190211T052632_20190211T052700_014894_01BCD7_2231-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190211T052632_20190211T052700_014894_01BCD7_2231.zip,2019-02-11 05:26:32+00:00,S1B_IW_SLC__1SDV_20190211T052632_20190211T052700_014894_01BCD7_2231,,Sentinel-1B,4902868511,32ec4cd6ba9dbebdcdb42fe2a5c20ea0,441,SENTINEL_1B_FRAME,14894,VV+VH,2019-02-11T05:26:32Z,C-SAR,S1B_IWDV_0441_0447_014894_168,002.91,S1B_IW_SLC__1SDV_20190211T052632_20190211T052700_014894_01BCD7_2231.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20190211T052632_20190211T052700_014894_01BCD7_2231.zip'],768,-25.0,"{'coordinates': [[[11.660363, 44.197514], [12.127934, 45.871704], [8.871667, 46.266632], [8.501354, 44.592064], [11.660363, 44.197514]]], 'type': 'Polygon'}"
44.4478,10.0771,2019-02-17T05:27:54Z,S1A_IW_SLC__1SDV_20190217T052727_20190217T052754_025965_02E479_38FC-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190217T052727_20190217T052754_025965_02E479_38FC.zip,2019-02-17 05:27:27+00:00,S1A_IW_SLC__1SDV_20190217T052727_20190217T052754_025965_02E479_38FC,,Sentinel-1A,4496922659,7a54fae41e1f8b91828eb01fc9dc8678,444,SENTINEL_1A_FRAME,25965,VV+VH,2019-02-17T05:27:27Z,C-SAR,S1A_IWDV_0443_0450_025965_168,002.91,S1A_IW_SLC__1SDV_20190217T052727_20190217T052754_025965_02E479_38FC.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20190217T052727_20190217T052754_025965_02E479_38FC.zip'],774,33.0,"{'coordinates': [[[11.453246, 43.427998], [11.897458, 45.045517], [8.64603, 45.445007], [8.293241, 43.827381], [11.453246, 43.427998]]], 'type': 'Polygon'}"
45.2435,10.2932,2019-02-23T05:27:00Z,S1B_IW_SLC__1SDV_20190223T052632_20190223T052700_015069_01C291_394C-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190223T052632_20190223T052700_015069_01C291_394C.zip,2019-02-23 05:26:32+00:00,S1B_IW_SLC__1SDV_20190223T052632_20190223T052700_015069_01C291_394C,,Sentinel-1B,4803111111,ea8dea317ee2ef8c276d377ef220f050,441,SENTINEL_1B_FRAME,15069,VV+VH,2019-02-23T05:26:32Z,C-SAR,S1B_IWDV_0441_0447_015069_168,002.91,S1B_IW_SLC__1SDV_20190223T052632_20190223T052700_015069_01C291_394C.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20190223T052632_20190223T052700_015069_01C291_394C.zip'],780,63.0,"{'coordinates': [[[11.658811, 44.197662], [12.1263, 45.871738], [8.870133, 46.266613], [8.499889, 44.592159], [11.658811, 44.197662]]], 'type': 'Polygon'}"
44.4479,10.0768,2019-03-01T05:27:54Z,S1A_IW_SLC__1SDV_20190301T052727_20190301T052754_026140_02EABC_75FE-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190301T052727_20190301T052754_026140_02EABC_75FE.zip,2019-03-01 05:27:27+00:00,S1A_IW_SLC__1SDV_20190301T052727_20190301T052754_026140_02EABC_75FE,,Sentinel-1A,4510137770,a37403ec320824b366bc1dcd87c2d89d,444,SENTINEL_1A_FRAME,26140,VV+VH,2019-03-01T05:27:27Z,C-SAR,S1A_IWDV_0443_0450_026140_168,002.91,S1A_IW_SLC__1SDV_20190301T052727_20190301T052754_026140_02EABC_75FE.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1A_IW_SLC__1SDV_20190301T052727_20190301T052754_026140_02EABC_75FE.zip'],786,32.0,"{'coordinates': [[[11.452812, 43.427887], [11.897113, 45.045662], [8.645801, 45.44516], [8.292933, 43.827282], [11.452812, 43.427887]]], 'type': 'Polygon'}"
45.2436,10.2926,2019-03-07T05:27:00Z,S1B_IW_SLC__1SDV_20190307T052632_20190307T052700_015244_01C85A_A3F6-SLC,DESCENDING,168,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190307T052632_20190307T052700_015244_01C85A_A3F6.zip,2019-03-07 05:26:32+00:00,S1B_IW_SLC__1SDV_20190307T052632_20190307T052700_015244_01C85A_A3F6,,Sentinel-1B,4841489208,ae67e428136622eb1ad5c72ad103dcce,441,SENTINEL_1B_FRAME,15244,VV+VH,2019-03-07T05:26:32Z,C-SAR,S1B_IWDV_0441_0447_015244_168,002.91,S1B_IW_SLC__1SDV_20190307T052632_20190307T052700_015244_01C85A_A3F6.zip,IW,['s3://asf-ngap2w-p-s1-slc-7b420b89/S1B_IW_SLC__1SDV_20190307T052632_20190307T052700_015244_01C85A_A3F6.zip'],792,74.0,"{'coordinates': [[[11.658282, 44.197803], [12.125721, 45.871895], [8.869657, 46.266705], [8.499461, 44.592239], [11.658282, 44.197803]]], 'type': 'Polygon'}"
