"Granule Name",Platform,Sensor,"Beam Mode","Beam Mode Description",Orbit,"Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?",URL,"Size (MB)","Off Nadir Angle","Stack Size",Doppler,GroupID,"Pointing Angle",relativeBurstID,absoluteBurstID,fullBurstID,burstIndex,azimuthTime,azimuthAnxTime,samplesPerBurst,subswath
S1B_IW_SLC__1SDV_20210219T051835_20210219T051903_025671_030F61_F59B,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25671,95,442,2021-02-19T05:19:03.299495Z,2021-02-19T05:18:35.362429Z,SLC,2021-02-19T05:18:35.362429Z,2021-02-19T05:19:03.299495Z,44.9547,12.2984,45.580452,14.141412,45.980522,10.863881,43.905811,13.675464,44.305553,10.494935,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210219T051835_20210219T051903_025671_030F61_F59B.zip,4057.16856956482,,,0,S1B_IWDV_0442_0448_025671_095,,,,,,,,,
S1B_IW_SLC__1SDV_20210219T051810_20210219T051837_025671_030F61_E83B,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25671,95,437,2021-02-19T05:18:37.504319Z,2021-02-19T05:18:10.539531Z,SLC,2021-02-19T05:18:10.539531Z,2021-02-19T05:18:37.504319Z,46.4752,12.6557,47.071812,14.535713,47.470058,11.179197,45.456635,14.071985,45.854149,10.816252,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210219T051810_20210219T051837_025671_030F61_E83B.zip,4308.15216827393,,,0,S1B_IWDV_0437_0443_025671_095,,,,,,,,,
S1A_IW_SLC__1SDV_20210218T052739_20210218T052806_036640_044E13_C75B,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",36640,168,444,2021-02-18T05:28:06.822241Z,2021-02-18T05:27:39.845120Z,SLC,2021-02-18T05:27:39.845120Z,2021-02-18T05:28:06.822241Z,44.4485,10.0769,45.046192,11.896856,45.445576,8.646335,43.428673,11.452645,43.827953,8.293521,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210218T052739_20210218T052806_036640_044E13_C75B.zip,4201.80105495453,,,0,S1A_IWDV_0443_0450_036640_168,,,,,,,,,
S1A_IW_SLC__1SDV_20210218T052715_20210218T052741_036640_044E13_012C,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",36640,168,439,2021-02-18T05:27:41.997288Z,2021-02-18T05:27:15.026333Z,SLC,2021-02-18T05:27:15.026333Z,2021-02-18T05:27:41.997288Z,45.9381,10.4395,46.534779,12.307203,46.933784,8.970695,44.918781,11.84932,45.317265,8.611271,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210218T052715_20210218T052741_036640_044E13_012C.zip,4357.67965602875,,,0,S1A_IWDV_0438_0445_036640_168,,,,,,,,,
S1B_IW_SLC__1SDV_20210217T053455_20210217T053522_025642_030E6C_1236,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25642,66,441,2021-02-17T05:35:22.215713Z,2021-02-17T05:34:55.240648Z,SLC,2021-02-17T05:34:55.240648Z,2021-02-17T05:35:22.215713Z,45.4447,8.2451,46.045723,10.068876,46.437691,6.81691,44.429054,9.616923,44.820671,6.45939,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210217T053455_20210217T053522_025642_030E6C_1236.zip,4361.009308815,,,0,S1B_IWDV_0440_0447_025642_066,,,,,,,,,
S1B_IW_SLC__1SDV_20210217T053430_20210217T053457_025642_030E6C_CBBB,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25642,66,436,2021-02-17T05:34:57.390759Z,2021-02-17T05:34:30.415694Z,SLC,2021-02-17T05:34:30.415694Z,2021-02-17T05:34:57.390759Z,46.93,8.647,47.528328,10.529933,47.923313,7.170953,45.912895,10.061942,46.30703,6.805365,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210217T053430_20210217T053457_025642_030E6C_CBBB.zip,4314.50025081635,,,0,S1B_IWDV_0435_0442_025642_066,,,,,,,,,
S1B_IW_SLC__1SDV_20210214T051049_20210214T051116_025598_030CEB_279D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25598,22,448,2021-02-14T05:11:16.589896Z,2021-02-14T05:10:49.610720Z,SLC,2021-02-14T05:10:49.610720Z,2021-02-14T05:11:16.589896Z,43.316,13.9448,43.91497,15.724456,44.313824,12.548664,42.29649,15.289304,42.695492,12.199577,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210214T051049_20210214T051116_025598_030CEB_279D.zip,3946.35863685608,,,0,S1B_IWDV_0447_0454_025598_022,,,,,,,,,
S1B_IW_SLC__1SDV_20210214T051023_20210214T051051_025598_030CEB_4A90,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25598,22,443,2021-02-14T05:10:51.758777Z,2021-02-14T05:10:23.836100Z,SLC,2021-02-14T05:10:23.836100Z,2021-02-14T05:10:51.758777Z,44.833,14.326,45.458557,16.164423,45.858501,12.894989,43.784672,15.699895,44.184322,12.526791,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210214T051023_20210214T051051_025598_030CEB_4A90.zip,4064.96571826935,,,0,S1B_IWDV_0442_0449_025598_022,,,,,,,,,
S1B_IW_SLC__1SDV_20210212T052700_20210212T052728_025569_030C04_1B7F,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25569,168,444,2021-02-12T05:27:28.043778Z,2021-02-12T05:27:00.143712Z,SLC,2021-02-12T05:27:00.143712Z,2021-02-12T05:27:28.043778Z,44.3082,10.0613,44.93795,11.852279,45.329773,8.673905,43.264973,11.394552,43.656693,8.308146,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210212T052700_20210212T052728_025569_030C04_1B7F.zip,4301.12505340576,,,0,S1B_IWDV_0444_0450_025569_168,,,,,,,,,
S1B_IW_SLC__1SDV_20210212T052632_20210212T052702_025569_030C04_5437,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25569,168,439,2021-02-12T05:27:02.400713Z,2021-02-12T05:26:32.564313Z,SLC,2021-02-12T05:26:32.564313Z,2021-02-12T05:27:02.400713Z,45.9052,10.4514,46.591801,12.310176,46.983425,9.037265,44.804077,11.804395,45.195103,8.638055,,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210212T052632_20210212T052702_025569_030C04_5437.zip,4791.52451324463,,,0,S1B_IWDV_0439_0445_025569_168,,,,,,,,,
