master,slave,master_date,slave_date,master_path,slave_path,xml_file
S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,2023-09-25,2023-10-31,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-25_2023-10-31/topsApp.xml
S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,2023-09-25,2023-11-12,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-25_2023-11-12/topsApp.xml
S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,2023-10-07,2023-10-19,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-07_2023-10-19/topsApp.xml
S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,2023-10-07,2023-10-31,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-07_2023-10-31/topsApp.xml
S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,2023-10-07,2023-11-12,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-07_2023-11-12/topsApp.xml
S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,2023-10-07,2023-11-24,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-07_2023-11-24/topsApp.xml
S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,2023-10-19,2023-10-31,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-19_2023-10-31/topsApp.xml
S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,2023-10-19,2023-11-12,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-19_2023-11-12/topsApp.xml
S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,2023-10-19,2023-11-24,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-19_2023-11-24/topsApp.xml
S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB,2023-10-19,2023-12-06,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-19_2023-12-06/topsApp.xml
S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,2023-10-31,2023-11-12,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-31_2023-11-12/topsApp.xml
S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,2023-10-31,2023-11-24,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-31_2023-11-24/topsApp.xml
S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB,2023-10-31,2023-12-06,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-31_2023-12-06/topsApp.xml
S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291,2023-10-31,2023-12-18,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-10-31_2023-12-18/topsApp.xml
S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,2023-11-12,2023-11-24,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-12_2023-11-24/topsApp.xml
S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB,2023-11-12,2023-12-06,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-12_2023-12-06/topsApp.xml
S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291,2023-11-12,2023-12-18,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-12_2023-12-18/topsApp.xml
S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26,S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD,2023-11-12,2023-12-30,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231112T171456_20231112T171523_051187_062C9B_5D26.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-12_2023-12-30/topsApp.xml
S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB,2023-11-24,2023-12-06,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-24_2023-12-06/topsApp.xml
S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291,2023-11-24,2023-12-18,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-24_2023-12-18/topsApp.xml
S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC,S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD,2023-11-24,2023-12-30,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231124T171454_20231124T171522_051362_0632A5_98BC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-11-24_2023-12-30/topsApp.xml
S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB,S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291,2023-12-06,2023-12-18,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-12-06_2023-12-18/topsApp.xml
S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB,S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD,2023-12-06,2023-12-30,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231206T171455_20231206T171522_051537_0638A9_2EBB.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-12-06_2023-12-30/topsApp.xml
S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291,S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD,2023-12-18,2023-12-30,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231218T171453_20231218T171521_051712_063EC9_F291.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231230T171453_20231230T171521_051887_0644CF_F2CD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-12-18_2023-12-30/topsApp.xml
