master,slave,master_date,slave_date,master_path,slave_path,xml_file
S1A_IW_SLC__1SDV_20230504T171449_20230504T171516_048387_05D1E8_A1E5,S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,2023-05-04,2023-06-21,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230504T171449_20230504T171516_048387_05D1E8_A1E5.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-04_2023-06-21/topsApp.xml
S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B,S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC,2023-05-16,2023-05-28,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-16_2023-05-28/topsApp.xml
S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B,S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B,2023-05-16,2023-06-09,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-16_2023-06-09/topsApp.xml
S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B,S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,2023-05-16,2023-06-21,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-16_2023-06-21/topsApp.xml
S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B,S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,2023-05-16,2023-07-03,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230516T171449_20230516T171516_048562_05D752_140B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-16_2023-07-03/topsApp.xml
S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC,S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B,2023-05-28,2023-06-09,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-28_2023-06-09/topsApp.xml
S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC,S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,2023-05-28,2023-06-21,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-28_2023-06-21/topsApp.xml
S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC,S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,2023-05-28,2023-07-03,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-28_2023-07-03/topsApp.xml
S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC,S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,2023-05-28,2023-07-15,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230528T171450_20230528T171517_048737_05DC83_F3CC.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-05-28_2023-07-15/topsApp.xml
S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B,S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,2023-06-09,2023-06-21,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-09_2023-06-21/topsApp.xml
S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B,S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,2023-06-09,2023-07-03,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-09_2023-07-03/topsApp.xml
S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B,S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,2023-06-09,2023-07-15,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-09_2023-07-15/topsApp.xml
S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B,S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,2023-06-09,2023-07-27,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230609T171450_20230609T171517_048912_05E1C6_844B.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-09_2023-07-27/topsApp.xml
S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,2023-06-21,2023-07-03,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-21_2023-07-03/topsApp.xml
S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,2023-06-21,2023-07-15,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-21_2023-07-15/topsApp.xml
S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,2023-06-21,2023-07-27,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-21_2023-07-27/topsApp.xml
S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515,S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,2023-06-21,2023-08-08,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230621T171451_20230621T171518_049087_05E71D_3515.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-06-21_2023-08-08/topsApp.xml
S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,2023-07-03,2023-07-15,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-03_2023-07-15/topsApp.xml
S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,2023-07-03,2023-07-27,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-03_2023-07-27/topsApp.xml
S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,2023-07-03,2023-08-08,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-03_2023-08-08/topsApp.xml
S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3,S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,2023-07-03,2023-08-20,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230703T171452_20230703T171519_049262_05EC71_5BE3.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-03_2023-08-20/topsApp.xml
S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,2023-07-15,2023-07-27,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-15_2023-07-27/topsApp.xml
S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,2023-07-15,2023-08-08,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-15_2023-08-08/topsApp.xml
S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,2023-07-15,2023-08-20,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-15_2023-08-20/topsApp.xml
S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD,S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,2023-07-15,2023-09-01,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230715T171453_20230715T171520_049437_05F1DD_D7DD.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-15_2023-09-01/topsApp.xml
S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,2023-07-27,2023-08-08,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-27_2023-08-08/topsApp.xml
S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,2023-07-27,2023-08-20,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-27_2023-08-20/topsApp.xml
S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,2023-07-27,2023-09-01,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-27_2023-09-01/topsApp.xml
S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92,S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,2023-07-27,2023-09-13,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230727T171453_20230727T171520_049612_05F73D_4C92.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-07-27_2023-09-13/topsApp.xml
S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,2023-08-08,2023-08-20,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-08_2023-08-20/topsApp.xml
S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,2023-08-08,2023-09-01,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-08_2023-09-01/topsApp.xml
S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,2023-08-08,2023-09-13,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-08_2023-09-13/topsApp.xml
S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58,S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,2023-08-08,2023-09-25,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230808T171454_20230808T171521_049787_05FCB4_9A58.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-08_2023-09-25/topsApp.xml
S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,2023-08-20,2023-09-01,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-20_2023-09-01/topsApp.xml
S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,2023-08-20,2023-09-13,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-20_2023-09-13/topsApp.xml
S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,2023-08-20,2023-09-25,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-20_2023-09-25/topsApp.xml
S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4,S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,2023-08-20,2023-10-07,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230820T171455_20230820T171522_049962_0602B3_79D4.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-08-20_2023-10-07/topsApp.xml
S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,2023-09-01,2023-09-13,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-01_2023-09-13/topsApp.xml
S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,2023-09-01,2023-09-25,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-01_2023-09-25/topsApp.xml
S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,2023-09-01,2023-10-07,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-01_2023-10-07/topsApp.xml
S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA,S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,2023-09-01,2023-10-19,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230901T171455_20230901T171522_050137_0608B3_44BA.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-01_2023-10-19/topsApp.xml
S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,2023-09-13,2023-09-25,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-13_2023-09-25/topsApp.xml
S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,2023-09-13,2023-10-07,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-13_2023-10-07/topsApp.xml
S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,2023-09-13,2023-10-19,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-13_2023-10-19/topsApp.xml
S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9,S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A,2023-09-13,2023-10-31,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230913T171456_20230913T171523_050312_060EAC_B7B9.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231031T171456_20231031T171523_051012_062696_9C7A.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-13_2023-10-31/topsApp.xml
S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97,2023-09-25,2023-10-07,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231007T171456_20231007T171523_050662_061A9E_AA97.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-25_2023-10-07/topsApp.xml
S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2,S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804,2023-09-25,2023-10-19,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20230925T171456_20230925T171523_050487_06149F_9CC2.zip,/mnt/data/sbas_vs_ps_test_bologna/data/safe/S1A_IW_SLC__1SDV_20231019T171456_20231019T171523_050837_062099_1804.zip,/mnt/data/sbas_vs_ps_test_bologna/configs/sbas/2023-09-25_2023-10-19/topsApp.xml
