station_code,date,piezometry_m,depth_to_water_m,measurement_type,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,lon,lat,use
BO62-01,2009-04-28,19.91,-0.01,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2009-10-21,17.38,2.52,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2010-04-29,19.91,-0.01,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2010-10-19,19.91,-0.01,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2011-05-03,18.56,1.34,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2011-11-15,17.54,2.36,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2012-05-15,19.45,0.45,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2012-11-13,17.21,2.69,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2013-05-14,15.43,4.47,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2014-11-04,16.84,3.06,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2015-04-27,17.76,2.14,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2021-06-24,11.92,7.98,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2021-10-14,12.18,7.72,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2022-05-10,13.48,6.42,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO62-01,2022-09-29,12.43,7.47,manual,Pozzo,BO,MEDICINA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,11.6476673533,44.4875031131,
BO65-00,2009-04-28,12.97,4.37,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2009-10-21,9.06,8.28,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2010-04-29,12.46,4.88,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2010-10-19,10.93,6.41,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2011-05-03,13.61,3.73,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2011-11-15,10.64,6.70,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2013-05-14,12.91,4.43,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2013-11-05,10.29,7.05,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2015-05-26,15.06,2.28,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2015-11-12,13.89,3.45,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2016-04-04,14.78,2.56,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2016-11-15,14.43,2.91,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2017-05-10,14.23,3.11,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2017-11-28,13.24,4.10,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2018-04-26,14.53,2.81,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2018-10-23,13.66,3.68,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2019-03-27,11.09,6.25,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2019-11-05,12.93,4.41,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2020-10-22,12.35,4.99,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2021-05-13,14.57,2.77,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2021-11-18,14.19,3.15,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2022-05-10,14.59,2.75,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2022-09-29,11.86,5.48,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2023-04-27,11.91,5.43,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2023-11-28,13.41,3.93,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2024-05-29,14.11,3.23,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO65-00,2024-10-16,13.51,3.83,manual,Pozzo,BO,IMOLA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,11.7304371463,44.462056332,
BO66-00,2009-04-28,36.12,7.08,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2009-10-21,31.45,11.75,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2010-04-29,36.51,6.69,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2011-05-03,36.86,6.34,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2011-11-15,34.98,8.22,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2012-05-15,37.06,6.14,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2012-11-27,34.99,8.21,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2013-05-28,37.83,5.37,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2013-11-05,36.52,6.68,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2014-05-22,38.93,4.27,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2014-11-04,37.98,5.22,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2015-04-27,40.06,3.14,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2015-11-12,37.13,6.07,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2016-04-05,38.95,4.25,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2016-11-15,36.06,7.14,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2017-06-06,34.09,9.11,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2017-10-24,35.03,8.17,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2018-04-18,38.66,4.54,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2018-10-24,37.04,6.16,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2019-03-20,38.31,4.89,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2019-11-06,36.23,6.97,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2020-11-25,36.31,6.89,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2021-05-13,35.27,7.93,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2021-11-18,35.78,7.42,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2022-03-28,37.36,5.84,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2022-10-11,33.86,9.34,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2023-06-05,36.46,6.74,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2023-11-28,35.96,7.24,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2024-04-29,36.96,6.24,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO66-00,2024-10-16,36.76,6.44,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,11.6490536894,44.4094903966,
BO67-02,2009-04-28,14.27,9.13,manual,Pozzo,BO,IMOLA,IT080510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,11.7391915165,44.4124492749,
BO67-02,2009-10-21,9.18,14.22,manual,Pozzo,BO,IMOLA,IT080510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,11.7391915165,44.4124492749,
BO67-02,2010-04-29,13.79,9.61,manual,Pozzo,BO,IMOLA,IT080510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,11.7391915165,44.4124492749,
BO67-02,2010-10-19,13.69,9.71,manual,Pozzo,BO,IMOLA,IT080510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,11.7391915165,44.4124492749,
BO67-02,2011-11-15,14.00,9.40,manual,Pozzo,BO,IMOLA,IT080510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,11.7391915165,44.4124492749,
BO67-02,2012-06-06,13.40,10.00,manual,Pozzo,BO,IMOLA,IT080510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,11.7391915165,44.4124492749,
BO68-00,2009-01-15,16.20,43.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-02-15,16.20,43.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-03-15,16.50,43.20,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-04-15,16.80,42.90,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-05-15,16.80,42.90,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-06-15,15.70,44.00,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-07-15,13.90,45.80,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-08-15,12.20,47.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-09-15,15.00,44.70,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-10-15,15.20,44.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-11-15,15.50,44.20,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2009-12-15,15.90,43.80,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2015-01-15,19.95,39.75,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2015-10-15,20.90,38.80,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-02-15,19.65,40.05,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-03-15,20.25,39.45,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-04-15,20.15,39.55,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-05-15,20.45,39.25,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-07-15,20.90,38.80,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-08-15,19.95,39.75,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-09-15,20.35,39.35,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-10-15,20.15,39.55,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-11-15,21.45,38.25,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2016-12-15,21.20,38.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2017-01-15,21.70,38.00,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2017-02-15,22.20,37.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2017-09-15,22.10,37.60,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2017-11-15,22.20,37.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2018-02-15,12.17,47.53,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2018-03-15,12.20,47.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2018-05-15,13.70,46.00,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2018-06-15,14.00,45.70,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
BO68-00,2018-08-15,12.20,47.50,manual,Pozzo,BO,DOZZA,IT082492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,11.633859389,44.3936012162,
