station_code,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,source_type,lon,lat,metadata_source,use
FC16-01,Pozzo,FC,SAVIGNANO SUL RUBICONE,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,775163,4896146,1.0,218.0,,2.0,90.0,218.0,manual,12.4416542758,44.1666660999,manual,
FC18-00,Pozzo,FC,CESENATICO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,769089,4894534,11.2,107.0,,,,,manual,12.3649894247,44.1544401605,manual,
FC19-00,Pozzo,FC,FORLÌ,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,741051,4909431,17.0,300.0,Fondo foro,1.0,278.2,282.6,manual,12.0217314546,44.2981595488,manual,
FC19-02,Pozzo,FC,FORLÌ,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,739672,4906371,19.3,70.0,Fondo foro,1.0,65.0,70.0,manual,12.0030652643,44.271103876,manual,
FC19-03,Pozzo,FC,FORLÌ,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,741133,4907692,16.0,76.0,Fondo foro,1.0,73.0,76.0,manual,12.0219554393,44.2824978762,manual,
FC20-00,Pozzo,FC,FORLÌ,IT082540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,741466,4901290,29.7,108.5,Fondo foro,1.0,101.0,108.5,manual,12.0231700578,44.2248299843,manual,
FC22-00,Pozzo,FC,FORLÌ,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,749384,4904116,19.7,200.0,,,,,manual,12.1235050955,44.2475698972,manual,
FC25-00,Pozzo,FC,CESENA,IT080550ER-DQ2-CCS,Conoide Savio - confinato superiore,765677,4896373,12.4,88.9,Fondo foro,1.0,84.0,88.0,manual,12.3233223843,44.1722173613,manual,
FC27-00,Pozzo,FC,CESENA,IT080550ER-DQ2-CCS,Conoide Savio - confinato superiore,759087,4897759,24.3,90.0,,,,,manual,12.2417045709,44.1870429205,manual,
FC28-03,Pozzo,FC,CESENA,IT080270ER-DQ1-CL,Conoide Savio - libero,755996,4889685,51.6,23.0,,,,,manual,12.199162996,44.1155544945,manual,
FC41-00,Pozzo,FC,CESENA,IT080550ER-DQ2-CCS,Conoide Savio - confinato superiore,762976,4897161,14.5,30.0,,,,,manual,12.2899856152,44.1802775363,manual,
FC43-00,Pozzo,FC,GATTEO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,772727,4894282,6.0,182.0,Fondo foro,1.0,171.0,182.0,manual,12.4102731123,44.1508271193,manual,
FC50-02,Pozzo,FC,FORLÌ,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,745193,4901314,22.0,162.12,,1.0,140.42,154.12,manual,12.0697776256,44.2238019543,manual,
FC52-00,Pozzo,FC,FORLÌ,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,754245,4901885,16.0,256.0,Fondo foro,1.0,238.0,256.0,manual,12.1832136934,44.2258348936,manual,
FC53-00,Pozzo,FC,FORLIMPOPOLI,IT082540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,749482,4897978,27.0,400.0,,4.0,25.0,345.0,manual,12.1218108264,44.1923571682,manual,
FC56-00,Pozzo,FC,CESENA,IT080550ER-DQ2-CCS,Conoide Savio - confinato superiore,760890,4901578,12.0,89.0,,,,,manual,12.2661256847,44.2207281556,manual,
FC57-03,Pozzo,FC,GAMBETTOLA,IT080565ER-DQ2-CCS,Conoide Pisciatello-Rubicone-Uso - confinato superiore,765900,4890320,32.0,50.0,Fondo foro,1.0,31.4,45.2,manual,12.3230503577,44.1177312492,manual,
FC70-00,Pozzo,FC,SAN MAURO PASCOLI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,775377,4889943,15.0,40.0,,,,,manual,12.4410830575,44.1108390354,manual,
FC71-00,Piezometro,FC,FORLÌ,IT082540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,741252,4901195,30.0,141.5,Fondo foro,1.0,132.5,141.5,manual,12.020450746,44.224046716,manual,
FC73-00,Piezometro,FC,FORLÌ,IT082540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,744374,4897325,35.0,56.0,Fondo foro,1.0,38.0,50.0,manual,12.0576809451,44.188214456,manual,
FC77-00,Piezometro,FC,FORLÌ,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,751113,4901473,20.0,128.0,Fondo foro,1.0,120.0,128.0,manual,12.1438618501,44.2232166174,manual,
FC79-01,Pozzo,FC,BERTINORO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,754406,4899487,27.0,70.0,,1.0,24.0,27.0,manual,12.184063425,44.2042225348,manual,
FC80-02,Pozzo,FC,CESENA,IT080550ER-DQ2-CCS,Conoide Savio - confinato superiore,757412,4895571,29.0,83.0,Fondo foro,1.0,76.0,78.0,manual,12.2197083038,44.1679674884,manual,
FC80-03,Pozzo,FC,CESENA,IT080550ER-DQ2-CCS,Conoide Savio - confinato superiore,757312,4895953,28.0,70.0,Fondo foro,1.0,63.0,65.0,manual,12.2186463919,44.1714365183,manual,
FC81-03,Pozzo,FC,CESENATICO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,770077,4900261,0.3,99.0,,,,,manual,12.3802661448,44.2055474731,manual,
FC81-04,Pozzo,FC,CESENATICO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,772420,4898589,2.5,105.0,,,,,manual,12.4086722985,44.1896498569,manual,
FC83-00,Pozzo,FC,FORLÌ,IT082540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,744553,4898760,28.0,100.0,,2.0,57.0,85.0,manual,12.0605857705,44.2010556538,manual,
FC83-01,Pozzo,FC,FORLÌ,IT082540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,744603,4898725,27.9,90.6,,2.0,56.7,86.6,manual,12.0611943274,44.2007242342,manual,
FC85-00,Pozzo,FC,FORLIMPOPOLI,IT080245ER-DQ1-CL,Conoide Ronco-Montone - libero,747556,4896538,23.0,22.65,,,,,manual,12.0970669659,44.1800672451,manual,
FC86-00,Pozzo,FC,FORLÌ,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,738934,4903088,26.0,249.5,,3.0,205.4,242.0,manual,11.9923321273,44.2418296913,manual,
FC89-00,Pozzo,FC,FORLÌ,IT080245ER-DQ1-CL,Conoide Ronco-Montone - libero,745925,4893453,47.0,10.0,,,,,manual,12.0752488141,44.152883409,manual,
FC90-00,Pozzo,FC,CESENA,IT080270ER-DQ1-CL,Conoide Savio - libero,757886,4893264,25.0,125.0,,1.0,63.5,72.0,manual,12.2244970654,44.1470627617,manual,
FC93-00,Pozzo,FC,FORLÌ,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,746304,4901831,22.0,132.0,Fondo foro,1.0,120.0,129.0,manual,12.0839101138,44.2280753883,manual,
FC94-00,Pozzo,FC,CASTROCARO TERME E TERRA DEL SOLE,IT085090ER-AV2-VA,Depositi vallate App. Senio-Savio,736705,4896222,55.0,13.5,,,,,manual,11.9613563346,44.1808241737,manual,
FC95-00,Pozzo,FC,MELDOLA,IT085090ER-AV2-VA,Depositi vallate App. Senio-Savio,744829,4888543,81.0,5.0,,,,,manual,12.0592812666,44.109108284,manual,
FC96-00,Pozzo,FC,CESENA,IT085090ER-AV2-VA,Depositi vallate App. Senio-Savio,754308,4882052,73.0,5.5,,,,,manual,12.1744255567,44.0475259079,manual,
FC97-00,Pozzo,FC,FORLÌ,IT080245ER-DQ1-CL,Conoide Ronco-Montone - libero,738566,4899203,47.1,42.0,,,,,manual,11.9859618832,44.2070206116,manual,
FC98-00,Pozzo,FC,FORLÌ,IT080245ER-DQ1-CL,Conoide Ronco-Montone - libero,741429,4895561,53.0,8.0,,,,,manual,12.0200728562,44.1733347606,manual,
FC99-00,Pozzo,FC,FORLÌ,IT080540ER-DQ2-CCS,Conoide Ronco-Montone - confinato superiore,746228,4900780,22.4,80.0,,1.0,61.5,68.5,manual,12.0824663619,44.2186524602,manual,
FCA0-00,Pozzo,FC,CESENA,IT082550ER-DQ2-CCI,Conoide Savio - confinato inferiore,757656,4894146,35.0,110.0,Fondo foro,1.0,73.7,98.0,manual,12.2220575163,44.1550721632,manual,
FC-F01-00,Pozzo,FC,FORLÌ,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,742161,4912623,14.4,11.59,,,,,manual,12.037107683,44.3264880036,manual,
FC-F04-00,Pozzo,FC,FORLIMPOPOLI,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,750030,4899225,25.6,10.52,,,,,manual,12.1292517439,44.2033798889,manual,
FC-F06-00,Pozzo,FC,CESENA,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,760216,4896293,27.3,8.69,,,,,manual,12.2550822271,44.1734640279,manual,
FC-F07-00,Pozzo,FC,GATTEO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,771211,4889465,21.4,9.04,,,,,manual,12.388870295,44.1080982057,manual,
FE01-01,Pozzo,FE,BONDENO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,690795,4978495,12.5,35.0,,2.0,21.0,34.0,manual,11.4180214421,44.9342873504,manual,
FE05-02,Pozzo,FE,FERRARA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,704595,4973733,10.12,37.55,,1.0,22.0,32.05,manual,11.5908154691,44.8876280599,manual,
FE05-03,Pozzo,FE,FERRARA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,704670,4973700,10.12,34.5,,1.0,16.1,31.2,manual,11.5917508979,44.8873097529,manual,
FE07-01,Pozzo,FE,RIVA DEL PO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,718990,4981747,3.3,50.0,,1.0,23.2,46.0,manual,11.7763656861,44.9554069643,manual,
FE09-01,Pozzo,FE,FERRARA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,714625,4970293,5.0,38.0,Fondo foro,1.0,30.0,36.0,manual,11.7162309692,44.8537448513,manual,
FE12-00,Pozzo,FE,TRESIGNANA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,726466,4969250,2.5,130.0,,1.0,95.0,129.0,manual,11.8654394277,44.8407065818,manual,
FE13-01,Pozzo,FE,RIVA DEL PO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,733775,4984419,0.72,49.0,,1.0,29.0,35.0,manual,11.9648057241,44.9747197453,manual,
FE15-00,Pozzo,FE,RIVA DEL PO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,743260,4982671,-2.3,26.0,,,,,manual,12.0840835001,44.9558226276,manual,
FE16-00,Pozzo,FE,ARGENTA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,747705,4938463,0.12,200.0,,,,,manual,12.1188838787,44.5569079479,manual,
FE18-01,Pozzo,FE,MESOLA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,755380,4973165,-1.03,170.0,,,,,manual,12.2327052527,44.8661351389,manual,
FE18-02,Pozzo,FE,CODIGORO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,751375,4971717,-0.7,160.0,Fondo foro,1.0,135.0,155.0,manual,12.1813695197,44.8545432262,manual,
FE19-04,Pozzo,FE,CODIGORO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,742967,4970243,-3.0,141.0,Fondo foro,1.0,120.0,138.0,manual,12.0744091072,44.8442065256,manual,
FE21-00,Pozzo,FE,GORO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,759844,4971650,-1.61,34.7,,,,,manual,12.28834425,44.85090682,manual,
FE22-00,Pozzo,FE,TERRE DEL RENO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,685137,4960021,13.5,172.0,,,,,manual,11.3396352147,44.7696160039,manual,
FE23-00,Pozzo,FE,TERRE DEL RENO,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,690581,4964056,17.88,140.2,,3.0,72.12,140.19,manual,11.4098833695,44.8044783245,manual,
FE24-03,Pozzo,FE,CENTO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,682224,4955674,14.3,123.5,,1.0,114.5,123.5,manual,11.3012996223,44.73126256,manual,
FE30-00,Pozzo,FE,FERRARA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,703494,4960438,10.45,102.0,Fondo foro,1.0,85.0,102.0,manual,11.5715622258,44.7683801324,manual,
FE33-00,Pozzo,FE,FERRARA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,711280,4961583,3.0,123.0,Fondo foro,1.0,98.0,123.0,manual,11.6703243006,44.7764195707,manual,
FE34-01,Pozzo,FE,FERRARA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,712605,4955291,5.59,117.0,Fondo foro,1.0,96.0,116.0,manual,11.6844303955,44.7194466191,manual,
FE34-02,Pozzo,FE,FERRARA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,709642,4957129,7.4,81.6,Fondo foro,1.0,58.0,81.0,manual,11.6478130715,44.7368481911,manual,
FE35-00,Pozzo,FE,ARGENTA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,708486,4953080,7.91,138.0,Fondo foro,1.0,133.6,138.0,manual,11.6315758925,44.7007735677,manual,
FE36-01,Pozzo,FE,MASI TORELLO,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,720507,4964328,4.1,120.0,Fondo foro,1.0,105.0,120.0,manual,11.7879963289,44.7983164416,manual,
FE37-00,Pozzo,FE,PORTOMAGGIORE,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,721344,4959241,0.43,159.0,Fondo foro,1.0,135.88,153.88,manual,11.7963563577,44.7523177647,manual,
FE38-00,Pozzo,FE,OSTELLATO,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,730536,4959854,0.9,88.0,Fondo foro,1.0,73.0,86.0,manual,11.9126140538,44.7549279748,manual,
FE39-01,Pozzo,FE,OSTELLATO,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,727496,4958786,1.0,122.0,Fondo foro,1.0,101.0,122.0,manual,11.8737786816,44.7462982635,manual,
FE41-01,Pozzo,FE,MIGLIARO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,733513,4963263,4.28,36.0,Fondo foro,1.0,34.0,36.0,manual,11.9517382272,44.7846110592,manual,
FE41-02,Pozzo,FE,FISCAGLIA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,734408,4965154,0.3,70.0,Fondo foro,1.0,45.0,70.0,manual,11.9639072581,44.8013186906,manual,
FE45-01,Pozzo,FE,COMACCHIO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,747136,4958603,-1.6,160.0,,3.0,45.0,160.0,manual,12.1214339153,44.7381446912,manual,
FE47-01,Pozzo,FE,ARGENTA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,717666,4951764,0.81,110.0,Fondo foro,1.0,96.0,110.0,manual,11.7467588375,44.6862124471,manual,
FE48-00,Pozzo,FE,PORTOMAGGIORE,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,727660,4948452,0.86,80.0,,,,,manual,11.8712482237,44.6533324886,manual,
FE49-00,Pozzo,FE,ARGENTA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,725007,4944875,0.7,230.0,,5.0,17.0,229.0,manual,11.8362612499,44.622006029,manual,
FE52-00,Pozzo,FE,BONDENO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,680585,4979784,8.0,36.0,,1.0,25.0,30.0,manual,11.2891931691,44.9485473702,manual,
FE53-00,Pozzo,FE,BONDENO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,685655,4972210,8.2,30.0,,,,,manual,11.3506294875,44.8791173165,manual,
FE54-01,Pozzo,FE,LAGOSANTO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,747977,4959578,-1.0,90.0,Fondo foro,1.0,83.0,90.0,manual,12.1325139914,44.7466181656,manual,
FE54-02,Pozzo,FE,LAGOSANTO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,748261,4961674,0.4,90.0,,,,,manual,12.1371164166,44.7653602908,manual,
FE56-00,Pozzo,FE,FERRARA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,702655,4970438,7.0,60.0,Fondo foro,1.0,42.0,60.0,manual,11.5649562668,44.8585503125,manual,
FE58-01,Piezometro,FE,FERRARA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,705549,4971137,6.0,47.0,,,,,manual,11.601830757,44.8640080889,manual,
FE58-02,Pozzo,FE,FERRARA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,705536,4971213,6.0,45.0,,1.0,26.0,42.0,manual,11.6016971779,44.8646952927,manual,
FE59-01,Pozzo,FE,FERRARA,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,708187,4967809,6.0,140.0,Fondo foro,1.0,126.0,140.0,manual,11.6338222099,44.8333152616,manual,
FE60-00,Pozzo,FE,FERRARA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,705138,4965716,7.2,42.0,,,,,manual,11.5944434713,44.8153757795,manual,
FE61-01,Pozzo,FE,FERRARA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,714115,4976957,3.8,38.0,,,,,manual,11.7126004012,44.9138209254,manual,
FE63-00,Pozzo,FE,CENTO,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,678700,4954402,18.99,101.0,,,,,manual,11.2563848758,44.7207083324,manual,
FE64-00,Pozzo,FE,RIVA DEL PO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,727936,4983760,2.5,70.0,,,,,manual,11.8905513913,44.9706926375,manual,
FE65-00,Pozzo,FE,JOLANDA DI SAVOIA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,735836,4974726,-2.6,36.0,,,,,manual,11.9863853665,44.8869006502,manual,
FE69-00,Pozzo,FE,OSTELLATO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,745041,4953044,-1.09,145.0,Fondo foro,1.0,128.0,145.0,manual,12.0923469416,44.6888933173,manual,
FE70-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,757807,4948325,2.77,2.4,,,,,manual,12.2508238861,44.642006154,manual,
FE71-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,757488,4963960,0.77,1.6,,,,,manual,12.2546828462,44.7826458958,manual,
FE72-00,Pozzo,FE,CENTO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,682383,4958363,13.0,194.0,,2.0,170.0,194.0,manual,11.3042671419,44.755409767,manual,
FE73-00,Pozzo,FE,FERRARA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,705664,4957355,10.0,126.0,,2.0,55.0,126.0,manual,11.5977133701,44.7400340363,manual,
FE74-00,Pozzo,FE,ARGENTA,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,744292,4943212,-1.9,86.0,,,,,manual,12.0782263219,44.600764386,manual,
FE75-00,Pozzo,FE,COPPARO,IT080640ER-DQ2-PCC-ITB,Pianura Alluvionale Costiera - confinato,723796,4971332,1.85,30.0,,,,,manual,11.8326159589,44.8602684451,manual,
FE77-00,Pozzo,FE,VIGARANO MAINARDA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,697179,4968963,10.4,97.0,,,,,manual,11.4951412216,44.8468198554,manual,
FE78-00,Pozzo,FE,BONDENO,IT082700ER-DQ2-PACI-ITB,Pianura Alluvionale - confinato inferiore,690480,4973681,9.8,63.0,,,,,manual,11.4122199034,44.8910743316,manual,
FE78-01,Pozzo,FE,BONDENO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,689953,4972978,8.9,34.0,Fondo foro,1.0,24.0,34.0,manual,11.4052882367,44.8848921655,manual,
FE80-00,Piezometro,FE,BONDENO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,679931,4979526,9.0,40.0,,1.0,7.0,40.0,manual,11.2808173432,44.9463925278,manual,
FE81-00,Piezometro,FE,BONDENO,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,682819,4978747,8.4,40.0,,1.0,12.0,33.0,manual,11.3171140894,44.9386489279,manual,
FE82-00,Pozzo,FE,ARGENTA,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,714812,4954000,4.4,85.0,Fondo foro,1.0,73.0,85.0,manual,11.7117232327,44.7071794407,manual,
FE-F01-00,Pozzo,FE,BONDENO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,687196,4974399,8.3,4.9,,,,,manual,11.3709330541,44.8984028955,manual,
FE-F01-01,Pozzo,FE,BONDENO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,682120,4979446,8.8,4.65,,,,,manual,11.3085139991,44.9451155797,manual,
FE-F03-00,Pozzo,FE,FERRARA,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,700188,4974344,6.3,5.5,,,,,manual,11.5353057741,44.894374923,manual,
FE-F04-00,Pozzo,FE,TERRE DEL RENO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,686995,4961580,13.2,7.94,,,,,manual,11.3636678096,44.7831553156,manual,
FE-F04-01,Pozzo,FE,TERRE DEL RENO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,686434,4961020,14.0,9.2,,,,,manual,11.3563776101,44.7782648136,manual,
FE-F09-00,Pozzo,FE,VOGHIERA,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,717485,4959398,3.9,3.2,,,,,manual,11.7477269621,44.7549123691,manual,
FE-F13-00,Pozzo,FE,COPPARO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,726662,4978146,1.5,4.69,,,,,manual,11.8718957706,44.920626572,manual,
FE-F15-00,Pozzo,FE,RIVA DEL PO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,717844,4981133,4.4,3.68,,,,,manual,11.7615885913,44.9502383103,manual,
FE-F21-00,Pozzo,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,755130,4956058,1.15,2.14,,,,,manual,12.220973831,44.7124672994,manual,
FE-F22-00,Piezometro,FE,LAGOSANTO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,747369,4959658,-0.5,5.34,,,,,manual,12.1248837646,44.7475475789,manual,
FE-F24-00,Pozzo,FE,MESOLA,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,757112,4970216,-0.1,2.59,,,,,manual,12.2531003719,44.8390082798,manual,
FE-F26-00,Pozzo,FE,FISCAGLIA,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,735355,4964826,1.0,3.75,,,,,manual,11.9757135353,44.7980587017,manual,
FE-F28-00,Piezometro,FE,MESOLA,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,757087,4970252,-0.1,16.4,,1.0,1.0,16.4,manual,12.2528027937,44.8393408401,manual,
FE-F29-00,Piezometro,FE,MESOLA,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,754913,4974386,0.3,12.5,,1.0,1.0,12.5,manual,12.2274170738,44.8772763696,manual,
FE-F30-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,757442,4963877,0.7,11.7,,1.0,1.0,11.7,manual,12.2540603866,44.7819164739,manual,
FE-F31-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,751608,4965796,-1.1,11.9,,1.0,1.0,11.9,manual,12.1813819825,44.801241425,manual,
FE-F32-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,755256,4957683,-0.2,16.0,,1.0,1.0,16.0,manual,12.2233737428,44.7270281235,manual,
FE-F33-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,748044,4957253,-0.7,9.9,,1.0,1.0,9.9,manual,12.1322295601,44.7256958411,manual,
FE-F34-00,Piezometro,FE,COMACCHIO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,757563,4948710,1.81,8.8,,1.0,1.0,8.8,manual,12.2479453715,44.6455540229,manual,
FE-F35-00,Piezometro,FE,MESOLA,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,755222,4979542,-2.23,14.5,,1.0,1.0,14.5,manual,12.2339225178,44.9235065736,manual,
MO03-01,Pozzo,MO,MIRANDOLA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,665202,4973006,15.0,34.0,,,,,manual,11.0921112651,44.8913138282,manual,
MO03-02,Pozzo,MO,MIRANDOLA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,664231,4973480,14.0,45.0,Fondo foro,1.0,35.0,45.0,manual,11.0799764543,44.8958025554,manual,
MO07-01,Pozzo,MO,NOVI DI MODENA,IT080630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,652382,4966843,20.3,60.0,,,,,manual,10.9280027716,44.8387233858,manual,
MO08-00,Pozzo,MO,CAMPOSANTO,IT080620ER-DQ2-TPAPCS-ITB,Transizione Pianura Appenninica-Padana - confinato superiore,667234,4965144,16.81,256.0,,7.0,49.3,243.6,manual,11.1152350247,44.8201130561,manual,
MO10-01,Pozzo,MO,CARPI,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,647863,4961224,27.1,120.0,,,,,manual,10.8692228903,44.7891176601,manual,
MO11-00,Pozzo,MO,BOMPORTO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,658816,4957800,25.52,143.0,Fondo foro,1.0,137.0,143.0,manual,11.0065368958,44.7559631426,manual,
MO12-01,Pozzo,MO,BOMPORTO,IT080610ER-DQ2-PACS-ITB,Pianura Alluvionale Appenninica - confinato superiore,661295,4954293,25.0,120.0,Fondo foro,1.0,117.0,120.0,manual,11.0367293967,44.7238574757,manual,
MO13-01,Pozzo,MO,CAMPOGALLIANO,IT080390ER-DQ2-CCS,Conoide Secchia - confinato superiore,646967,4950441,36.5,110.0,Fondo foro,1.0,105.0,110.0,manual,10.8547963428,44.6922812811,manual,
