station_code,date,piezometry_m,depth_to_water_m,measurement_type,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,lon,lat
BO50-00,2012-10-15,15.97,39.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2012-11-15,15.90,39.33,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2012-12-15,15.64,39.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-01-15,11.68,43.55,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-02-15,13.53,41.70,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-03-15,12.19,43.04,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-04-15,15.97,39.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-05-15,14.14,41.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-06-15,11.77,43.46,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-07-15,10.64,44.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-08-15,11.39,43.84,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-09-15,9.37,45.86,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-10-15,12.97,42.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-11-15,15.64,39.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2013-12-15,14.14,41.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-01-15,13.64,41.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-02-15,14.64,40.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-03-15,14.14,41.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-04-15,12.64,42.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-05-15,14.64,40.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-06-15,14.21,41.02,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-07-15,13.71,41.52,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-08-15,10.14,45.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-09-15,11.64,43.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-10-15,10.31,44.92,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-11-15,10.64,44.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2014-12-15,13.14,42.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2015-01-15,15.64,39.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2015-02-15,15.64,39.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2015-03-15,15.64,39.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2015-11-15,11.64,43.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-01-15,13.14,42.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-02-15,10.64,44.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-03-15,15.64,39.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-04-15,18.64,36.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-05-15,11.64,43.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-06-15,11.64,43.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-07-15,11.14,44.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-08-15,12.64,42.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-09-15,17.14,38.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-10-15,16.64,38.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-11-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2017-12-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-01-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-02-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-03-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-04-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-05-15,21.97,33.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-06-15,23.04,32.19,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-07-15,23.24,31.99,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-08-15,21.54,33.69,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-09-15,24.64,30.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-10-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-11-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2018-12-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-01-15,24.14,31.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-02-15,24.64,30.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-03-15,24.14,31.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-04-15,24.64,30.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-05-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-06-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-08-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-11-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2019-12-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-01-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-02-15,23.31,31.92,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-04-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-05-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-06-15,24.14,31.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-07-15,23.97,31.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-08-15,24.64,30.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-09-15,24.64,30.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-10-15,24.25,30.98,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-11-15,23.97,31.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2020-12-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-01-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-02-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-03-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-04-15,21.14,34.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-05-15,20.14,35.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-06-15,19.64,35.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-07-15,22.97,32.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-08-15,22.42,32.81,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-09-15,22.39,32.84,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-10-15,23.08,32.15,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-11-15,21.47,33.76,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2021-12-15,22.64,32.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-01-15,20.81,34.42,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-02-15,17.64,37.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-03-15,20.97,34.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-04-15,21.86,33.37,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-05-15,24.64,30.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-06-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-07-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-08-15,22.64,32.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-09-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-10-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-11-15,22.64,32.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2022-12-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-02-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-03-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-04-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-05-15,22.64,32.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-06-15,22.14,33.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-07-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-08-15,21.97,33.26,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-09-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-11-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2023-12-15,21.31,33.92,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-01-15,20.64,34.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-03-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-04-15,21.64,33.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-06-15,23.64,31.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-09-15,16.64,38.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-10-15,16.64,38.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-11-15,20.14,35.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-00,2024-12-15,19.64,35.59,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,11.3822128744,44.4878332994
BO50-01,2010-01-15,8.93,46.30,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689537,4928883,55.23,272.01,,11.0,80.0,256.0,11.3836942932,44.4883875425
BO50-01,2010-02-15,11.89,43.34,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689537,4928883,55.23,272.01,,11.0,80.0,256.0,11.3836942932,44.4883875425
BO50-01,2010-03-15,11.14,44.09,manual,Pozzo,BO,BOLOGNA,IT082462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689537,4928883,55.23,272.01,,11.0,80.0,256.0,11.3836942932,44.4883875425
