model,display_name,trainable_parameters,rmse_mm,mae_mm,bias_mm,regional_r2,tile_r2,peak_gpu_memory_gb,training_time_seconds,inference_time_seconds,checkpoint,prediction_npz,best_val_loss
3d_cnn,3D CNN,229218,21.279394149780273,16.52708625793457,-0.031110908709062596,0.9977319836616516,0.42985838651657104,,63.82699356041849,0.3617353029549122,/home/ubuntu/work/insar_mcmc/checkpoints/3d_cnn.pt,/home/ubuntu/work/insar_mcmc/predictions/3d_cnn_test.npz,0.0006400851489161141
swin3d_unet,Swin3D-UNet,195026,21.27943992614746,16.527067184448242,-0.031949126515054584,0.9977326989173889,0.42985594272613525,,115.04189005773515,1.3166618403047323,/home/ubuntu/work/insar_mcmc/checkpoints/swin3d_unet.pt,/home/ubuntu/work/insar_mcmc/predictions/swin3d_unet_test.npz,0.0006443920023489877
