n_times,date_start,date_end,source_month_start,source_month_end,variable,lwe_thickness_mean,lwe_thickness_std,lwe_thickness_anom_mean,lwe_thickness_anom_std,config,bologna_bbox,insar_time_start,insar_time_end,insar_n_times,insar_shape
362,2017-01-04,2024-08-01,2017-01-01,2024-08-01,lwe_thickness,-9.263000577760735,8.330654583704643,-3.7183761287953974e-14,7.026098435900717,"{'insar_path': '/home/ubuntu/work/insar_mcmc/outputs_bologna_2025_overlap/insar_mintpy2025_on_w3ra_grid.nc', 'grace_path': '/mnt/data/punjab_grace_mascon_l3/GRCTellus.JPL.200204_202512.GLO.RL06.3M.MSCNv04CRI.nc', 'grace_variable': 'lwe_thickness', 'grace_uncertainty_variable': 'uncertainty', 'output_dir': '/home/ubuntu/work/insar_mcmc/outputs_external_constraints_overlap2025', 'write_aligned_dataset': True}","{'lat_min': 43.79999923706055, 'lat_max': 45.900001525878906, 'lon_min': 10.199999809265137, 'lon_max': 12.5}",2017-01-04,2024-08-01,362,"{'height': 22, 'width': 24}"
